Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,1e-06,23.283215,[ 8 49] ; [37 29],[20.85365854 36.14634146] ; [24.14634146 41.85365854],1
u2,1,0.179094,1.805128,[ 6 14] ; [12 12],[ 8.18181818 11.81818182] ; [ 9.81818182 14.18181818],0
n2,1,0.194575,1.682634,[11 14] ; [15  9],[13.26530612 11.73469388] ; [12.73469388 11.26530612],0
s2,1,0.202685,1.622924,[ 8 49] ; [15 50],[10.74590164 46.25409836] ; [12.25409836 52.74590164],0
n5,1,0.217215,1.522676,[30 26] ; [42 23],[33.32231405 22.67768595] ; [38.67768595 26.32231405],0
v2,1,0.261889,1.258741,[19 36] ; [29 36],[22. 33.] ; [26. 39.],0
a8,1,0.305751,1.048941,[ 2 50] ; [ 5 53],[ 3.30909091 48.69090909] ; [ 3.69090909 54.30909091],0
a4,1,0.308017,1.039161,[22 34] ; [32 34],[24.78688525 31.21311475] ; [29.21311475 36.78688525],0
n3,1,0.308482,1.037164,[10 13] ; [14 10],[11.74468085 11.25531915] ; [12.25531915 11.74468085],0
a7,1,0.326485,0.962789,[34 22] ; [45 20],[36.56198347 19.43801653] ; [42.43801653 22.56198347],0
d2,1,0.340041,0.910277,[26 30] ; [25 41],[23.40983607 32.59016393] ; [27.59016393 38.40983607],0
d4,1,0.364285,0.823068,[39 18] ; [50 16],[41.24390244 15.75609756] ; [47.75609756 18.24390244],0
p5,1,0.375962,0.783865,[ 1 56] ; [ 3 62],[ 1.86885246 55.13114754] ; [ 2.13114754 62.86885246],0
b1,1,0.442118,0.59078,[28 29] ; [37 29],[30.12195122 26.87804878] ; [34.87804878 31.12195122],0
s8,1,0.479495,0.500011,[10 46] ; [15 50],[11.57024793 44.42975207] ; [13.42975207 51.57024793],0
u1,1,0.599153,0.276276,[ 6 51] ; [ 9 57],[ 6.95121951 50.04878049] ; [ 8.04878049 57.95121951],0
r2,1,0.622461,0.242424,[44 10] ; [56 10],[45.  9.] ; [55. 11.],0
d5,1,0.678516,0.171801,[42 15] ; [50 15],[42.98360656 14.01639344] ; [49.01639344 15.98360656],0
d1,1,0.722237,0.126359,[26 31] ; [28 38],[25.02439024 31.97560976] ; [28.97560976 37.02439024],0
a6,1,0.722237,0.126359,[31 26] ; [38 28],[31.97560976 25.02439024] ; [37.02439024 28.97560976],0
a3,1,0.731484,0.117754,[37 19] ; [41 24],[36.09917355 19.90082645] ; [41.90082645 23.09917355],0
u3,1,0.787197,0.072874,[ 8 12] ; [11 14],[ 8.44444444 11.55555556] ; [10.55555556 14.44444444],0
a2,1,0.85165,0.034974,[13 44] ; [16 50],[13.43902439 43.56097561] ; [15.56097561 50.43902439],0
n1,1,0.916522,0.010986,[ 8 16] ; [ 8 15],[ 8.17021277 15.82978723] ; [ 7.82978723 15.17021277],0
p12,1,0.925342,0.008781,[ 1 56] ; [ 1 64],[ 0.93442623 56.06557377] ; [ 1.06557377 63.93442623],0
a5,1,0.927962,0.008174,[35 22] ; [40 26],[34.75609756 22.24390244] ; [40.24390244 25.75609756],0
s4,1,0.950938,0.003786,[ 9 48] ; [10 55],[ 8.87704918 48.12295082] ; [10.12295082 54.87704918],0
b4,1,0.964766,0.001951,[30 27] ; [35 31],[30.12195122 26.87804878] ; [34.87804878 31.12195122],0
v3,1,1.0,0.0,[18 36] ; [21 42],[18. 36.] ; [21. 42.],0
