Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.004086,8.245094,[44 18] ; [ 8 14],[38.38095238 23.61904762] ; [13.61904762  8.38095238],0
s2,1,0.448956,0.573287,[28 34] ; [12 10],[29.52380952 32.47619048] ; [10.47619048 11.52380952],0
p7,1,0.449253,0.572536,[45 16] ; [18  4],[46.30120482 14.69879518] ; [16.69879518  5.30120482],0
s6,1,0.480016,0.498827,[43 19] ; [17  5],[44.28571429 17.71428571] ; [15.71428571  6.28571429],0
p4,1,0.586942,0.295145,[46 16] ; [15  7],[45.02380952 16.97619048] ; [15.97619048  6.02380952],0
v1,1,0.616524,0.250784,[30 28] ; [10 12],[29. 29.] ; [11. 11.],0
d2,1,0.650513,0.205254,[22 40] ; [ 9 13],[22.88095238 39.11904762] ; [ 8.11904762 13.88095238],0
r3,1,0.679633,0.170539,[58  4] ; [20  2],[57.57142857  4.42857143] ; [20.42857143  1.57142857],0
n3,1,0.750679,0.100962,[9 4] ; [5 3],[8.66666667 4.33333333] ; [5.33333333 2.66666667],0
b4,1,0.751742,0.100073,[39 23] ; [13  9],[38.38095238 23.61904762] ; [13.61904762  8.38095238],0
s3,1,0.76431,0.089895,[31 30] ; [12 10],[31.60240964 29.39759036] ; [11.39759036 10.60240964],0
a8,1,0.852258,0.034685,[ 2 53] ; [ 1 21],[ 2.14285714 52.85714286] ; [ 0.85714286 21.14285714],0
p8,1,0.855996,0.032932,[38 24] ; [13  9],[37.64285714 24.35714286] ; [13.35714286  8.64285714],0
d1,1,0.896546,0.016907,[32 30] ; [11 11],[31.73809524 30.26190476] ; [11.26190476 10.73809524],0
a3,1,0.951182,0.003748,[39 23] ; [14  8],[39.11904762 22.88095238] ; [13.88095238  8.11904762],0
s7,1,0.95246,0.003554,[24 33] ; [ 9 12],[24.11538462 32.88461538] ; [ 8.88461538 12.11538462],0
b2,1,0.974811,0.000997,[10 22] ; [4 9],[ 9.95555556 22.04444444] ; [4.04444444 8.95555556],0
b3,1,0.974811,0.000997,[10 22] ; [4 9],[ 9.95555556 22.04444444] ; [4.04444444 8.95555556],0
