Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,31.2965,[ 34 132] ; [90 93],[ 58.97994269 107.02005731] ; [ 65.02005731 117.97994269],1
p3,1,0.130816,2.282795,[ 53 115] ; [ 73 113],[ 59.79661017 108.20338983] ; [ 66.20338983 119.79661017],0
d2,1,0.143946,2.135265,[75 92] ; [97 87],[81.83475783 85.16524217] ; [90.16524217 93.83475783],0
r4,1,0.152594,2.046129,[140  29] ; [164  22],[144.72112676  24.27887324] ; [159.27887324  26.72112676],0
a2,1,0.180785,1.791155,[ 36 133] ; [ 51 135],[ 41.41690141 127.58309859] ; [ 45.58309859 140.41690141],0
s7,1,0.184795,1.758633,[68 95] ; [87 91],[74.09090909 88.90909091] ; [80.90909091 97.09090909],0
n1,1,0.196486,1.668303,[23 34] ; [12 31],[19.95 37.05] ; [15.05 27.95],0
s1,1,0.197331,1.662015,[  9 157] ; [  5 179],[  6.64 159.36] ; [  7.36 176.64],0
b2,1,0.205364,1.60381,[45 59] ; [42 78],[40.39285714 63.60714286] ; [46.60714286 73.39285714],0
b3,1,0.205364,1.60381,[45 59] ; [42 78],[40.39285714 63.60714286] ; [46.60714286 73.39285714],0
b1,1,0.212011,1.557638,[ 69 100] ; [ 64 122],[ 63.31549296 105.68450704] ; [ 69.68450704 116.31549296],0
a4,1,0.22271,1.486826,[70 97] ; [90 96],[75.69405099 91.30594901] ; [ 84.30594901 101.69405099],0
s2,1,0.251134,1.316986,[76 92] ; [94 89],[81.36752137 86.63247863] ; [88.63247863 94.36752137],0
n2,1,0.288637,1.125968,[43 15] ; [27 15],[40.6 17.4] ; [29.4 12.6],0
b4,1,0.399892,0.708651,[98 71] ; [116  70],[101.87605634  67.12394366] ; [112.12394366  73.87605634],0
p11,1,0.418862,0.653507,[117  52] ; [136  50],[120.44225352  48.55774648] ; [132.55774648  53.44225352],0
a3,1,0.455443,0.55707,[114  54] ; [133  53],[117.22033898  50.77966102] ; [129.77966102  56.22033898],0
n3,1,0.46386,0.536564,[40 17] ; [33 10],[41.61 15.39] ; [31.39 11.61],0
p4,1,0.466496,0.530264,[73 95] ; [88 98],[76.40677966 91.59322034] ; [ 84.59322034 101.40677966],0
a8,1,0.487871,0.481219,[ 16 141] ; [ 21 145],[ 17.98452012 139.01547988] ; [ 19.01547988 146.98452012],0
u2,1,0.4889,0.478947,[28 26] ; [23 28],[26.22857143 27.77142857] ; [24.77142857 26.22857143],0
b5,1,0.508088,0.438002,[107  62] ; [124  62],[109.96901408  59.03098592] ; [121.03098592  64.96901408],0
v4,1,0.519742,0.414405,[154  15] ; [172  13],[155.63276836  13.36723164] ; [170.36723164  14.63276836],0
n5,1,0.562013,0.33623,[127  42] ; [134  51],[124.60169492  44.39830508] ; [136.39830508  48.60169492],0
u4,1,0.576244,0.312346,[  3 166] ; [  2 184],[  2.38028169 166.61971831] ; [  2.61971831 183.38028169],0
p12,1,0.621696,0.243491,[  8 161] ; [ 11 175],[  9.04507042 159.95492958] ; [  9.95492958 176.04507042],0
s4,1,0.745381,0.105454,[ 30 136] ; [ 31 154],[ 28.84900285 137.15099715] ; [ 32.15099715 152.84900285],0
u3,1,0.76298,0.090945,[29 25] ; [30 23],[29.77570093 24.22429907] ; [29.22429907 23.77570093],0
p5,1,0.794038,0.068158,[  9 156] ; [  9 177],[  8.46153846 156.53846154] ; [  9.53846154 176.46153846],0
s5,1,0.888326,0.019719,[ 50 115] ; [ 53 126],[ 49.40406977 115.59593023] ; [ 53.59593023 125.40406977],0
s3,1,0.936886,0.00627,[88 81] ; [94 88],[87.62962963 81.37037037] ; [94.37037037 87.62962963],0
