Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,1.9e-05,18.281855,[24 23] ; [57  8],[33.99107143 13.00892857] ; [47.00892857 17.99107143],1
s7,1,0.079576,3.073538,[ 5 40] ; [15 46],[ 8.49056604 36.50943396] ; [11.50943396 49.49056604],0
b5,1,0.107937,2.584172,[24 23] ; [43 22],[28.11607143 18.88392857] ; [38.88392857 26.11607143],0
p1,1,0.128273,2.313285,[ 9 38] ; [ 6 59],[ 6.29464286 40.70535714] ; [ 8.70535714 56.29464286],0
a3,1,0.147101,2.102055,[30 17] ; [32 32],[26.25225225 20.74774775] ; [35.74774775 28.25225225],0
r2,1,0.159286,1.980993,[29 15] ; [50 14],[32.18518519 11.81481481] ; [46.81481481 17.18518519],0
n5,1,0.202656,1.623131,[33 14] ; [38 27],[29.79464286 17.20535714] ; [41.20535714 23.79464286],0
a2,1,0.225884,1.466592,[ 6 41] ; [ 4 61],[ 4.19642857 42.80357143] ; [ 5.80357143 59.19642857],0
d1,1,0.314021,1.013686,[18 29] ; [19 46],[15.52678571 31.47321429] ; [21.47321429 43.52678571],0
p5,1,0.319277,0.991904,[ 1 45] ; [ 4 61],[ 2.07207207 43.92792793] ; [ 2.92792793 62.07207207],0
s3,1,0.325879,0.965205,[10 36] ; [19 44],[12.23853211 33.76146789] ; [16.76146789 46.23853211],0
a7,1,0.353823,0.859699,[23 24] ; [37 27],[25.40540541 21.59459459] ; [34.59459459 29.40540541],0
a6,1,0.355781,0.85273,[28 19] ; [33 32],[25.59821429 21.40178571] ; [35.40178571 29.59821429],0
u3,1,0.356744,0.849324,[ 4 13] ; [12 21],[ 5.44 11.56] ; [10.56 22.44],0
b4,1,0.370048,0.803503,[22 25] ; [36 29],[24.33928571 22.66071429] ; [33.66071429 31.33928571],0
n1,1,0.386362,0.750361,[ 9 13] ; [ 5 13],[ 7.7 14.3] ; [ 6.3 11.7],0
u1,1,0.388931,0.742281,[ 5 42] ; [ 4 61],[ 3.77678571 43.22321429] ; [ 5.22321429 59.77678571],0
b1,1,0.402928,0.699571,[24 23] ; [28 37],[21.82142857 25.17857143] ; [30.17857143 34.82142857],0
v3,1,0.421706,0.645556,[10 37] ; [10 55],[ 8.39285714 38.60714286] ; [11.60714286 53.39285714],0
d5,1,0.479599,0.499774,[27 20] ; [41 23],[28.79279279 18.20720721] ; [39.20720721 24.79279279],0
a4,1,0.535162,0.38458,[16 30] ; [19 46],[14.5045045 31.4954955] ; [20.4954955 44.5045045],0
d4,1,0.546457,0.363702,[28 19] ; [35 30],[26.4375 20.5625] ; [36.5625 28.4375],0
v2,1,0.579451,0.307123,[11 34] ; [19 46],[12.27272727 32.72727273] ; [17.72727273 47.27272727],0
n2,1,0.611202,0.258429,[14  9] ; [13  6],[14.78571429  8.21428571] ; [12.21428571  6.78571429],0
n4,1,0.72993,0.119176,[29 18] ; [38 27],[28.11607143 18.88392857] ; [38.88392857 26.11607143],0
b2,1,0.730193,0.118935,[15 16] ; [15 19],[14.30769231 16.69230769] ; [15.69230769 18.30769231],0
b3,1,0.730193,0.118935,[15 16] ; [15 19],[14.30769231 16.69230769] ; [15.69230769 18.30769231],0
a8,1,0.813746,0.055506,[ 4 43] ; [ 6 55],[ 4.35185185 42.64814815] ; [ 5.64814815 55.35185185],0
v1,1,0.973104,0.001137,[11 35] ; [15 47],[11.07407407 34.92592593] ; [14.92592593 47.07407407],0
d3,1,0.974569,0.001016,[20 27] ; [27 36],[20.08181818 26.91818182] ; [26.91818182 36.08181818],0
