Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,26.154716,[76 13] ; [132 109],[56.0969697 32.9030303] ; [151.9030303  89.0969697],1
d5,1,0.098874,2.723609,[77 12] ; [189  52],[71.73939394 17.26060606] ; [194.26060606  46.73939394],0
u2,1,0.117268,2.453435,[10  4] ; [38 40],[7.30434783 6.69565217] ; [40.69565217 37.30434783],0
a1,1,0.216065,1.530318,[ 3 86] ; [ 17 225],[ 5.3776435 83.6223565] ; [ 14.6223565 227.3776435],0
u1,1,0.218897,1.511588,[22 67] ; [ 45 197],[18.01510574 70.98489426] ; [ 48.98489426 193.01510574],0
r2,1,0.22827,1.451607,[82  5] ; [215  24],[79.2607362  7.7392638] ; [217.7392638  21.2607362],0
n3,1,0.291531,1.112539,[17  4] ; [47 21],[15.1011236  5.8988764] ; [48.8988764 19.1011236],0
s1,1,0.315986,1.005488,[ 6 81] ; [ 10 229],[ 4.26993865 82.73006135] ; [ 11.73006135 227.26993865],0
v1,1,0.339852,0.91099,[44 43] ; [103 128],[40.21698113 46.78301887] ; [106.78301887 124.21698113],0
b2,1,0.363186,0.826848,[21 38] ; [67 91],[23.92626728 35.07373272] ; [64.07373272 93.92626728],0
b3,1,0.363186,0.826848,[21 38] ; [67 91],[23.92626728 35.07373272] ; [64.07373272 93.92626728],0
b5,1,0.399687,0.709268,[60 29] ; [151  91],[56.73413897 32.26586103] ; [154.26586103  87.73413897],0
r3,1,0.407581,0.685847,[80  7] ; [214  27],[77.98170732  9.01829268] ; [216.01829268  24.98170732],0
b4,1,0.494784,0.466106,[57 32] ; [145  97],[54.3141994 34.6858006] ; [147.6858006  94.3141994],0
a4,1,0.499846,0.455264,[46 43] ; [114 126],[43.28267477 45.71732523] ; [116.71732523 123.28267477],0
p11,1,0.550135,0.357076,[61 28] ; [174  68],[63.18731118 25.81268882] ; [171.81268882  70.18731118],0
a8,1,0.595059,0.282513,[ 9 68] ; [ 31 189],[10.37037037 66.62962963] ; [ 29.62962963 190.37037037],0
a7,1,0.644016,0.213528,[58 30] ; [166  76],[59.73333333 28.26666667] ; [164.26666667  77.73333333],0
v2,1,0.67263,0.178541,[46 41] ; [116 115],[44.32075472 42.67924528] ; [117.67924528 113.32075472],0
a6,1,0.725558,0.123229,[62 27] ; [163  78],[60.68181818 28.31818182] ; [164.31818182  76.68181818],0
v3,1,0.827089,0.047714,[31 56] ; [ 85 145],[31.83596215 55.16403785] ; [ 84.16403785 145.83596215],0
n1,1,0.858218,0.031913,[ 9 10] ; [32 39],[ 8.65555556 10.34444444] ; [32.34444444 38.65555556],0
b1,1,0.951877,0.003642,[36 53] ; [ 97 145],[35.76132931 53.23867069] ; [ 97.23867069 144.76132931],0
