Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,27.950626,[17 21] ; [87 12],[28.84671533  9.15328467] ; [75.15328467 23.84671533],1
b2,1,0.386077,0.751263,[ 3 14] ; [19 49],[ 4.4 12.6] ; [17.6 50.4],0
b3,1,0.386077,0.751263,[ 3 14] ; [19 49],[ 4.4 12.6] ; [17.6 50.4],0
d2,1,0.389342,0.740996,[ 8 30] ; [28 71],[ 9.98540146 28.01459854] ; [26.01459854 72.98540146],0
s1,1,0.390017,0.738889,[ 1 37] ; [ 6 89],[ 2. 36.] ; [ 5. 90.],0
u3,1,0.406949,0.687695,[ 8 13] ; [23 24],[ 9.57352941 11.42647059] ; [21.42647059 25.57352941],0
a3,1,0.41434,0.666314,[17 21] ; [52 47],[19.13868613 18.86131387] ; [49.86131387 49.13868613],0
n3,1,0.435482,0.608157,[15  1] ; [18  3],[14.27027027  1.72972973] ; [18.72972973  2.27027027],0
a1,1,0.478676,0.501877,[ 1 37] ; [ 1 98],[ 0.55474453 37.44525547] ; [ 1.44525547 97.55474453],0
p5,1,0.495116,0.465389,[ 3 34] ; [12 86],[ 4.11111111 32.88888889] ; [10.88888889 87.11111111],0
d5,1,0.572368,0.318737,[16 22] ; [47 52],[17.47445255 20.52554745] ; [45.52554745 53.47445255],0
p7,1,0.6197,0.246289,[21 16] ; [59 37],[22.2556391 14.7443609] ; [57.7443609 38.2556391],0
a8,1,0.701063,0.147368,[ 4 32] ; [ 8 82],[ 3.42857143 32.57142857] ; [ 8.57142857 81.42857143],0
s8,1,0.701833,0.146572,[12 26] ; [34 63],[12.94814815 25.05185185] ; [33.05185185 63.94814815],0
n2,1,0.715128,0.133209,[13  3] ; [18  3],[13.40540541  2.59459459] ; [17.59459459  3.40540541],0
r3,1,0.812039,0.056547,[35  3] ; [89  9],[34.64705882  3.35294118] ; [89.35294118  8.64705882],0
b1,1,0.870722,0.026485,[14 24] ; [35 64],[13.59124088 24.40875912] ; [35.40875912 63.59124088],0
u2,1,0.920024,0.010081,[10 11] ; [23 24],[10.19117647 10.80882353] ; [22.80882353 24.19117647],0
s2,1,0.954029,0.003323,[13 25] ; [33 62],[13.14285714 24.85714286] ; [32.85714286 62.14285714],0
