Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.5e-05,17.771236,[11  3] ; [ 6 31],[4.66666667 9.33333333] ; [12.33333333 24.66666667],1
p1,1,0.528589,0.397104,[ 1 13] ; [ 5 32],[ 1.64705882 12.35294118] ; [ 4.35294118 32.64705882],0
s5,1,0.528733,0.396825,[ 2 12] ; [ 3 33],[ 1.4 12.6] ; [ 3.6 32.4],0
p7,1,0.543436,0.369208,[5 9] ; [10 27],[4.11764706 9.88235294] ; [10.88235294 26.11764706],0
n2,1,0.59256,0.286364,[1 2] ; [9 9],[1.42857143 1.57142857] ; [8.57142857 9.42857143],0
d2,1,0.594032,0.284091,[7 7] ; [15 21],[6.16 7.84] ; [15.84 20.16],0
a3,1,0.649886,0.206044,[6 8] ; [18 18],[6.72 7.28] ; [17.28 18.72],0
a6,1,0.71154,0.136744,[6 8] ; [18 19],[6.58823529 7.41176471] ; [17.41176471 19.58823529],0
a4,1,0.725506,0.123278,[5 9] ; [11 25],[4.48 9.52] ; [11.52 24.48],0
r2,1,0.785959,0.073746,[7 7] ; [19 16],[7.42857143 6.57142857] ; [18.57142857 16.42857143],0
u1,1,0.813951,0.055381,[ 1 13] ; [ 2 35],[ 0.82352941 13.17647059] ; [ 2.17647059 34.82352941],0
n5,1,0.824412,0.049228,[9 5] ; [25 12],[9.33333333 4.66666667] ; [24.66666667 12.33333333],0
a8,1,0.867172,0.027973,[ 2 11] ; [ 5 32],[ 1.82 11.18] ; [ 5.18 31.82],0
s4,1,0.908903,0.013092,[ 1 13] ; [ 3 34],[ 1.09803922 12.90196078] ; [ 2.90196078 34.09803922],0
a2,1,0.908903,0.013092,[ 1 13] ; [ 3 34],[ 1.09803922 12.90196078] ; [ 2.90196078 34.09803922],0
