Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.413077,[64  3] ; [15 15],[54.56701031 12.43298969] ; [24.43298969  5.56701031],1
d3,1,0.107935,2.584199,[49 18] ; [17 13],[45.58762887 21.41237113] ; [20.41237113  9.58762887],0
u3,1,0.134328,2.241758,[12  4] ; [9 9],[9.88235294 6.11764706] ; [11.11764706  6.88235294],0
a1,1,0.173674,1.850944,[ 1 66] ; [ 2 28],[ 2.07216495 64.92783505] ; [ 0.92783505 29.07216495],0
d5,1,0.189493,1.721558,[53 14] ; [20 10],[50.42268041 16.57731959] ; [22.57731959  7.42268041],0
p4,1,0.215441,1.534485,[29 38] ; [ 9 21],[26.24742268 40.75257732] ; [11.75257732 18.24742268],0
v1,1,0.233262,1.420857,[31 36] ; [10 20],[28.31958763 38.68041237] ; [12.68041237 17.31958763],0
n4,1,0.247567,1.336984,[44 23] ; [16 14],[41.44329897 25.55670103] ; [18.55670103 11.44329897],0
p10,1,0.272402,1.204609,[51 15] ; [20 10],[48.8125 17.1875] ; [22.1875  7.8125],0
p8,1,0.298878,1.079195,[18 48] ; [11 18],[20.14736842 45.85263158] ; [ 8.85263158 20.14736842],0
n5,1,0.306331,1.046428,[42 25] ; [22  8],[44.20618557 22.79381443] ; [19.79381443 10.20618557],0
b5,1,0.311821,1.022947,[43 24] ; [16 14],[40.75257732 26.24742268] ; [18.24742268 11.75257732],0
d4,1,0.329787,0.949732,[49 18] ; [19 11],[46.96907216 20.03092784] ; [21.03092784  8.96907216],0
n1,1,0.33602,0.925556,[ 6 12] ; [ 3 13],[ 4.76470588 13.23529412] ; [ 4.23529412 11.76470588],0
s7,1,0.362661,0.828657,[33 31] ; [12 17],[30.96774194 33.03225806] ; [14.03225806 14.96774194],0
a7,1,0.405553,0.6918,[46 21] ; [18 12],[44.20618557 22.79381443] ; [19.79381443 10.20618557],0
s5,1,0.408816,0.682242,[26 37] ; [ 9 19],[24.23076923 38.76923077] ; [10.76923077 17.23076923],0
v3,1,0.45511,0.557895,[20 45] ; [ 7 23],[18.47368421 46.52631579] ; [ 8.52631579 21.47368421],0
n2,1,0.594525,0.283333,[12  6] ; [12  4],[12.70588235  5.29411765] ; [11.29411765  4.70588235],0
p7,1,0.624671,0.239356,[29 36] ; [15 15],[30.10526316 34.89473684] ; [13.89473684 16.10526316],0
p2,1,0.641924,0.216234,[46 21] ; [22  8],[46.96907216 20.03092784] ; [21.03092784  8.96907216],0
s1,1,0.66461,0.187972,[ 3 63] ; [ 2 28],[ 3.4375 62.5625] ; [ 1.5625 28.4375],0
b1,1,0.675173,0.175611,[23 44] ; [ 9 21],[22.10309278 44.89690722] ; [ 9.89690722 20.10309278],0
p11,1,0.71282,0.135476,[45 22] ; [19 11],[44.20618557 22.79381443] ; [19.79381443 10.20618557],0
a8,1,0.729026,0.120008,[ 3 56] ; [ 1 28],[ 2.68181818 56.31818182] ; [ 1.31818182 27.68181818],0
b4,1,0.788395,0.072036,[36 31] ; [17 13],[36.60824742 30.39175258] ; [16.39175258 13.60824742],0
d2,1,0.801218,0.063388,[25 42] ; [12 18],[25.55670103 41.44329897] ; [11.44329897 18.55670103],0
p3,1,0.812403,0.056324,[24 43] ; [10 20],[23.48453608 43.51546392] ; [10.51546392 19.48453608],0
p5,1,0.927038,0.008385,[ 2 65] ; [ 1 29],[ 2.07216495 64.92783505] ; [ 0.92783505 29.07216495],0
u2,1,0.967531,0.001657,[7 9] ; [ 8 10],[7.05882353 8.94117647] ; [ 7.94117647 10.05882353],0
