Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.001961,9.585223,[11 13] ; [85 25],[17.19402985  6.80597015] ; [78.80597015 31.19402985],0
a5,1,0.285949,1.138595,[16  9] ; [82 28],[18.14814815  6.85185185] ; [79.85185185 30.14814815],0
p1,1,0.341314,0.905488,[ 1 24] ; [11 99],[ 2.22222222 22.77777778] ; [  9.77777778 100.22222222],0
d1,1,0.354208,0.858325,[12 13] ; [64 46],[14.07407407 10.92592593] ; [61.92592593 48.07407407],0
a4,1,0.366372,0.815934,[10 15] ; [55 55],[12.03703704 12.96296296] ; [52.96296296 57.03703704],0
s6,1,0.376373,0.782515,[16  9] ; [78 29],[17.8030303  7.1969697] ; [76.1969697 30.8030303],0
n2,1,0.450243,0.57004,[9 1] ; [19  5],[8.23529412 1.76470588] ; [19.76470588  4.23529412],0
p7,1,0.512973,0.427998,[14 10] ; [70 37],[15.38931298  8.61068702] ; [68.61068702 38.38931298],0
a3,1,0.522386,0.40918,[18  7] ; [85 24],[19.21641791  5.78358209] ; [83.78358209 25.21641791],0
p6,1,0.522651,0.408659,[ 8 16] ; [44 65],[ 9.38345865 14.61654135] ; [42.61654135 66.38345865],0
s3,1,0.577548,0.310216,[17  8] ; [67 41],[15.78947368  9.21052632] ; [68.21052632 39.78947368],0
u3,1,0.580912,0.304762,[5 2] ; [15 10],[4.375 2.625] ; [15.625  9.375],0
r3,1,0.589677,0.290849,[22  2] ; [104   6],[22.56716418  1.43283582] ; [103.43283582   6.56716418],0
b3,1,0.59227,0.286814,[ 4 10] ; [27 48],[4.87640449 9.12359551] ; [26.12359551 48.87640449],0
b2,1,0.59227,0.286814,[ 4 10] ; [27 48],[4.87640449 9.12359551] ; [26.12359551 48.87640449],0
s5,1,0.606753,0.264931,[ 7 15] ; [41 68],[ 8.0610687 13.9389313] ; [39.9389313 69.0610687],0
a8,1,0.643114,0.214692,[ 3 21] ; [16 82],[ 3.73770492 20.26229508] ; [15.26229508 82.73770492],0
n1,1,0.655667,0.19883,[5 5] ; [10 14],[4.41176471 5.58823529] ; [10.58823529 13.41176471],0
s1,1,0.673984,0.176977,[ 1 23] ; [  7 102],[ 1.44360902 22.55639098] ; [  6.55639098 102.44360902],0
v2,1,0.681176,0.168805,[13 10] ; [57 53],[12.10526316 10.89473684] ; [57.89473684 52.10526316],0
v1,1,0.712167,0.136122,[12 13] ; [47 60],[11.17424242 13.82575758] ; [47.82575758 59.17424242],0
b5,1,0.754062,0.098149,[13 12] ; [61 49],[13.7037037 11.2962963] ; [60.2962963 49.7037037],0
p12,1,0.760418,0.092983,[ 1 24] ; [  6 103],[ 1.30597015 23.69402985] ; [  5.69402985 103.30597015],0
d4,1,0.762568,0.091271,[19  5] ; [90 20],[19.52238806  4.47761194] ; [89.47761194 20.52238806],0
n3,1,0.788821,0.071739,[7 3] ; [15  8],[6.66666667 3.33333333] ; [15.33333333  7.66666667],0
s2,1,0.867719,0.027741,[15 10] ; [64 46],[14.62962963 10.37037037] ; [64.37037037 45.62962963],0
d5,1,0.926528,0.008504,[19  5] ; [88 22],[19.1641791  4.8358209] ; [87.8358209 22.1641791],0
a2,1,0.985442,0.000333,[ 7 18] ; [31 79],[ 7.03703704 17.96296296] ; [30.96296296 79.03703704],0
