Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,8.6e-05,15.432076,[124  31] ; [42 34],[111.38528139  43.61471861] ; [54.61471861 21.38528139],1
b5,1,0.529346,0.395646,[93 62] ; [52 29],[95.23305085 59.76694915] ; [49.76694915 31.23305085],0
v3,1,0.557596,0.343884,[ 41 107] ; [23 50],[ 42.85972851 105.14027149] ; [21.14027149 51.85972851],0
n2,1,0.589557,0.291036,[25 12] ; [19 12],[23.94117647 13.05882353] ; [20.05882353 10.94117647],0
n1,1,0.599088,0.276373,[12 26] ; [ 8 23],[11.01449275 26.98550725] ; [ 8.98550725 22.01449275],0
s3,1,0.608008,0.263086,[73 80] ; [41 39],[74.8583691 78.1416309] ; [39.1416309 40.8583691],0
a6,1,0.754003,0.098198,[97 58] ; [49 32],[95.88983051 59.11016949] ; [50.11016949 30.88983051],0
a3,1,0.836211,0.042742,[99 56] ; [50 30],[98.27659574 56.72340426] ; [50.72340426 29.27659574],0
v2,1,0.844019,0.038713,[78 70] ; [39 37],[77.30357143 70.69642857] ; [39.69642857 36.30357143],0
d3,1,0.8788,0.023254,[107  48] ; [56 24],[107.5106383  47.4893617] ; [55.4893617 24.5106383],0
a5,1,0.882919,0.021688,[98 57] ; [52 29],[98.51694915 56.48305085] ; [51.48305085 29.51694915],0
a7,1,0.889561,0.019282,[113  42] ; [59 21],[113.44680851  41.55319149] ; [58.55319149 21.44680851],0
u2,1,0.895988,0.017091,[32 24] ; [17 12],[32.28235294 23.71764706] ; [16.71764706 12.28235294],0
b4,1,0.905183,0.014189,[95 60] ; [49 32],[94.57627119 60.42372881] ; [49.42372881 31.57627119],0
p1,1,0.914927,0.011412,[ 12 140] ; [ 6 74],[ 11.79310345 140.20689655] ; [ 6.20689655 73.79310345],0
s7,1,0.926889,0.00842,[53 99] ; [25 48],[52.69333333 99.30666667] ; [25.30666667 47.69333333],0
d4,1,0.971442,0.001282,[126  29] ; [66 15],[126.10169492  28.89830508] ; [65.89830508 15.10169492],0
n3,1,0.973603,0.001095,[27 10] ; [22  8],[27.05970149  9.94029851] ; [21.94029851  8.05970149],0
