Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1.8e-05,18.384259,[17  9] ; [24 84],[ 7.95522388 18.04477612] ; [33.04477612 74.95522388],1
p7,1,0.626135,0.237338,[10 20] ; [42 68],[11.14285714 18.85714286] ; [40.85714286 69.14285714],0
a1,1,0.661877,0.191252,[ 1 29] ; [  6 108],[ 1.45833333 28.54166667] ; [  5.54166667 108.45833333],0
v4,1,0.661877,0.191252,[29  1] ; [108   6],[28.54166667  1.45833333] ; [108.45833333   5.54166667],0
p6,1,0.675693,0.175015,[ 8 22] ; [26 87],[ 7.13286713 22.86713287] ; [26.86713287 86.13286713],0
d4,1,0.702022,0.146377,[23  7] ; [82 30],[22.18309859  7.81690141] ; [82.81690141 29.18309859],0
a7,1,0.75057,0.101053,[18 12] ; [72 42],[18.75 11.25] ; [71.25 42.75],0
a3,1,0.752879,0.099128,[19 11] ; [68 45],[18.25174825 11.74825175] ; [68.74825175 44.25174825],0
r3,1,0.797397,0.065904,[29  1] ; [109   5],[28.75  1.25] ; [109.25   4.75],0
p4,1,0.803945,0.061626,[11 19] ; [38 73],[10.42553191 19.57446809] ; [38.57446809 72.42553191],0
p3,1,0.833017,0.044451,[10 20] ; [40 73],[10.48951049 19.51048951] ; [39.51048951 73.48951049],0
b4,1,0.903597,0.01467,[17 13] ; [66 48],[17.29166667 12.70833333] ; [65.70833333 48.29166667],0
n3,1,0.90879,0.013125,[9 3] ; [23  7],[9.14285714 2.85714286] ; [22.85714286  7.14285714],0
u1,1,0.921225,0.009779,[ 4 26] ; [16 98],[ 4.16666667 25.83333333] ; [15.83333333 98.16666667],0
n1,1,0.92439,0.009007,[6 6] ; [15 16],[5.86046512 6.13953488] ; [15.13953488 15.86046512],0
d1,1,0.931859,0.007311,[15 15] ; [56 58],[14.79166667 15.20833333] ; [56.20833333 57.79166667],0
u3,1,0.970788,0.001341,[7 4] ; [29 17],[6.94736842 4.05263158] ; [29.05263158 16.94736842],0
s1,1,0.972576,0.001182,[ 2 27] ; [  8 105],[ 2.04225352 26.95774648] ; [  7.95774648 105.04225352],0
r1,1,0.982991,0.000455,[24  6] ; [91 23],[23.95833333  6.04166667] ; [91.04166667 22.95833333],0
d2,1,0.992949,7.8e-05,[13 17] ; [48 63],[12.9787234 17.0212766] ; [48.0212766 62.9787234],0
a4,1,0.997688,8e-06,[13 17] ; [49 64],[13.00699301 16.99300699] ; [48.99300699 64.00699301],0
