Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,179.456498,[498  58] ; [ 76 105],[433.0312076 122.9687924] ; [140.9687924  40.0312076],1
v2,1,0.091167,2.853639,[310 228] ; [87 86],[300.40225035 237.59774965] ; [96.59774965 76.40225035],0
n2,1,0.104437,2.636446,[87 23] ; [35 17],[82.83950617 27.16049383] ; [39.16049383 12.83950617],0
s1,1,0.222399,1.488827,[ 12 534] ; [  7 174],[ 14.2696011 531.7303989] ; [  4.7303989 176.2696011],0
d3,1,0.231427,1.432067,[388 168] ; [134  46],[394.33695652 161.66304348] ; [127.66304348  52.33695652],0
b4,1,0.239353,1.384401,[317 240] ; [112  69],[323.78455285 233.21544715] ; [105.21544715  75.78455285],0
u2,1,0.323669,0.974064,[79 65] ; [41 25],[82.28571429 61.71428571] ; [37.71428571 28.28571429],0
u3,1,0.344035,0.895336,[80 65] ; [41 25],[83.15165877 61.84834123] ; [37.84834123 28.15165877],0
n3,1,0.452135,0.565294,[79 31] ; [41 12],[80.98159509 29.01840491] ; [39.01840491 13.98159509],0
a1,1,0.551282,0.355025,[ 22 535] ; [  9 172],[ 23.39701897 533.60298103] ; [  7.60298103 173.39701897],0
a6,1,0.67557,0.175156,[384 172] ; [122  59],[381.73134328 174.26865672] ; [124.26865672  56.73134328],0
d4,1,0.731111,0.118094,[460  95] ; [148  33],[458.47826087  96.52173913] ; [149.52173913  31.47826087],0
b5,1,0.744935,0.105837,[334 223] ; [111  70],[335.8604336 221.1395664] ; [109.1395664  71.8604336],0
r3,1,0.791075,0.07018,[532  22] ; [173   8],[531.3877551  22.6122449] ; [173.6122449   7.3877551],0
p1,1,0.801661,0.0631,[ 50 506] ; [ 15 164],[ 49.17006803 506.82993197] ; [ 15.82993197 163.17006803],0
b1,1,0.896807,0.016821,[203 354] ; [ 65 116],[202.27100271 354.72899729] ; [ 65.72899729 115.27100271],0
s4,1,0.909344,0.012966,[ 93 456] ; [ 30 151],[ 92.50273973 456.49726027] ; [ 30.49726027 150.50273973],0
