Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.4e-05,18.902925,[27  7] ; [38 66],[16.01449275 17.98550725] ; [48.98550725 55.01449275],1
v2,1,0.130907,2.281714,[17 15] ; [38 62],[13.33333333 18.66666667] ; [41.66666667 58.33333333],0
a4,1,0.174505,1.843808,[11 23] ; [22 83],[ 8.07194245 25.92805755] ; [24.92805755 80.07194245],0
u2,1,0.180256,1.795508,[ 5 10] ; [25 22],[7.25806452 7.74193548] ; [22.74193548 24.25806452],0
b5,1,0.184022,1.764842,[17 17] ; [66 39],[20.30215827 13.69784173] ; [62.69784173 42.30215827],0
r4,1,0.206313,1.597115,[28  6] ; [75 30],[25.1942446  8.8057554] ; [77.8057554 27.1942446],0
u1,1,0.235355,1.4082,[ 4 30] ; [ 6 99],[ 2.44604317 31.55395683] ; [ 7.55395683 97.44604317],0
p11,1,0.267461,1.229724,[24 10] ; [63 42],[21.28057554 12.71942446] ; [65.71942446 39.28057554],0
v3,1,0.281683,1.158953,[ 5 27] ; [25 76],[ 7.21804511 24.78195489] ; [22.78195489 78.21804511],0
a2,1,0.301606,1.067079,[ 5 29] ; [ 9 96],[ 3.42446043 30.57553957] ; [10.57553957 94.42446043],0
a5,1,0.304612,1.053895,[18 16] ; [45 60],[15.41007194 18.58992806] ; [47.58992806 57.41007194],0
n5,1,0.345031,0.89165,[ 9 25] ; [37 68],[11.25179856 22.74820144] ; [34.74820144 70.25179856],0
d5,1,0.379139,0.773493,[25  9] ; [68 36],[22.91304348 11.08695652] ; [70.08695652 33.91304348],0
b4,1,0.381484,0.765915,[22 12] ; [59 46],[19.81294964 14.18705036] ; [61.18705036 43.81294964],0
d3,1,0.456897,0.553486,[18 16] ; [62 41],[19.8540146 14.1459854] ; [60.1459854 42.8540146],0
n2,1,0.46392,0.53642,[8 3] ; [28 18],[6.94736842 4.05263158] ; [29.05263158 16.94736842],0
p8,1,0.479514,0.499968,[12 21] ; [31 73],[10.35766423 22.64233577] ; [32.64233577 71.35766423],0
n3,1,0.526581,0.400985,[5 5] ; [28 18],[5.89285714 4.10714286] ; [27.10714286 18.89285714],0
r1,1,0.54597,0.364587,[23 11] ; [65 40],[21.52517986 12.47482014] ; [66.47482014 38.52517986],0
a7,1,0.548748,0.359566,[22 12] ; [73 31],[23.4057971 10.5942029] ; [71.5942029 32.4057971],0
p1,1,0.580181,0.305943,[ 2 31] ; [  4 101],[ 1.43478261 31.56521739] ; [  4.56521739 100.43478261],0
v4,1,0.631369,0.230208,[29  3] ; [91 13],[28.23529412  3.76470588] ; [91.76470588 12.23529412],0
v1,1,0.649613,0.206388,[13 19] ; [38 67],[11.91240876 20.08759124] ; [39.08759124 65.91240876],0
d1,1,0.671366,0.180008,[15 19] ; [42 63],[13.94244604 20.05755396] ; [43.05755396 61.94244604],0
a3,1,0.740321,0.109845,[19 14] ; [57 48],[18.17391304 14.82608696] ; [57.82608696 47.17391304],0
p2,1,0.746003,0.10492,[23 10] ; [70 35],[22.23913043 10.76086957] ; [70.76086957 34.23913043],0
d2,1,0.75371,0.09844,[12 22] ; [34 71],[11.25179856 22.74820144] ; [34.74820144 70.25179856],0
p3,1,0.754396,0.097874,[ 6 28] ; [16 88],[ 5.42028986 28.57971014] ; [16.57971014 87.42028986],0
p6,1,0.799105,0.064773,[ 4 29] ; [14 87],[ 4.43283582 28.56716418] ; [13.56716418 87.43283582],0
a6,1,0.82538,0.048678,[20 14] ; [64 41],[20.54676259 13.45323741] ; [63.45323741 41.54676259],0
u3,1,0.93257,0.007159,[8 7] ; [25 23],[7.85714286 7.14285714] ; [25.14285714 22.85714286],0
p7,1,0.992353,9.2e-05,[12 19] ; [39 62],[11.97727273 19.02272727] ; [39.02272727 61.97727273],0
