Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000977,10.870963,[ 8 49] ; [12 13],[13.90243902 43.09756098] ; [ 6.09756098 18.90243902],1
s3,1,0.395092,0.723214,[17 39] ; [10 15],[18.66666667 37.33333333] ; [ 8.33333333 16.66666667],0
n4,1,0.417777,0.65656,[31 26] ; [16  9],[32.67073171 24.32926829] ; [14.32926829 10.67073171],0
r3,1,0.436976,0.604211,[36 21] ; [18  7],[37.53658537 19.46341463] ; [16.46341463  8.53658537],0
p7,1,0.463538,0.537339,[17 40] ; [ 5 18],[15.675 41.325] ; [ 6.325 16.675],0
d1,1,0.506015,0.442298,[25 32] ; [ 9 16],[23.63414634 33.36585366] ; [10.36585366 14.63414634],0
n2,1,0.558017,0.34315,[13 16] ; [4 3],[13.69444444 15.30555556] ; [3.30555556 3.69444444],0
s4,1,0.568079,0.325907,[ 7 50] ; [ 2 23],[ 6.25609756 50.74390244] ; [ 2.74390244 22.25609756],0
p10,1,0.583548,0.300534,[ 9 48] ; [ 5 19],[ 9.85185185 47.14814815] ; [ 4.14814815 19.85185185],0
b2,1,0.59752,0.278752,[14 22] ; [ 5 11],[13.15384615 22.84615385] ; [ 5.84615385 10.15384615],0
b3,1,0.59752,0.278752,[14 22] ; [ 5 11],[13.15384615 22.84615385] ; [ 5.84615385 10.15384615],0
n1,1,0.628439,0.234184,[11 17] ; [3 3],[11.52941176 16.47058824] ; [2.47058824 3.52941176],0
p3,1,0.644515,0.212886,[13 43] ; [ 7 18],[13.82716049 42.17283951] ; [ 6.17283951 18.82716049],0
b4,1,0.645989,0.210994,[35 22] ; [14 11],[34.06097561 22.93902439] ; [14.93902439 10.06097561],0
a2,1,0.654915,0.199759,[ 9 48] ; [ 3 22],[ 8.34146341 48.65853659] ; [ 3.65853659 21.34146341],0
a7,1,0.668929,0.182857,[29 28] ; [14 11],[29.8902439 27.1097561] ; [13.1097561 11.8902439],0
a6,1,0.699298,0.149203,[30 27] ; [12 13],[29.19512195 27.80487805] ; [12.80487805 12.19512195],0
p4,1,0.755032,0.097351,[13 44] ; [ 6 17],[13.5375 43.4625] ; [ 5.4625 17.5375],0
n3,1,0.804748,0.061111,[12 15] ; [3 3],[12.27272727 14.72727273] ; [2.72727273 3.27272727],0
s1,1,0.816733,0.053708,[ 8 49] ; [ 4 21],[ 8.34146341 48.65853659] ; [ 3.65853659 21.34146341],0
s5,1,0.838199,0.041697,[10 46] ; [ 4 21],[ 9.67901235 46.32098765] ; [ 4.32098765 20.67901235],0
p8,1,0.838199,0.041697,[10 46] ; [ 4 21],[ 9.67901235 46.32098765] ; [ 4.32098765 20.67901235],0
d2,1,0.867914,0.027659,[28 28] ; [13 12],[28.34567901 27.65432099] ; [12.65432099 12.34567901],0
n5,1,0.873125,0.025501,[33 24] ; [14 11],[32.67073171 24.32926829] ; [14.32926829 10.67073171],0
a5,1,0.892443,0.018283,[31 26] ; [14 11],[31.2804878 25.7195122] ; [13.7195122 11.2804878],0
u1,1,0.908316,0.013262,[ 5 52] ; [ 2 23],[ 4.86585366 52.13414634] ; [ 2.13414634 22.86585366],0
p11,1,0.9366,0.006327,[20 37] ; [ 9 16],[20.15853659 36.84146341] ; [ 8.84146341 16.15853659],0
d5,1,0.9419,0.005312,[36 21] ; [16  9],[36.14634146 20.85365854] ; [15.85365854  9.14634146],0
