Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,65.269944,[ 6 27] ; [96 11],[24.04285714  8.95714286] ; [77.95714286 29.04285714],1
v3,1,0.555014,0.348412,[10 24] ; [37 69],[11.41428571 22.58571429] ; [35.58571429 70.41428571],0
n4,1,0.596052,0.280992,[29  5] ; [87 20],[27.97163121  6.02836879] ; [88.02836879 18.97163121],0
s3,1,0.614748,0.253319,[15 18] ; [53 52],[16.26086957 16.73913043] ; [51.73913043 53.26086957],0
p5,1,0.640501,0.218087,[ 3 30] ; [13 95],[ 3.74468085 29.25531915] ; [12.25531915 95.74468085],0
d2,1,0.688862,0.16032,[10 24] ; [28 80],[ 9.09859155 24.90140845] ; [28.90140845 79.09859155],0
a8,1,0.725705,0.123092,[ 4 26] ; [11 89],[ 3.46153846 26.53846154] ; [11.53846154 88.46153846],0
n1,1,0.735152,0.114434,[7 7] ; [12 15],[6.48780488 7.51219512] ; [12.51219512 14.48780488],0
a4,1,0.744595,0.106129,[ 8 25] ; [29 78],[ 8.72142857 24.27857143] ; [28.27857143 78.72142857],0
p1,1,0.751023,0.100674,[ 4 30] ; [15 93],[ 4.54929577 29.45070423] ; [14.45070423 93.54929577],0
d1,1,0.768557,0.08659,[ 2 32] ; [  5 103],[ 1.67605634 32.32394366] ; [  5.32394366 102.67605634],0
d3,1,0.885427,0.020763,[ 9 25] ; [27 80],[ 8.68085106 25.31914894] ; [27.31914894 79.68085106],0
b2,1,0.893475,0.017931,[ 7 19] ; [17 43],[ 7.25581395 18.74418605] ; [16.74418605 43.25581395],0
b3,1,0.893475,0.017931,[ 7 19] ; [17 43],[ 7.25581395 18.74418605] ; [16.74418605 43.25581395],0
p12,1,0.900487,0.015636,[ 2 32] ; [  7 101],[ 2.15492958 31.84507042] ; [  6.84507042 101.15492958],0
