Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,75.365653,[ 4 41] ; [219  74],[29.68934911 15.31065089] ; [193.31065089  99.68934911],1
p3,1,0.11797,2.444064,[21 24] ; [173 120],[25.82840237 19.17159763] ; [168.17159763 124.82840237],0
s2,1,0.143427,2.140804,[31 14] ; [229  62],[34.82142857 10.17857143] ; [225.17857143  65.82142857],0
v2,1,0.187476,1.737341,[21 21] ; [170 110],[24.91304348 17.08695652] ; [166.08695652 113.91304348],0
n6,1,0.250009,1.323253,[37  8] ; [257  34],[39.375  5.625] ; [254.625  36.375],0
p11,1,0.260303,1.267143,[39  6] ; [233  60],[36.21301775  8.78698225] ; [235.78698225  57.21301775],0
p6,1,0.354179,0.858428,[18 27] ; [137 152],[20.88323353 24.11676647] ; [134.11676647 154.88323353],0
r4,1,0.364163,0.823486,[41  4] ; [277  16],[42.33727811  2.66272189] ; [275.66272189  17.33727811],0
s5,1,0.4111,0.675617,[18 25] ; [137 145],[20.50769231 22.49230769] ; [134.49230769 147.50769231],0
p12,1,0.416444,0.660329,[ 7 38] ; [ 33 258],[ 5.35714286 39.64285714] ; [ 34.64285714 256.35714286],0
u4,1,0.438235,0.600901,[ 1 44] ; [ 14 279],[ 1.99704142 43.00295858] ; [ 13.00295858 279.99704142],0
v1,1,0.471007,0.519611,[25 19] ; [175 105],[27.16049383 16.83950617] ; [172.83950617 107.16049383],0
b4,1,0.496831,0.461699,[24 21] ; [172 121],[26.09467456 18.90532544] ; [169.90532544 123.09467456],0
b5,1,0.517962,0.417949,[26 19] ; [184 109],[27.95857988 17.04142012] ; [182.04142012 110.95857988],0
p10,1,0.531301,0.391902,[41  4] ; [254  35],[39.74550898  5.25449102] ; [255.25449102  33.74550898],0
s7,1,0.566417,0.328714,[36  7] ; [224  56],[34.6130031  8.3869969] ; [225.3869969  54.6130031],0
p9,1,0.567478,0.326921,[42  3] ; [264  27],[40.98214286  4.01785714] ; [265.01785714  25.98214286],0
p7,1,0.570475,0.321888,[33 12] ; [195  87],[31.37614679 13.62385321] ; [196.62385321  85.37614679],0
p4,1,0.58799,0.293494,[29 16] ; [200  92],[30.57863501 14.42136499] ; [198.42136499  93.57863501],0
s3,1,0.615231,0.252628,[37  8] ; [229  61],[35.73134328  9.26865672] ; [230.26865672  59.73134328],0
n5,1,0.672518,0.17867,[35 10] ; [235  57],[36.05341246  8.94658754] ; [233.94658754  58.05341246],0
a6,1,0.688116,0.161133,[29 16] ; [197  95],[30.17804154 14.82195846] ; [195.82195846  96.17804154],0
b1,1,0.722516,0.126094,[20 25] ; [122 171],[18.90532544 26.09467456] ; [123.09467456 169.90532544],0
u2,1,0.731169,0.118041,[15  8] ; [36 16],[15.64  7.36] ; [35.36 16.64],0
b2,1,0.744683,0.106053,[13 17] ; [ 80 119],[12.18340611 17.81659389] ; [ 80.81659389 118.18340611],0
b3,1,0.744683,0.106053,[13 17] ; [ 80 119],[12.18340611 17.81659389] ; [ 80.81659389 118.18340611],0
p5,1,0.745054,0.105734,[ 8 37] ; [ 46 244],[ 7.25373134 37.74626866] ; [ 46.74626866 243.25373134],0
n3,1,0.817404,0.053308,[5 2] ; [47 23],[4.72727273 2.27272727] ; [47.27272727 22.72727273],0
s4,1,0.841721,0.039877,[ 9 36] ; [ 62 229],[ 9.50892857 35.49107143] ; [ 61.49107143 229.50892857],0
r3,1,0.843718,0.038864,[44  1] ; [285   8],[43.80177515  1.19822485] ; [285.19822485   7.80177515],0
v4,1,0.860632,0.030825,[43  1] ; [285   8],[42.82492582  1.17507418] ; [285.17507418   7.82492582],0
s1,1,0.927506,0.008278,[ 2 43] ; [ 12 277],[ 1.88622754 43.11377246] ; [ 12.11377246 276.88622754],0
p2,1,0.972926,0.001152,[38  7] ; [246  46],[37.92284866  7.07715134] ; [246.07715134  45.92284866],0
a8,1,0.975756,0.000924,[ 7 35] ; [ 44 223],[ 6.93203883 35.06796117] ; [ 44.06796117 222.93203883],0
