Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.8e-05,17.529506,[12 23] ; [25  4],[20.234375 14.765625] ; [16.765625 12.234375],1
v2,1,0.80519,0.060829,[18 17] ; [15 16],[17.5 17.5] ; [15.5 15.5],0
v1,1,0.828099,0.04715,[16 19] ; [15 16],[16.43939394 18.56060606] ; [14.56060606 16.43939394],0
a1,1,0.879849,0.022849,[ 3 33] ; [ 3 29],[ 3.17647059 32.82352941] ; [ 2.82352941 29.17647059],0
u3,1,0.882577,0.021816,[8 5] ; [9 5],[8.18518519 4.81481481] ; [8.81481481 5.18518519],0
r2,1,0.926345,0.008546,[33  2] ; [30  2],[32.91044776  2.08955224] ; [30.08955224  1.91044776],0
s1,1,0.93259,0.007155,[ 1 35] ; [ 1 31],[ 1.05882353 34.94117647] ; [ 0.94117647 31.05882353],0
n6,1,0.939707,0.005721,[27  9] ; [23  8],[26.86567164  9.13432836] ; [23.13432836  7.86567164],0
p1,1,0.947787,0.004288,[ 5 31] ; [ 4 26],[ 4.90909091 31.09090909] ; [ 4.09090909 25.90909091],0
n1,1,0.952092,0.00361,[ 7 10] ; [4 6],[ 6.92592593 10.07407407] ; [4.07407407 5.92592593],0
b2,1,1.0,0.0,[ 7 11] ; [ 7 11],[ 7. 11.] ; [ 7. 11.],0
b3,1,1.0,0.0,[ 7 11] ; [ 7 11],[ 7. 11.] ; [ 7. 11.],0
