Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-06,24.058762,[24 28] ; [ 4 58],[12.77192982 39.22807018] ; [15.22807018 46.77192982],1
b2,1,0.258348,1.277589,[ 5 19] ; [13 25],[ 6.96774194 17.03225806] ; [11.03225806 26.96774194],0
b3,1,0.258348,1.277589,[ 5 19] ; [13 25],[ 6.96774194 17.03225806] ; [11.03225806 26.96774194],0
p7,1,0.347782,0.881534,[29 24] ; [28 33],[26.5 26.5] ; [30.5 30.5],0
p6,1,0.374346,0.789189,[18 36] ; [16 46],[15.82758621 38.17241379] ; [18.17241379 43.82758621],0
v3,1,0.387133,0.747928,[15 38] ; [13 48],[13.01754386 39.98245614] ; [14.98245614 46.01754386],0
n2,1,0.39701,0.717365,[8 6] ; [19  8],[9.2195122 4.7804878] ; [17.7804878  9.2195122],0
d4,1,0.502136,0.450418,[26 28] ; [26 36],[24.20689655 29.79310345] ; [27.79310345 34.20689655],0
b1,1,0.509381,0.435338,[22 33] ; [29 34],[23.77118644 31.22881356] ; [27.22881356 35.77118644],0
a3,1,0.53161,0.391314,[24 30] ; [24 38],[22.34482759 31.65517241] ; [25.65517241 36.34482759],0
v2,1,0.54028,0.375021,[15 37] ; [14 45],[13.58558559 38.41441441] ; [15.41441441 43.58558559],0
n3,1,0.636871,0.222857,[10  4] ; [16  9],[9.33333333 4.66666667] ; [16.66666667  8.33333333],0
b4,1,0.645584,0.211513,[32 23] ; [34 29],[30.76271186 24.23728814] ; [35.23728814 27.76271186],0
d2,1,0.70916,0.139118,[12 43] ; [12 51],[11.18644068 43.81355932] ; [12.81355932 50.18644068],0
a4,1,0.737962,0.111926,[ 9 45] ; [12 51],[ 9.69230769 44.30769231] ; [11.30769231 51.69230769],0
s1,1,0.846158,0.037645,[ 3 51] ; [ 3 60],[ 2.76923077 51.23076923] ; [ 3.23076923 59.76923077],0
u1,1,0.890027,0.019119,[ 2 53] ; [ 2 61],[ 1.86440678 53.13559322] ; [ 2.13559322 60.86440678],0
d1,1,0.890027,0.019119,[ 2 53] ; [ 2 61],[ 1.86440678 53.13559322] ; [ 2.13559322 60.86440678],0
b5,1,0.892766,0.018172,[29 26] ; [34 29],[29.36440678 25.63559322] ; [33.63559322 29.36440678],0
d3,1,0.952812,0.003502,[20 34] ; [23 40],[19.84615385 34.15384615] ; [23.15384615 39.84615385],0
a8,1,0.957501,0.00284,[ 6 46] ; [ 7 52],[ 6.09009009 45.90990991] ; [ 6.90990991 52.09009009],0
p1,1,0.961016,0.002389,[ 5 49] ; [ 6 57],[ 5.07692308 48.92307692] ; [ 5.92307692 57.07692308],0
