Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,7.2e-05,15.752727,[26  7] ; [28 47],[16.5 16.5] ; [37.5 37.5],1
v1,1,0.367642,0.81162,[18 17] ; [33 45],[15.79646018 19.20353982] ; [35.20353982 42.79646018],0
a8,1,0.394178,0.726016,[ 2 29] ; [ 9 66],[ 3.21698113 27.78301887] ; [ 7.78301887 67.21698113],0
p4,1,0.437235,0.603529,[18 16] ; [36 44],[16.10526316 17.89473684] ; [37.89473684 42.10526316],0
p3,1,0.453555,0.561752,[16 18] ; [32 49],[14.19130435 19.80869565] ; [33.80869565 47.19130435],0
n1,1,0.462562,0.539688,[2 5] ; [11 14],[2.84375 4.15625] ; [10.15625 14.84375],0
d5,1,0.463249,0.538033,[25 10] ; [63 18],[26.55172414  8.44827586] ; [61.44827586 19.55172414],0
a3,1,0.490551,0.475317,[21 14] ; [54 27],[22.62931034 12.37068966] ; [52.37068966 28.62931034],0
p11,1,0.508386,0.437388,[22 13] ; [56 25],[23.53448276 11.46551724] ; [54.46551724 26.53448276],0
s5,1,0.573631,0.316645,[ 6 28] ; [17 59],[ 7.10909091 26.89090909] ; [15.89090909 60.10909091],0
u2,1,0.574103,0.315865,[11  3] ; [19  8],[10.24390244  3.75609756] ; [19.75609756  7.24390244],0
v4,1,0.595722,0.281496,[34  1] ; [75  4],[33.46491228  1.53508772] ; [75.53508772  3.46491228],0
d3,1,0.597603,0.278626,[22 13] ; [55 26],[23.23275862 11.76724138] ; [53.76724138 27.23275862],0
p1,1,0.652536,0.202718,[ 3 32] ; [ 5 75],[ 2.43478261 32.56521739] ; [ 5.56521739 74.43478261],0
u1,1,0.680144,0.169963,[ 3 32] ; [ 9 72],[ 3.62068966 31.37931034] ; [ 8.37931034 72.62068966],0
s4,1,0.688784,0.160405,[ 5 30] ; [14 67],[ 5.73275862 29.26724138] ; [13.26724138 67.73275862],0
s6,1,0.723685,0.124989,[18 17] ; [44 36],[18.86956522 16.13043478] ; [43.13043478 36.86956522],0
n3,1,0.763341,0.090659,[6 2] ; [20  5],[6.3030303 1.6969697] ; [19.6969697  5.3030303],0
s7,1,0.798991,0.064849,[10 22] ; [25 49],[10.56603774 21.43396226] ; [24.43396226 49.56603774],0
d1,1,0.809582,0.058064,[16 19] ; [39 42],[16.59482759 18.40517241] ; [38.40517241 42.59482759],0
b2,1,0.818225,0.052821,[ 5 13] ; [12 36],[ 4.63636364 13.36363636] ; [12.36363636 35.63636364],0
b3,1,0.818225,0.052821,[ 5 13] ; [12 36],[ 4.63636364 13.36363636] ; [12.36363636 35.63636364],0
p9,1,0.835185,0.043287,[23 11] ; [55 24],[23.46902655 10.53097345] ; [54.53097345 24.46902655],0
p6,1,0.840894,0.040301,[ 9 25] ; [19 58],[ 8.57657658 25.42342342] ; [19.42342342 57.57657658],0
a7,1,0.84637,0.03754,[24 11] ; [57 24],[24.43965517 10.56034483] ; [56.56034483 24.43965517],0
p7,1,0.874724,0.024857,[18 16] ; [39 37],[17.61818182 16.38181818] ; [39.38181818 36.61818182],0
s1,1,0.901157,0.015426,[ 1 33] ; [ 2 77],[ 0.90265487 33.09734513] ; [ 2.09734513 76.90265487],0
a1,1,0.90381,0.014605,[ 1 34] ; [ 2 79],[ 0.90517241 34.09482759] ; [ 2.09482759 78.90517241],0
n5,1,0.939003,0.005856,[14 21] ; [31 48],[13.81578947 21.18421053] ; [31.18421053 47.81578947],0
b1,1,0.966598,0.001754,[17 18] ; [39 42],[16.89655172 18.10344828] ; [39.10344828 41.89655172],0
s3,1,0.988637,0.000203,[18 16] ; [43 38],[18.03478261 15.96521739] ; [42.96521739 38.03478261],0
a4,1,0.991358,0.000117,[13 22] ; [30 51],[12.97413793 22.02586207] ; [30.02586207 50.97413793],0
p2,1,0.99331,7e-05,[26  8] ; [62 19],[26.0173913  7.9826087] ; [61.9826087 19.0173913],0
d4,1,1.0,0.0,[28  7] ; [64 16],[28.  7.] ; [64. 16.],0
