Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,29.462916,[29  5] ; [11 35],[17. 17.] ; [23. 23.],1
s5,1,0.375023,0.786954,[ 7 28] ; [ 6 41],[ 5.54878049 29.45121951] ; [ 7.45121951 39.54878049],0
s3,1,0.388841,0.742564,[12 23] ; [12 35],[10.24390244 24.75609756] ; [13.75609756 33.24390244],0
d1,1,0.406135,0.690087,[15 20] ; [25 23],[16.86746988 18.13253012] ; [23.13253012 24.86746988],0
b3,1,0.409343,0.680707,[9 8] ; [13 19],[7.63265306 9.36734694] ; [14.36734694 17.63265306],0
b2,1,0.409343,0.680707,[9 8] ; [13 19],[7.63265306 9.36734694] ; [14.36734694 17.63265306],0
p6,1,0.413369,0.669092,[ 2 33] ; [ 5 41],[ 3.02469136 31.97530864] ; [ 3.97530864 42.02469136],0
n3,1,0.423187,0.641447,[7 5] ; [12 15],[5.84615385 6.15384615] ; [13.15384615 13.84615385],0
s2,1,0.447083,0.578036,[ 9 26] ; [ 9 39],[ 7.59036145 27.40963855] ; [10.40963855 37.59036145],0
p4,1,0.447083,0.578036,[ 9 26] ; [ 9 39],[ 7.59036145 27.40963855] ; [10.40963855 37.59036145],0
a8,1,0.454584,0.559196,[ 1 33] ; [ 3 42],[ 1.72151899 32.27848101] ; [ 2.27848101 42.72151899],0
r2,1,0.510469,0.433105,[22 13] ; [25 20],[20.5625 14.4375] ; [26.4375 18.5625],0
v1,1,0.540445,0.374716,[11 23] ; [12 34],[ 9.775 24.225] ; [13.225 32.775],0
d5,1,0.574977,0.314426,[22 13] ; [33 15],[23.19277108 11.80722892] ; [31.80722892 16.19277108],0
a5,1,0.647755,0.208742,[20 15] ; [25 23],[18.97590361 16.02409639] ; [26.02409639 21.97590361],0
d3,1,0.647755,0.208742,[20 15] ; [25 23],[18.97590361 16.02409639] ; [26.02409639 21.97590361],0
s1,1,0.649106,0.207029,[ 2 33] ; [ 4 44],[ 2.53012048 32.46987952] ; [ 3.46987952 44.53012048],0
u1,1,0.649106,0.207029,[ 2 33] ; [ 4 44],[ 2.53012048 32.46987952] ; [ 3.46987952 44.53012048],0
u2,1,0.65564,0.198864,[5 9] ; [ 6 15],[4.4 9.6] ; [ 6.6 14.4],0
r1,1,0.666325,0.185931,[11 24] ; [13 35],[10.12048193 24.87951807] ; [13.87951807 34.12048193],0
s6,1,0.715822,0.132531,[10 25] ; [12 36],[ 9.27710843 25.72289157] ; [12.72289157 35.27710843],0
v3,1,0.750173,0.101385,[ 7 28] ; [11 37],[ 7.59036145 27.40963855] ; [10.40963855 37.59036145],0
p1,1,0.812701,0.056142,[ 5 30] ; [ 6 42],[ 4.63855422 30.36144578] ; [ 6.36144578 41.63855422],0
a3,1,0.816445,0.05388,[21 14] ; [27 20],[20.48780488 14.51219512] ; [27.51219512 19.48780488],0
n5,1,0.821525,0.050888,[22 13] ; [29 19],[21.5060241 13.4939759] ; [29.4939759 18.5060241],0
