Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,8.9e-05,15.358124,[24  7] ; [11 26],[15.95588235 15.04411765] ; [19.04411765 17.95588235],1
b5,1,0.403784,0.697029,[17 14] ; [17 21],[15.27536232 15.72463768] ; [18.72463768 19.27536232],0
a4,1,0.43566,0.607687,[12 19] ; [11 26],[10.48529412 20.51470588] ; [12.51470588 24.48529412],0
n1,1,0.5051,0.444205,[5 4] ; [ 8 11],[4.17857143 4.82142857] ; [ 8.82142857 10.17857143],0
d2,1,0.516321,0.421236,[15 16] ; [15 22],[13.67647059 17.32352941] ; [16.32352941 20.67647059],0
r2,1,0.524384,0.405263,[16 14] ; [22 14],[17.27272727 12.72727273] ; [20.72727273 15.27272727],0
u2,1,0.560714,0.338469,[4 8] ; [ 4 13],[3.31034483 8.68965517] ; [ 4.68965517 12.31034483],0
d3,1,0.569519,0.323487,[16 15] ; [17 21],[14.82608696 16.17391304] ; [18.17391304 19.82608696],0
n5,1,0.575082,0.314253,[20 11] ; [22 16],[18.86956522 12.13043478] ; [23.13043478 14.86956522],0
p4,1,0.588388,0.292869,[10 21] ; [10 28],[ 8.98550725 22.01449275] ; [11.01449275 26.98550725],0
a8,1,0.598727,0.27692,[ 5 23] ; [ 5 33],[ 4.24242424 23.75757576] ; [ 5.75757576 32.24242424],0
v3,1,0.62256,0.242286,[ 6 25] ; [ 9 28],[ 6.83823529 24.16176471] ; [ 8.16176471 28.83823529],0
a5,1,0.651778,0.203666,[18 13] ; [20 18],[17.07246377 13.92753623] ; [20.92753623 17.07246377],0
a2,1,0.653298,0.201768,[ 3 28] ; [ 5 33],[ 3.5942029 27.4057971] ; [ 4.4057971 33.5942029],0
v1,1,0.697499,0.151087,[10 20] ; [11 27],[ 9.26470588 20.73529412] ; [11.73529412 26.26470588],0
a3,1,0.705188,0.143131,[19 12] ; [21 16],[18.23529412 12.76470588] ; [21.76470588 15.23529412],0
s5,1,0.718721,0.129722,[ 5 25] ; [ 5 32],[ 4.47761194 25.52238806] ; [ 5.52238806 31.47761194],0
p3,1,0.77141,0.084408,[ 8 23] ; [11 27],[ 8.53623188 22.46376812] ; [10.46376812 27.53623188],0
r1,1,0.835895,0.04291,[13 18] ; [15 23],[12.57971014 18.42028986] ; [15.42028986 22.57971014],0
p12,1,0.864962,0.028921,[ 1 29] ; [ 1 37],[ 0.88235294 29.11764706] ; [ 1.11764706 36.88235294],0
a7,1,0.893956,0.017769,[15 16] ; [19 19],[15.27536232 15.72463768] ; [18.72463768 19.27536232],0
a6,1,0.932849,0.0071,[15 16] ; [18 20],[14.82608696 16.17391304] ; [18.17391304 19.82608696],0
s4,1,0.969427,0.001469,[ 5 26] ; [ 6 32],[ 4.94202899 26.05797101] ; [ 6.05797101 31.94202899],0
s2,1,0.974022,0.00106,[ 8 22] ; [10 28],[ 7.94117647 22.05882353] ; [10.05882353 27.94117647],0
