Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00053,12.008417,[10  1] ; [ 9 21],[5.09756098 5.90243902] ; [13.90243902 16.09756098],1
p7,1,0.618144,0.248485,[3 8] ; [ 6 24],[2.41463415 8.58536585] ; [ 6.58536585 23.41463415],0
p10,1,0.618144,0.248485,[3 8] ; [ 6 24],[2.41463415 8.58536585] ; [ 6.58536585 23.41463415],0
n6,1,0.664513,0.188088,[5 6] ; [11 18],[4.4 6.6] ; [11.6 17.4],0
v3,1,0.67329,0.177778,[3 7] ; [ 7 23],[2.5 7.5] ; [ 7.5 22.5],0
s4,1,0.697146,0.151457,[2 9] ; [ 4 26],[1.6097561 9.3902439] ; [ 4.3902439 25.6097561],0
a8,1,0.697146,0.151457,[2 9] ; [ 4 26],[1.6097561 9.3902439] ; [ 4.3902439 25.6097561],0
p8,1,0.72852,0.120475,[2 9] ; [ 4 25],[1.65 9.35] ; [ 4.35 24.65],0
b1,1,0.796415,0.066558,[6 5] ; [15 15],[5.63414634 5.36585366] ; [15.36585366 14.63414634],0
p9,1,0.838007,0.041797,[3 7] ; [ 8 22],[2.75 7.25] ; [ 8.25 21.75],0
u2,1,0.86952,0.026984,[1 2] ; [ 4 10],[0.88235294 2.11764706] ; [4.11764706 9.88235294],0
r2,1,0.875179,0.024675,[6 4] ; [16 12],[5.78947368 4.21052632] ; [16.21052632 11.78947368],0
s2,1,0.909048,0.013051,[2 9] ; [ 5 25],[1.87804878 9.12195122] ; [ 5.12195122 24.87804878],0
a2,1,0.930734,0.007555,[ 1 10] ; [ 3 27],[1.07317073 9.92682927] ; [ 2.92682927 27.07317073],0
a7,1,0.94502,0.004756,[5 6] ; [14 16],[5.09756098 5.90243902] ; [13.90243902 16.09756098],0
