Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.527386,[125  15] ; [20 17],[114.68926554  25.31073446] ; [30.31073446  6.68926554],1
s8,1,0.18764,1.736051,[70 70] ; [14 23],[66.44067797 73.55932203] ; [17.55932203 19.44067797],0
s2,1,0.205769,1.60095,[65 74] ; [13 24],[61.60227273 77.39772727] ; [16.39772727 20.60227273],0
b4,1,0.223574,1.481282,[80 60] ; [17 20],[76.72316384 63.27683616] ; [20.27683616 16.72316384],0
v4,1,0.237439,1.395734,[135   5] ; [34  3],[133.67231638   6.32768362] ; [35.32768362  1.67231638],0
d5,1,0.264739,1.243807,[113  27] ; [26 10],[110.56818182  29.43181818] ; [28.43181818  7.56818182],0
a8,1,0.276922,1.182136,[ 19 104] ; [ 3 33],[ 17.01886792 105.98113208] ; [ 4.98113208 31.01886792],0
d3,1,0.305222,1.05124,[96 43] ; [28  8],[98.49142857 40.50857143] ; [25.50857143 10.49142857],0
b1,1,0.315667,1.006817,[59 81] ; [19 18],[61.69491525 78.30508475] ; [16.30508475 20.69491525],0
p8,1,0.322608,0.978344,[94 44] ; [22 15],[91.47428571 46.52571429] ; [24.52571429 12.47428571],0
p12,1,0.380224,0.769979,[ 14 125] ; [ 2 35],[ 12.63636364 126.36363636] ; [ 3.36363636 33.63636364],0
b5,1,0.447471,0.577049,[89 51] ; [26 11],[90.96045198 49.03954802] ; [24.03954802 12.96045198],0
a1,1,0.458329,0.549972,[  8 132] ; [ 1 36],[  7.11864407 132.88135593] ; [ 1.88135593 35.11864407],0
r1,1,0.498294,0.458567,[113  27] ; [28  9],[111.52542373  28.47457627] ; [29.47457627  7.52542373],0
p7,1,0.511133,0.431748,[114  25] ; [27  8],[112.63793103  26.36206897] ; [28.36206897  6.63793103],0
r3,1,0.549675,0.357899,[133   7] ; [36  1],[133.67231638   6.32768362] ; [35.32768362  1.67231638],0
p3,1,0.566107,0.32924,[83 57] ; [20 17],[81.46892655 58.53107345] ; [21.53107345 15.46892655],0
d1,1,0.662248,0.190804,[85 55] ; [21 16],[83.84180791 56.15819209] ; [22.15819209 14.84180791],0
a5,1,0.667824,0.184158,[96 44] ; [24 13],[94.91525424 45.08474576] ; [25.08474576 11.91525424],0
p1,1,0.728331,0.12065,[ 14 126] ; [ 3 34],[ 13.44632768 126.55367232] ; [ 3.55367232 33.44632768],0
p11,1,0.74059,0.109609,[114  26] ; [31  6],[114.68926554  25.31073446] ; [30.31073446  6.68926554],0
a4,1,0.761151,0.092397,[64 75] ; [16 21],[63.18181818 75.81818182] ; [16.81818182 20.18181818],0
d2,1,0.763554,0.090491,[72 68] ; [18 19],[71.18644068 68.81355932] ; [18.81355932 18.18644068],0
p2,1,0.779474,0.078402,[127  13] ; [33  4],[126.55367232  13.44632768] ; [33.44632768  3.55367232],0
s1,1,0.784662,0.074665,[  5 133] ; [ 1 36],[  4.73142857 133.26857143] ; [ 1.26857143 35.73142857],0
a2,1,0.850769,0.035395,[ 32 108] ; [ 9 28],[ 32.42937853 107.57062147] ; [ 8.57062147 28.42937853],0
n2,1,0.901225,0.015404,[14  8] ; [8 5],[13.82857143  8.17142857] ; [8.17142857 4.82857143],0
a6,1,0.960959,0.002396,[94 46] ; [25 12],[94.12429379 45.87570621] ; [24.87570621 12.12429379],0
d4,1,0.961503,0.00233,[114  26] ; [30  7],[113.89830508  26.10169492] ; [30.10169492  6.89830508],0
r2,1,0.96328,0.00212,[131   8] ; [34  2],[131.05714286   7.94285714] ; [33.94285714  2.05714286],0
n3,1,0.98101,0.000567,[17  5] ; [10  3],[16.97142857  5.02857143] ; [10.02857143  2.97142857],0
r4,1,0.986541,0.000285,[125  15] ; [33  4],[124.97175141  15.02824859] ; [33.02824859  3.97175141],0
s4,1,0.991861,0.000104,[ 15 123] ; [ 4 33],[ 14.98285714 123.01714286] ; [ 4.01714286 32.98285714],0
