Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3.6e-05,17.051051,[23 43] ; [168  99],[37.85585586 28.14414414] ; [153.14414414 113.85585586],1
r4,1,0.602834,0.270743,[63  3] ; [256  17],[62.10619469  3.89380531] ; [256.89380531  16.10619469],0
n1,1,0.637632,0.221852,[12 13] ; [22 30],[11.03896104 13.96103896] ; [22.96103896 29.03896104],0
s7,1,0.639876,0.218905,[48 10] ; [213  53],[46.72222222 11.27777778] ; [214.27777778  51.72222222],0
a1,1,0.676744,0.173815,[ 3 63] ; [ 16 257],[ 3.69911504 62.30088496] ; [ 15.30088496 257.69911504],0
b5,1,0.752749,0.099236,[42 24] ; [168 105],[40.88495575 25.11504425] ; [169.11504425 103.88495575],0
v3,1,0.789988,0.070929,[27 35] ; [119 143],[27.9382716 34.0617284] ; [118.0617284 143.9382716],0
b4,1,0.81537,0.054524,[39 27] ; [157 116],[38.15929204 27.84070796] ; [157.84070796 115.15929204],0
a8,1,0.831418,0.045319,[ 9 49] ; [ 42 210],[ 9.54193548 48.45806452] ; [ 41.45806452 210.54193548],0
s1,1,0.844774,0.038334,[ 3 62] ; [ 11 259],[ 2.71641791 62.28358209] ; [ 11.28358209 258.71641791],0
d1,1,0.859582,0.031296,[43 23] ; [181  92],[43.61061947 22.38938053] ; [180.38938053  92.61061947],0
a2,1,0.877564,0.023734,[19 47] ; [ 76 197],[18.49557522 47.50442478] ; [ 76.50442478 196.49557522],0
a4,1,0.899443,0.015968,[32 34] ; [130 143],[31.53982301 34.46017699] ; [130.46017699 142.53982301],0
n2,1,0.920855,0.009872,[18  7] ; [38 14],[18.18181818  6.81818182] ; [37.81818182 14.18181818],0
n3,1,0.951559,0.003691,[17  8] ; [35 17],[16.88311688  8.11688312] ; [35.11688312 16.88311688],0
u4,1,0.957633,0.002822,[ 3 63] ; [ 12 261],[ 2.92035398 63.07964602] ; [ 12.07964602 260.92035398],0
v2,1,0.964939,0.001932,[38 26] ; [153 106],[37.84520124 26.15479876] ; [153.15479876 105.84520124],0
