Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,23.471764,[ 3 67] ; [26 43],[14.60431655 55.39568345] ; [14.39568345 54.60431655],1
n4,1,0.620389,0.245321,[46 25] ; [45 29],[44.55862069 26.44137931] ; [46.44137931 27.55862069],0
s6,1,0.65599,0.198432,[30 41] ; [27 43],[28.70212766 42.29787234] ; [28.29787234 41.70212766],0
s2,1,0.679387,0.170816,[13 56] ; [16 58],[13.99300699 55.00699301] ; [15.00699301 58.99300699],0
b5,1,0.681624,0.168304,[36 35] ; [35 39],[34.76551724 36.23448276] ; [36.23448276 37.76551724],0
b1,1,0.695325,0.153381,[33 38] ; [32 42],[31.82758621 39.17241379] ; [33.17241379 40.82758621],0
a8,1,0.696373,0.152273,[ 6 61] ; [ 5 65],[ 5.37956204 61.62043796] ; [ 5.62043796 64.37956204],0
n5,1,0.727245,0.121657,[48 23] ; [48 26],[47.00689655 23.99310345] ; [48.99310345 25.00689655],0
r2,1,0.737084,0.112706,[57 13] ; [61 12],[57.76223776 12.23776224] ; [60.23776224 12.76223776],0
n2,1,0.783696,0.075353,[20  8] ; [15  5],[20.41666667  7.58333333] ; [14.58333333  5.41666667],0
u2,1,0.807671,0.059259,[13 23] ; [14 22],[13.5 22.5] ; [13.5 22.5],0
s4,1,0.86707,0.028017,[ 8 63] ; [ 9 65],[ 8.32413793 62.67586207] ; [ 8.67586207 65.32413793],0
a3,1,0.86762,0.027783,[35 36] ; [37 36],[35.5 35.5] ; [36.5 36.5],0
p9,1,0.899923,0.015815,[45 24] ; [49 25],[45.35664336 23.64335664] ; [48.64335664 25.35664336],0
p1,1,0.945928,0.0046,[ 5 66] ; [ 5 69],[ 4.89655172 66.10344828] ; [ 5.10344828 68.89655172],0
a1,1,0.951983,0.003626,[ 4 67] ; [ 4 70],[ 3.91724138 67.08275862] ; [ 4.08275862 69.91724138],0
s1,1,0.95812,0.002758,[ 3 67] ; [ 3 70],[ 2.93706294 67.06293706] ; [ 3.06293706 69.93706294],0
a4,1,0.996067,2.4e-05,[24 46] ; [25 48],[23.98601399 46.01398601] ; [25.01398601 47.98601399],0
