Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,24.145108,[42 33] ; [79  9],[55.67484663 19.32515337] ; [65.32515337 22.67484663],1
b4,1,0.172712,1.859246,[35 41] ; [51 39],[39.37349398 36.62650602] ; [46.62650602 43.37349398],0
b5,1,0.182073,1.780625,[43 33] ; [60 30],[47.15662651 28.84337349] ; [55.84337349 34.15662651],0
a3,1,0.183004,1.773062,[48 26] ; [48 40],[43.85185185 30.14814815] ; [52.14814815 35.85185185],0
a7,1,0.195467,1.67592,[45 30] ; [62 27],[48.93292683 26.06707317] ; [58.06707317 30.93292683],0
a6,1,0.21966,1.506593,[37 38] ; [53 37],[40.90909091 34.09090909] ; [49.09090909 40.90909091],0
d4,1,0.301145,1.069117,[51 24] ; [67 22],[53.96341463 21.03658537] ; [64.03658537 24.96341463],0
n1,1,0.306439,1.045961,[14 20] ; [ 9 22],[12.03076923 21.96923077] ; [10.96923077 20.03076923],0
s4,1,0.380728,0.76835,[12 64] ; [19 71],[14.19277108 61.80722892] ; [16.80722892 73.19277108],0
n5,1,0.409353,0.68068,[39 36] ; [52 37],[41.61585366 33.38414634] ; [49.38414634 39.61585366],0
v2,1,0.437723,0.602243,[24 49] ; [33 52],[26.33544304 46.66455696] ; [30.66455696 54.33544304],0
s3,1,0.4396,0.597327,[28 46] ; [39 50],[30.41717791 43.58282209] ; [36.58282209 52.41717791],0
p5,1,0.534543,0.385748,[ 2 73] ; [ 4 85],[ 2.74390244 72.25609756] ; [ 3.25609756 85.74390244],0
a8,1,0.608267,0.262706,[ 7 65] ; [ 6 75],[ 6.11764706 65.88235294] ; [ 6.88235294 74.11764706],0
a5,1,0.615167,0.25272,[46 30] ; [51 39],[44.40963855 31.59036145] ; [52.59036145 37.40963855],0
d5,1,0.681229,0.168745,[50 25] ; [62 27],[51.2195122 23.7804878] ; [60.7804878 28.2195122],0
v3,1,0.68338,0.166346,[20 51] ; [22 65],[18.87341772 52.12658228] ; [23.12658228 63.87341772],0
u2,1,0.72041,0.1281,[10 18] ; [16 24],[10.70588235 17.29411765] ; [15.29411765 24.70588235],0
d2,1,0.760274,0.093098,[33 41] ; [38 52],[32.03658537 41.96341463] ; [38.96341463 51.03658537],0
a4,1,0.853293,0.034195,[29 45] ; [34 56],[28.42682927 45.57317073] ; [34.57317073 55.42682927],0
d1,1,0.876394,0.024193,[33 43] ; [38 52],[32.5060241 43.4939759] ; [38.4939759 51.5060241],0
a2,1,0.914541,0.011516,[14 62] ; [16 74],[13.73493976 62.26506024] ; [16.26506024 73.73493976],0
u1,1,0.942591,0.005186,[ 7 69] ; [ 8 82],[ 6.86746988 69.13253012] ; [ 8.13253012 81.86746988],0
u3,1,0.952756,0.00351,[11 17] ; [16 24],[11.11764706 16.88235294] ; [15.88235294 24.11764706],0
b1,1,0.97903,0.000691,[39 37] ; [46 44],[38.91566265 37.08433735] ; [46.08433735 43.91566265],0
