Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,83.150394,[ 17 130] ; [103  64],[56.17834395 90.82165605] ; [ 63.82165605 103.17834395],1
p10,1,0.007971,7.039905,[84 62] ; [120  47],[95.15654952 50.84345048] ; [108.84345048  58.15654952],0
p2,1,0.009036,6.815633,[82 67] ; [117  52],[93.24213836 55.75786164] ; [105.75786164  63.24213836],0
r2,1,0.010033,6.629057,[123  24] ; [157  12],[130.25316456  16.74683544] ; [149.74683544  19.25316456],0
d1,1,0.01316,6.147468,[63 86] ; [95 74],[74.03144654 74.96855346] ; [83.96855346 85.03144654],0
b1,1,0.016741,5.723377,[68 81] ; [ 55 114],[57.63207547 91.36792453] ; [ 65.36792453 103.63207547],0
u1,1,0.026628,4.914788,[ 13 136] ; [ 29 140],[ 19.67924528 129.32075472] ; [ 22.32075472 146.67924528],0
n2,1,0.045888,3.985695,[33 23] ; [40 12],[37.85185185 18.14814815] ; [35.14814815 16.85185185],0
a5,1,0.059592,3.548707,[89 60] ; [118  51],[96.99056604 52.00943396] ; [110.00943396  58.99056604],0
d2,1,0.060254,3.530382,[58 88] ; [85 84],[66.27936508 79.72063492] ; [76.72063492 92.27936508],0
a2,1,0.060311,3.528821,[ 22 127] ; [ 39 130],[ 28.58176101 120.41823899] ; [ 32.41823899 136.58176101],0
p5,1,0.062583,3.46758,[  5 143] ; [ 14 153],[  8.92698413 139.07301587] ; [ 10.07301587 156.92698413],0
d5,1,0.068865,3.309858,[103  46] ; [132  37],[110.11006289  38.88993711] ; [124.88993711  44.11006289],0
u2,1,0.092358,2.832779,[24 34] ; [32 24],[28.49122807 29.50877193] ; [27.50877193 28.49122807],0
n5,1,0.116136,2.468679,[90 58] ; [117  52],[96.64353312 51.35646688] ; [110.35646688  58.64353312],0
p11,1,0.124927,2.354433,[90 59] ; [116  53],[96.52201258 52.47798742] ; [109.47798742  59.52201258],0
a1,1,0.129522,2.298229,[ 11 138] ; [  6 163],[  7.96540881 141.03459119] ; [  9.03459119 159.96540881],0
n3,1,0.13002,2.292271,[28 25] ; [35 17],[31.8 21.2] ; [31.2 20.8],0
d3,1,0.138987,2.18914,[84 65] ; [109  60],[90.43081761 58.56918239] ; [102.56918239  66.43081761],0
u3,1,0.159399,1.979918,[27 31] ; [34 23],[30.76521739 27.23478261] ; [30.23478261 26.76521739],0
d4,1,0.186733,1.743205,[108  40] ; [134  35],[112.98422713  35.01577287] ; [129.01577287  39.98422713],0
u4,1,0.225144,1.471281,[  1 148] ; [  4 165],[  2.3427673 146.6572327] ; [  2.6572327 166.3427673],0
b4,1,0.273165,1.200786,[89 60] ; [111  58],[93.71069182 55.28930818] ; [106.28930818  62.71069182],0
a6,1,0.282642,1.154341,[91 58] ; [113  56],[95.58490566 53.41509434] ; [108.41509434  60.58490566],0
a7,1,0.286532,1.135847,[95 53] ; [118  51],[99.44479495 48.55520505] ; [113.55520505  55.44479495],0
p1,1,0.330846,0.945585,[ 14 134] ; [ 11 158],[ 11.67192429 136.32807571] ; [ 13.32807571 155.67192429],0
a3,1,0.337706,0.919122,[91 57] ; [112  56],[95.07594937 52.92405063] ; [107.92405063  60.07594937],0
n4,1,0.369246,0.806199,[97 52] ; [118  51],[100.73899371  48.26100629] ; [114.26100629  54.73899371],0
b3,1,0.388686,0.743048,[34 52] ; [31 62],[31.22905028 54.77094972] ; [33.77094972 59.22905028],0
b2,1,0.388686,0.743048,[34 52] ; [31 62],[31.22905028 54.77094972] ; [33.77094972 59.22905028],0
a8,1,0.389255,0.741267,[ 11 131] ; [ 16 134],[ 13.13013699 128.86986301] ; [ 13.86986301 136.13013699],0
a4,1,0.579207,0.307519,[58 90] ; [71 97],[60.41772152 87.58227848] ; [68.58227848 99.41772152],0
n1,1,0.644599,0.212778,[21 36] ; [21 30],[22.16666667 34.83333333] ; [19.83333333 31.16666667],0
s1,1,0.836108,0.042797,[  7 142] ; [  7 159],[  6.62222222 142.37777778] ; [  7.37777778 158.62222222],0
p8,1,0.980395,0.000604,[ 31 117] ; [ 35 133],[ 30.91139241 117.08860759] ; [ 35.08860759 132.91139241],0
