Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,9e-06,19.657185,[17  9] ; [26 94],[ 7.65753425 18.34246575] ; [35.34246575 84.65753425],1
d2,1,0.522496,0.408964,[15 12] ; [58 61],[13.5 13.5] ; [59.5 59.5],0
p7,1,0.557917,0.343323,[11 16] ; [41 77],[ 9.68275862 17.31724138] ; [42.31724138 75.68275862],0
p1,1,0.561763,0.336661,[ 1 26] ; [  8 112],[ 1.65306122 25.34693878] ; [  7.34693878 112.65306122],0
a5,1,0.590916,0.288917,[15 12] ; [74 47],[16.23648649 10.76351351] ; [72.76351351 48.23648649],0
u1,1,0.640933,0.217525,[ 4 23] ; [ 14 107],[ 3.28378378 23.71621622] ; [ 14.71621622 106.28378378],0
a6,1,0.681748,0.168165,[17 10] ; [71 50],[16.05405405 10.94594595] ; [71.94594595 49.05405405],0
p3,1,0.686441,0.162965,[ 8 19] ; [31 89],[ 7.16326531 19.83673469] ; [31.83673469 88.16326531],0
a7,1,0.692312,0.156594,[17 10] ; [70 49],[16.0890411 10.9109589] ; [70.9109589 48.0890411],0
p8,1,0.702874,0.145499,[ 7 20] ; [27 93],[ 6.24489796 20.75510204] ; [27.75510204 92.24489796],0
p5,1,0.728337,0.120644,[ 1 26] ; [  3 117],[ 0.73469388 26.26530612] ; [  3.26530612 116.73469388],0
a2,1,0.750049,0.10149,[ 4 23] ; [ 21 100],[ 4.56081081 22.43918919] ; [ 20.43918919 100.56081081],0
v1,1,0.779744,0.078206,[ 9 18] ; [37 84],[ 8.39189189 18.60810811] ; [37.60810811 83.39189189],0
b5,1,0.801964,0.062904,[15 12] ; [64 57],[14.41216216 12.58783784] ; [64.58783784 56.41216216],0
s1,1,0.873855,0.025206,[ 2 25] ; [ 10 110],[ 2.20408163 24.79591837] ; [  9.79591837 110.20408163],0
b2,1,0.874595,0.024908,[ 5 15] ; [19 52],[ 5.27472527 14.72527473] ; [18.72527473 52.27472527],0
b3,1,0.874595,0.024908,[ 5 15] ; [19 52],[ 5.27472527 14.72527473] ; [18.72527473 52.27472527],0
n3,1,0.896345,0.016973,[5 4] ; [25 22],[4.82142857 4.17857143] ; [25.17857143 21.82142857],0
s4,1,0.908353,0.013252,[ 4 23] ; [ 19 102],[ 4.19594595 22.80405405] ; [ 18.80405405 102.19594595],0
d4,1,0.912677,0.012026,[19  8] ; [85 34],[19.23287671  7.76712329] ; [84.76712329 34.23287671],0
