Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.003655,8.447541,[22  7] ; [22 30],[15.75308642 13.24691358] ; [28.24691358 23.75308642],0
a8,1,0.28997,1.119759,[ 3 25] ; [ 2 44],[ 1.89189189 26.10810811] ; [ 3.10810811 42.89189189],0
r1,1,0.302276,1.064124,[ 5 24] ; [14 37],[ 6.8875 22.1125] ; [12.1125 38.8875],0
p6,1,0.305917,1.048221,[ 6 21] ; [17 34],[ 7.96153846 19.03846154] ; [15.03846154 35.96153846],0
d1,1,0.316948,1.001497,[ 9 20] ; [22 30],[11.09876543 17.90123457] ; [19.90123457 32.09876543],0
p8,1,0.34689,0.884802,[ 8 19] ; [21 31],[ 9.91139241 17.08860759] ; [19.08860759 32.91139241],0
n1,1,0.355109,0.855117,[3 8] ; [ 8 10],[4.17241379 6.82758621] ; [ 6.82758621 11.17241379],0
p5,1,0.360851,0.834928,[ 3 26] ; [ 9 41],[ 4.40506329 24.59493671] ; [ 7.59493671 42.40506329],0
n2,1,0.375728,0.784632,[9 2] ; [12  6],[7.96551724 3.03448276] ; [13.03448276  4.96551724],0
v1,1,0.376815,0.781066,[14 14] ; [19 29],[12.15789474 15.84210526] ; [20.84210526 27.15789474],0
a1,1,0.377607,0.778478,[ 4 25] ; [ 4 48],[ 2.86419753 26.13580247] ; [ 5.13580247 46.86419753],0
d2,1,0.40347,0.69796,[ 9 20] ; [21 31],[10.74074074 18.25925926] ; [19.25925926 32.74074074],0
s7,1,0.449885,0.570941,[ 9 19] ; [20 29],[10.54545455 17.45454545] ; [18.45454545 30.54545455],0
p1,1,0.485351,0.486815,[ 2 27] ; [ 6 45],[ 2.9 26.1] ; [ 5.1 45.9],0
s3,1,0.496805,0.461754,[15 14] ; [21 27],[13.55844156 15.44155844] ; [22.44155844 25.55844156],0
v4,1,0.501763,0.451206,[19  9] ; [36 12],[20.26315789  7.73684211] ; [34.73684211 13.26315789],0
a3,1,0.554676,0.349007,[19 10] ; [30 21],[17.7625 11.2375] ; [31.2375 19.7625],0
a7,1,0.561817,0.336567,[17 12] ; [27 25],[15.75308642 13.24691358] ; [28.24691358 23.75308642],0
s6,1,0.568998,0.324362,[12 17] ; [24 26],[13.21518987 15.78481013] ; [22.78481013 27.21518987],0
a6,1,0.630501,0.231381,[14 15] ; [28 24],[15.03703704 13.96296296] ; [26.96296296 25.03703704],0
r2,1,0.669331,0.182385,[18  9] ; [29 18],[17.14864865  9.85135135] ; [29.85135135 17.14864865],0
a2,1,0.682687,0.167117,[ 3 26] ; [ 7 45],[ 3.58024691 25.41975309] ; [ 6.41975309 45.58024691],0
u3,1,0.716866,0.131515,[4 6] ; [ 7 14],[3.5483871 6.4516129] ; [ 7.4516129 13.5483871],0
d3,1,0.72305,0.125589,[15 13] ; [30 22],[15.75 12.25] ; [29.25 22.75],0
s2,1,0.75457,0.097731,[10 19] ; [19 31],[10.64556962 18.35443038] ; [18.35443038 31.64556962],0
v3,1,0.854433,0.033659,[ 7 22] ; [13 37],[ 7.34177215 21.65822785] ; [12.65822785 37.34177215],0
s4,1,0.856171,0.032852,[ 5 24] ; [ 8 43],[ 4.7125 24.2875] ; [ 8.2875 42.7125],0
n3,1,0.867695,0.027751,[7 4] ; [12  6],[7.20689655 3.79310345] ; [11.79310345  6.20689655],0
v2,1,0.876265,0.024244,[12 17] ; [19 29],[11.67532468 17.32467532] ; [19.32467532 28.67532468],0
s5,1,0.92284,0.009381,[ 5 23] ; [ 9 39],[ 5.15789474 22.84210526] ; [ 8.84210526 39.15789474],0
s1,1,0.927569,0.008264,[ 1 28] ; [ 2 50],[ 1.07407407 27.92592593] ; [ 1.92592593 50.07407407],0
p12,1,0.93792,0.006066,[ 1 27] ; [ 2 49],[ 1.06329114 26.93670886] ; [ 1.93670886 49.06329114],0
