Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.8e-05,16.974515,[30 64] ; [20  6],[39.16666667 54.83333333] ; [10.83333333 15.16666667],1
p9,1,0.235316,1.408437,[43 46] ; [16 10],[45.66086957 43.33913043] ; [13.33913043 12.66086957],0
u2,1,0.259295,1.272519,[17 23] ; [2 7],[15.51020408 24.48979592] ; [3.48979592 5.51020408],0
p7,1,0.322317,0.979522,[29 62] ; [11 15],[31.11111111 59.88888889] ; [ 8.88888889 17.11111111],0
p8,1,0.324894,0.969142,[20 73] ; [ 8 18],[21.88235294 71.11764706] ; [ 6.11764706 19.88235294],0
s3,1,0.372754,0.794463,[37 55] ; [13 13],[38.98305085 53.01694915] ; [11.01694915 14.98305085],0
d3,1,0.375435,0.785597,[45 49] ; [15 11],[47. 47.] ; [13. 13.],0
d2,1,0.432845,0.615178,[42 51] ; [14 12],[43.76470588 49.23529412] ; [12.23529412 13.76470588],0
a7,1,0.438292,0.600751,[55 39] ; [13 13],[53.26666667 40.73333333] ; [14.73333333 11.26666667],0
d1,1,0.46408,0.536037,[43 51] ; [14 12],[44.65 49.35] ; [12.35 13.65],0
p11,1,0.487253,0.482587,[47 47] ; [15 11],[48.56666667 45.43333333] ; [13.43333333 12.56666667],0
s1,1,0.51454,0.424823,[ 7 86] ; [ 3 23],[ 7.81512605 85.18487395] ; [ 2.18487395 23.81512605],0
n3,1,0.527179,0.399826,[25 16] ; [5 5],[24.11764706 16.88235294] ; [5.88235294 4.11764706],0
n4,1,0.532876,0.388903,[57 37] ; [14 12],[55.61666667 38.38333333] ; [15.38333333 10.61666667],0
n1,1,0.73419,0.115299,[21 20] ; [5 6],[20.5 20.5] ; [5.5 5.5],0
b4,1,0.742973,0.107531,[54 40] ; [14 12],[53.26666667 40.73333333] ; [14.73333333 11.26666667],0
u3,1,0.77572,0.081169,[18 22] ; [4 6],[17.6 22.4] ; [4.4 5.6],0
a3,1,0.794436,0.067889,[54 38] ; [16 10],[54.57627119 37.42372881] ; [15.42372881 10.57627119],0
b1,1,0.801606,0.063136,[48 46] ; [14 12],[48.56666667 45.43333333] ; [13.43333333 12.56666667],0
a8,1,0.80698,0.059694,[ 9 82] ; [ 3 23],[ 9.33333333 81.66666667] ; [ 2.66666667 23.33333333],0
n5,1,0.855276,0.033266,[59 34] ; [17  9],[59.39495798 33.60504202] ; [16.60504202  9.39495798],0
a1,1,0.893703,0.017854,[ 8 86] ; [ 2 24],[ 7.83333333 86.16666667] ; [ 2.16666667 23.83333333],0
