Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,3.1e-05,17.363587,[29 41] ; [95 38],[42.75862069 27.24137931] ; [81.24137931 51.75862069],1
b3,1,0.186033,1.748761,[19 28] ; [21 52],[15.66666667 31.33333333] ; [24.33333333 48.66666667],0
p6,1,0.189148,1.724244,[25 44] ; [61 72],[29.37623762 39.62376238] ; [56.62376238 76.37623762],0
s3,1,0.201284,1.633035,[40 29] ; [64 68],[35.70149254 33.29850746] ; [68.29850746 63.70149254],0
a4,1,0.211288,1.562578,[16 53] ; [42 91],[19.81188119 49.18811881] ; [38.18811881 94.81188119],0
p9,1,0.215057,1.537051,[54 16] ; [112  21],[57.24137931 12.75862069] ; [108.75862069  24.24137931],0
s7,1,0.226015,1.465767,[38 30] ; [57 65],[34. 34.] ; [61. 61.],0
a1,1,0.252567,1.309049,[ 1 69] ; [  6 127],[ 2.4137931 67.5862069] ; [  4.5862069 128.4137931],0
d4,1,0.324559,0.970488,[36 34] ; [78 55],[39.31034483 30.68965517] ; [74.68965517 58.31034483],0
s1,1,0.34657,0.885976,[ 4 65] ; [  4 127],[ 2.76 66.24] ; [  5.24 125.76],0
p11,1,0.394863,0.723913,[51 19] ; [104  29],[53.44827586 16.55172414] ; [101.55172414  31.44827586],0
d5,1,0.41234,0.672044,[39 31] ; [82 51],[41.72413793 28.27586207] ; [79.27586207 53.72413793],0
n3,1,0.497225,0.460853,[15  6] ; [20  5],[15.97826087  5.02173913] ; [19.02173913  5.97826087],0
s4,1,0.547496,0.361822,[ 9 61] ; [ 21 110],[10.44776119 59.55223881] ; [ 19.55223881 111.44776119],0
s2,1,0.550103,0.357132,[33 37] ; [56 75],[30.99502488 39.00497512] ; [58.00497512 72.99502488],0
p1,1,0.568455,0.325274,[ 6 63] ; [ 15 118],[ 7.17326733 61.82673267] ; [ 13.82673267 119.17326733],0
v3,1,0.578317,0.308963,[25 43] ; [43 88],[23.2361809 44.7638191] ; [44.7638191 86.2361809],0
p3,1,0.584311,0.299317,[42 28] ; [85 48],[43.79310345 26.20689655] ; [83.20689655 49.79310345],0
v2,1,0.619629,0.246389,[31 36] ; [65 65],[32.64974619 34.35025381] ; [63.35025381 66.64974619],0
p12,1,0.647729,0.208775,[ 4 65] ; [ 10 123],[ 4.78217822 64.21782178] ; [  9.21782178 123.78217822],0
a8,1,0.715685,0.132664,[10 56] ; [ 16 105],[ 9.17647059 56.82352941] ; [ 16.82352941 104.17647059],0
n5,1,0.747062,0.104017,[52 18] ; [100  31],[52.93532338 17.06467662] ; [99.06467662 31.93532338],0
n2,1,0.747151,0.10394,[16  5] ; [18  7],[15.52173913  5.47826087] ; [18.47826087  6.52173913],0
s6,1,0.831787,0.045118,[43 23] ; [88 44],[43.66666667 22.33333333] ; [87.33333333 44.66666667],0
u2,1,0.857406,0.032284,[16 14] ; [31 25],[16.39534884 13.60465116] ; [30.60465116 25.39534884],0
s5,1,0.876487,0.024157,[20 46] ; [38 92],[19.53061224 46.46938776] ; [38.46938776 91.53061224],0
v1,1,0.884138,0.021236,[35 33] ; [66 65],[34.51256281 33.48743719] ; [66.48743719 64.51256281],0
n4,1,0.893335,0.017979,[51 19] ; [95 37],[50.59405941 19.40594059] ; [95.40594059 36.59405941],0
n1,1,0.893904,0.017787,[10 10] ; [12 13],[ 9.77777778 10.22222222] ; [12.22222222 12.77777778],0
p7,1,0.923475,0.009227,[51 18] ; [96 35],[50.715 18.285] ; [96.285 34.715],0
p5,1,0.995165,3.7e-05,[11 58] ; [ 21 111],[10.98507463 58.01492537] ; [ 21.01492537 110.98507463],0
a3,1,1.0,0.0,[40 30] ; [76 57],[40. 30.] ; [76. 57.],0
b1,1,1.0,0.0,[30 40] ; [57 76],[30. 40.] ; [57. 76.],0
