Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,35.339394,[69  8] ; [16 26],[55. 22.] ; [30. 12.],1
d2,1,0.742274,0.108138,[27 50] ; [16 26],[27.82352941 49.17647059] ; [15.17647059 26.82352941],0
a3,1,0.763236,0.090742,[48 29] ; [25 17],[47.23529412 29.76470588] ; [25.76470588 16.23529412],0
b3,1,0.766279,0.088355,[11 33] ; [ 5 18],[10.50746269 33.49253731] ; [ 5.49253731 17.50746269],0
b2,1,0.766279,0.088355,[11 33] ; [ 5 18],[10.50746269 33.49253731] ; [ 5.49253731 17.50746269],0
d4,1,0.775856,0.081068,[60 17] ; [31 10],[59.38135593 17.61864407] ; [31.61864407  9.38135593],0
a6,1,0.785308,0.074206,[55 22] ; [29 13],[54.35294118 22.64705882] ; [29.64705882 12.35294118],0
b5,1,0.849344,0.036083,[50 27] ; [28 14],[50.47058824 26.52941176] ; [27.52941176 14.47058824],0
p1,1,0.865444,0.028713,[ 5 72] ; [ 3 38],[ 5.22033898 71.77966102] ; [ 2.77966102 38.22033898],0
n1,1,0.908575,0.013187,[ 5 12] ; [ 5 11],[ 5.15151515 11.84848485] ; [ 4.84848485 11.15151515],0
u1,1,0.937895,0.006071,[ 7 70] ; [ 4 38],[ 7.11764706 69.88235294] ; [ 3.88235294 38.11764706],0
a1,1,0.942618,0.005181,[ 2 75] ; [ 1 41],[ 1.94117647 75.05882353] ; [ 1.05882353 40.94117647],0
s1,1,0.949871,0.003952,[ 2 74] ; [ 1 40],[ 1.94871795 74.05128205] ; [ 1.05128205 39.94871795],0
s4,1,0.954424,0.003266,[15 62] ; [ 8 34],[14.88235294 62.11764706] ; [ 8.11764706 33.88235294],0
