Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,5.2e-05,16.385703,[11 23] ; [43 14],[20.17582418 13.82417582] ; [33.82417582 23.17582418],1
p9,1,0.600933,0.273591,[27  6] ; [49  8],[27.86666667  5.13333333] ; [48.13333333  8.86666667],0
s1,1,0.601171,0.273233,[ 1 33] ; [ 3 54],[ 1.49450549 32.50549451] ; [ 2.50549451 54.49450549],0
p5,1,0.629425,0.232841,[ 4 29] ; [ 5 51],[ 3.33707865 29.66292135] ; [ 5.66292135 50.33707865],0
r2,1,0.651622,0.203861,[27  6] ; [47  8],[27.75  5.25] ; [46.25  8.75],0
p7,1,0.714336,0.133985,[19 13] ; [31 25],[18.18181818 13.81818182] ; [31.81818182 24.18181818],0
p1,1,0.7234,0.125258,[ 3 30] ; [ 4 53],[ 2.56666667 30.43333333] ; [ 4.43333333 52.56666667],0
n2,1,0.775732,0.081159,[6 1] ; [17  4],[5.75 1.25] ; [17.25  3.75],0
v4,1,0.777234,0.080047,[28  4] ; [51  6],[28.40449438  3.59550562] ; [50.59550562  6.40449438],0
b4,1,0.807626,0.059287,[20 14] ; [35 22],[20.54945055 13.45054945] ; [34.45054945 22.54945055],0
u1,1,0.832812,0.044562,[ 2 32] ; [ 4 53],[ 2.24175824 31.75824176] ; [ 3.75824176 53.24175824],0
a7,1,0.847239,0.037111,[19 14] ; [34 23],[19.43333333 13.56666667] ; [33.56666667 23.43333333],0
p10,1,0.896254,0.017003,[27  6] ; [46 11],[26.76666667  6.23333333] ; [46.23333333 10.76666667],0
b5,1,0.923327,0.009263,[23 11] ; [38 19],[22.79120879 11.20879121] ; [38.20879121 18.79120879],0
p8,1,0.940728,0.005529,[15 18] ; [25 31],[14.83146067 18.16853933] ; [25.16853933 30.83146067],0
u3,1,0.970496,0.001368,[13 10] ; [8 6],[13.05405405  9.94594595] ; [7.94594595 6.05405405],0
