Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,6e-06,20.521429,[ 4 28] ; [24 12],[13.17647059 18.82352941] ; [14.82352941 21.17647059],1
d4,1,0.55569,0.347222,[26  7] ; [32  6],[26.95774648  6.04225352] ; [31.04225352  6.95774648],0
p4,1,0.610858,0.258928,[18 15] ; [23 15],[19.05633803 13.94366197] ; [21.94366197 16.05633803],0
a1,1,0.640879,0.217594,[ 1 32] ; [ 2 36],[ 1.3943662 31.6056338] ; [ 1.6056338 36.3943662],0
n5,1,0.709505,0.138772,[23 10] ; [28 10],[23.70422535  9.29577465] ; [27.29577465 10.70422535],0
n3,1,0.709815,0.138462,[9 3] ; [4 2],[8.66666667 3.33333333] ; [4.33333333 1.66666667],0
n6,1,0.75716,0.095612,[27  5] ; [31  7],[26.51428571  5.48571429] ; [31.48571429  6.51428571],0
n4,1,0.768137,0.086915,[26  7] ; [31  7],[26.49295775  6.50704225] ; [30.50704225  7.49295775],0
s2,1,0.787746,0.072489,[12 21] ; [15 23],[12.54929577 20.45070423] ; [14.45070423 23.54929577],0
s3,1,0.800836,0.063638,[14 19] ; [15 23],[13.47887324 19.52112676] ; [15.52112676 22.47887324],0
s1,1,0.919331,0.010257,[ 1 32] ; [ 1 37],[ 0.92957746 32.07042254] ; [ 1.07042254 36.92957746],0
u2,1,1.0,0.0,[6 6] ; [2 2],[6. 6.] ; [2. 2.],0
