Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5e-05,16.429412,[76  4] ; [9 6],[71.57894737  8.42105263] ; [13.42105263  1.57894737],1
p12,1,0.239475,1.383681,[21 59] ; [ 2 14],[19.16666667 60.83333333] ; [ 3.83333333 12.16666667],0
s3,1,0.307338,1.042081,[48 30] ; [12  4],[49.78723404 28.21276596] ; [10.21276596  5.78723404],0
s7,1,0.338306,0.91684,[55 19] ; [10  6],[53.44444444 20.55555556] ; [11.55555556  4.44444444],0
a1,1,0.358118,0.844481,[12 69] ; [ 1 15],[10.8556701 70.1443299] ; [ 2.1443299 13.8556701],0
a2,1,0.379725,0.771591,[18 63] ; [ 2 14],[16.70103093 64.29896907] ; [ 3.29896907 12.70103093],0
r3,1,0.388922,0.74231,[74  5] ; [14  2],[73.17894737  5.82105263] ; [14.82105263  1.17894737],0
s6,1,0.396609,0.718584,[63 11] ; [14  1],[64.02247191  9.97752809] ; [12.97752809  2.02247191],0
p2,1,0.407626,0.685714,[71  9] ; [13  3],[70. 10.] ; [14.  2.],0
s4,1,0.431041,0.620016,[ 9 69] ; [ 3 13],[ 9.95744681 68.04255319] ; [ 2.04255319 13.95744681],0
a4,1,0.435116,0.609129,[39 42] ; [ 6 10],[37.57731959 43.42268041] ; [7.42268041 8.57731959],0
n3,1,0.436275,0.606061,[9 6] ; [2 3],[8.25 6.75] ; [2.75 2.25],0
p1,1,0.533664,0.38741,[24 57] ; [ 6 10],[25.05154639 55.94845361] ; [ 4.94845361 11.05154639],0
v1,1,0.548853,0.359377,[54 23] ; [10  6],[52.98924731 24.01075269] ; [11.01075269  4.98924731],0
u1,1,0.55054,0.35635,[15 66] ; [ 4 12],[15.86597938 65.13402062] ; [ 3.13402062 12.86597938],0
d3,1,0.554628,0.349091,[54 26] ; [12  4],[55. 25.] ; [11.  5.],0
r4,1,0.558993,0.341451,[72  9] ; [15  1],[72.64948454  8.35051546] ; [14.35051546  1.64948454],0
n2,1,0.573138,0.31746,[11  4] ; [3 2],[10.5  4.5] ; [3.5 1.5],0
s1,1,0.626924,0.236255,[ 7 74] ; [ 2 14],[ 7.51546392 73.48453608] ; [ 1.48453608 14.51546392],0
n5,1,0.639723,0.219105,[78  3] ; [15  1],[77.65979381  3.34020619] ; [15.34020619  0.65979381],0
d4,1,0.706082,0.142222,[68 12] ; [13  3],[67.5 12.5] ; [13.5  2.5],0
u2,1,0.800838,0.063636,[6 6] ; [5 4],[6.28571429 5.71428571] ; [4.71428571 4.28571429],0
b4,1,0.809095,0.058368,[48 33] ; [10  6],[48.43298969 32.56701031] ; [9.56701031 6.43298969],0
r2,1,0.85105,0.035261,[73  6] ; [15  1],[73.17894737  5.82105263] ; [14.82105263  1.17894737],0
s8,1,0.86711,0.028,[47 31] ; [10  6],[47.29787234 30.70212766] ; [9.70212766 6.29787234],0
s2,1,0.883825,0.021352,[46 33] ; [9 7],[45.73684211 33.26315789] ; [9.26315789 6.73684211],0
u3,1,0.898708,0.016204,[7 5] ; [5 4],[6.85714286 5.14285714] ; [5.14285714 3.85714286],0
r1,1,0.904826,0.014296,[66 14] ; [13  3],[65.83333333 14.16666667] ; [13.16666667  2.83333333],0
p4,1,0.965631,0.001857,[69 11] ; [13  2],[69.05263158 10.94736842] ; [12.94736842  2.05263158],0
b1,1,0.968217,0.001588,[35 46] ; [7 9],[35.07216495 45.92783505] ; [6.92783505 9.07216495],0
a7,1,0.97566,0.000931,[56 25] ; [11  5],[55.94845361 25.05154639] ; [11.05154639  4.94845361],0
v4,1,0.990534,0.000141,[74  5] ; [15  1],[74.01052632  4.98947368] ; [14.98947368  1.01052632],0
d2,1,1.0,0.0,[45 35] ; [9 7],[45. 35.] ; [9. 7.],0
