Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000395,12.5545,[91 46] ; [81 12],[102.45217391  34.54782609] ; [69.54782609 23.45217391],1
p3,1,0.258206,1.278352,[69 68] ; [55 40],[73.22413793 63.77586207] ; [50.77586207 44.22413793],0
b1,1,0.2623,1.256575,[59 78] ; [48 47],[63.18534483 73.81465517] ; [43.81465517 51.18534483],0
s7,1,0.30758,1.04104,[59 73] ; [46 43],[62.71493213 69.28506787] ; [42.28506787 46.71493213],0
r3,1,0.307839,1.039926,[124  12] ; [90  5],[125.99134199  10.00865801] ; [88.00865801  6.99134199],0
p11,1,0.325497,0.966728,[102  35] ; [76 19],[105.11206897  31.88793103] ; [72.88793103 22.11206897],0
a4,1,0.329699,0.950081,[51 86] ; [41 53],[54.56277056 82.43722944] ; [37.43722944 56.56277056],0
a1,1,0.347405,0.882913,[  5 132] ; [ 6 89],[  6.49568966 130.50431034] ; [ 4.50431034 90.49568966],0
p6,1,0.37016,0.803126,[62 74] ; [48 45],[65.32751092 70.67248908] ; [44.67248908 48.32751092],0
n4,1,0.391162,0.735326,[98 39] ; [72 22],[100.82251082  36.17748918] ; [69.17748918 24.82251082],0
s4,1,0.437862,0.60188,[ 27 107] ; [23 71],[ 29.38596491 104.61403509] ; [20.61403509 73.38596491],0
d1,1,0.473985,0.51267,[67 70] ; [51 44],[69.68103448 67.31896552] ; [48.31896552 46.68103448],0
n6,1,0.514762,0.424374,[110  26] ; [80 15],[111.86147186  24.13852814] ; [78.13852814 16.86147186],0
p5,1,0.52315,0.407678,[ 15 121] ; [13 81],[ 16.55652174 119.44347826] ; [11.44347826 82.55652174],0
a6,1,0.632634,0.228506,[83 53] ; [55 40],[81.24675325 54.75324675] ; [56.75324675 38.24675325],0
a7,1,0.636393,0.223491,[89 47] ; [65 30],[90.66666667 45.33333333] ; [63.33333333 31.66666667],0
s2,1,0.666178,0.186105,[66 71] ; [48 46],[67.61038961 69.38961039] ; [46.38961039 47.61038961],0
u2,1,0.713778,0.134532,[32 21] ; [14 11],[31.25641026 21.74358974] ; [14.74358974 10.25641026],0
a8,1,0.767606,0.087325,[ 18 112] ; [13 72],[ 18.74418605 111.25581395] ; [12.25581395 72.74418605],0
a2,1,0.781018,0.07728,[ 24 113] ; [18 77],[ 24.80172414 112.19827586] ; [17.19827586 77.80172414],0
d3,1,0.813614,0.055586,[84 50] ; [61 34],[84.84716157 49.15283843] ; [60.15283843 34.84716157],0
n3,1,0.887927,0.019861,[30 11] ; [12  4],[30.21052632 10.78947368] ; [11.78947368  4.21052632],0
p1,1,0.927815,0.008207,[ 11 125] ; [ 8 87],[ 11.18614719 124.81385281] ; [ 7.81385281 87.18614719],0
b5,1,0.939549,0.005751,[80 57] ; [55 40],[79.71982759 57.28017241] ; [55.28017241 39.71982759],0
p2,1,0.954615,0.003239,[122  14] ; [85 10],[121.87012987  14.12987013] ; [85.12987013  9.87012987],0
d2,1,0.976609,0.00086,[57 79] ; [40 55],[57.10822511 78.89177489] ; [39.89177489 55.10822511],0
b4,1,0.980716,0.000584,[69 68] ; [48 47],[69.09051724 67.90948276] ; [47.90948276 47.09051724],0
s3,1,0.988709,0.0002,[78 58] ; [54 40],[78.05217391 57.94782609] ; [53.94782609 40.05217391],0
