Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000725,11.425207,[18 51] ; [16  9],[24.95744681 44.04255319] ; [ 9.04255319 15.95744681],1
s8,1,0.657611,0.196438,[ 6 64] ; [ 3 23],[ 6.5625 63.4375] ; [ 2.4375 23.5625],0
b4,1,0.677458,0.173002,[41 29] ; [14 12],[40.10416667 29.89583333] ; [14.89583333 11.10416667],0
u1,1,0.714307,0.134013,[ 4 66] ; [ 1 25],[ 3.64583333 66.35416667] ; [ 1.35416667 24.64583333],0
s2,1,0.773402,0.082902,[13 57] ; [ 4 21],[12.52631579 57.47368421] ; [ 4.47368421 20.52631579],0
b3,1,0.790864,0.070325,[12 25] ; [ 4 10],[11.60784314 25.39215686] ; [4.39215686 9.60784314],0
b2,1,0.790864,0.070325,[12 25] ; [ 4 10],[11.60784314 25.39215686] ; [4.39215686 9.60784314],0
u3,1,0.80276,0.062389,[12 12] ; [5 6],[11.65714286 12.34285714] ; [5.34285714 5.65714286],0
p5,1,0.804523,0.061255,[ 2 68] ; [ 1 25],[ 2.1875 67.8125] ; [ 0.8125 25.1875],0
n2,1,0.829357,0.046452,[17 14] ; [3 2],[17.22222222 13.77777778] ; [2.77777778 2.22222222],0
a2,1,0.86217,0.030141,[ 9 61] ; [ 3 23],[ 8.75 61.25] ; [ 3.25 22.75],0
a5,1,0.870069,0.026756,[39 31] ; [14 12],[38.64583333 31.35416667] ; [14.35416667 11.64583333],0
s1,1,0.90213,0.015122,[ 5 64] ; [ 2 23],[ 5.13829787 63.86170213] ; [ 1.86170213 23.13829787],0
a6,1,0.905592,0.014066,[44 26] ; [16 10],[43.75 26.25] ; [16.25  9.75],0
d4,1,0.916992,0.010862,[47 22] ; [18  8],[47.21052632 21.78947368] ; [17.78947368  8.21052632],0
n1,1,0.929939,0.00773,[11 18] ; [2 3],[11.08823529 17.91176471] ; [1.91176471 3.08823529],0
n3,1,0.953847,0.00335,[17 12] ; [3 2],[17.05882353 11.94117647] ; [2.94117647 2.05882353],0
