Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.980565,[33 39] ; [ 20 106],[19.27272727 52.72727273] ; [33.72727273 92.27272727],1
v1,1,0.487357,0.482357,[24 47] ; [36 88],[21.84615385 49.15384615] ; [38.15384615 85.84615385],0
s7,1,0.500293,0.454315,[12 54] ; [ 17 101],[10.40217391 55.59782609] ; [18.59782609 99.40217391],0
n2,1,0.571205,0.320671,[13  7] ; [30 22],[11.94444444  8.05555556] ; [31.05555556 20.94444444],0
p5,1,0.633148,0.227817,[ 1 71] ; [  3 123],[ 1.45454545 70.54545455] ; [  2.54545455 123.45454545],0
d5,1,0.652584,0.202658,[49 22] ; [83 43],[47.57360406 23.42639594] ; [84.42639594 41.57360406],0
a7,1,0.654033,0.200853,[42 29] ; [78 47],[43.46938776 27.53061224] ; [76.53061224 48.46938776],0
s5,1,0.662241,0.190812,[ 8 64] ; [ 11 109],[ 7.125 64.875] ; [ 11.875 108.125],0
p12,1,0.69569,0.152995,[ 1 71] ; [  1 123],[ 0.73469388 71.26530612] ; [  1.26530612 122.73469388],0
a6,1,0.698302,0.150244,[46 26] ; [77 49],[44.72727273 27.27272727] ; [78.27272727 47.72727273],0
n5,1,0.709049,0.139228,[44 28] ; [73 52],[42.76142132 29.23857868] ; [74.23857868 50.76142132],0
a2,1,0.724672,0.12406,[ 9 63] ; [ 18 108],[ 9.81818182 62.18181818] ; [ 17.18181818 108.81818182],0
n4,1,0.801012,0.063523,[47 25] ; [80 46],[46.18181818 25.81818182] ; [80.81818182 45.18181818],0
u3,1,0.802839,0.062338,[10 17] ; [18 27],[10.5 16.5] ; [17.5 27.5],0
b5,1,0.82916,0.046561,[40 32] ; [68 58],[39.27272727 32.72727273] ; [68.72727273 57.27272727],0
a3,1,0.841966,0.039752,[45 26] ; [81 44],[45.64285714 25.35714286] ; [80.35714286 44.64285714],0
d3,1,0.914449,0.011541,[40 30] ; [71 55],[39.64285714 30.35714286] ; [71.35714286 54.64285714],0
u1,1,0.923617,0.009193,[ 6 66] ; [ 11 115],[ 6.18181818 65.81818182] ; [ 10.81818182 115.18181818],0
