Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,48.832554,[95 10] ; [ 7 19],[81.75572519 23.24427481] ; [20.24427481  5.75572519],1
u1,1,0.495928,0.46364,[ 8 97] ; [ 1 25],[ 7.21374046 97.78625954] ; [ 1.78625954 24.21374046],0
u3,1,0.508332,0.4375,[10  6] ; [6 6],[9.14285714 6.85714286] ; [6.85714286 5.14285714],0
b5,1,0.561823,0.336557,[47 58] ; [10 16],[45.6870229 59.3129771] ; [11.3129771 14.6870229],0
p3,1,0.570035,0.322625,[59 46] ; [13 13],[57.70992366 47.29007634] ; [14.29007634 11.70992366],0
a6,1,0.604127,0.268816,[38 67] ; [ 8 18],[36.87022901 68.12977099] ; [ 9.12977099 16.87022901],0
b1,1,0.630089,0.23194,[51 54] ; [14 12],[52.09923664 52.90076336] ; [12.90076336 13.09923664],0
v2,1,0.64861,0.207657,[55 45] ; [13 13],[53.96825397 46.03174603] ; [14.03174603 11.96825397],0
u2,1,0.66171,0.191453,[8 8] ; [7 5],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
s4,1,0.662016,0.191084,[25 80] ; [ 7 18],[25.84615385 79.15384615] ; [ 6.15384615 18.84615385],0
a1,1,0.670789,0.18068,[11 94] ; [ 2 24],[10.41984733 94.58015267] ; [ 2.58015267 23.41984733],0
d3,1,0.827786,0.047324,[50 55] ; [13 13],[50.49618321 54.50381679] ; [12.50381679 13.49618321],0
b4,1,0.965321,0.00189,[53 52] ; [13 13],[52.90076336 52.09923664] ; [13.09923664 12.90076336],0
