Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,5.3e-05,16.339256,[ 8 29] ; [23 10],[16.38571429 20.61428571] ; [14.61428571 18.38571429],1
a1,1,0.624297,0.239874,[ 2 35] ; [ 1 32],[ 1.58571429 35.41428571] ; [ 1.41428571 31.58571429],0
n2,1,0.679708,0.170455,[7 3] ; [4 1],[7.33333333 2.66666667] ; [3.66666667 1.33333333],0
b1,1,0.729419,0.119645,[12 25] ; [12 21],[12.68571429 24.31428571] ; [11.31428571 21.68571429],0
s3,1,0.763994,0.090144,[25 11] ; [24  9],[25.56521739 10.43478261] ; [23.43478261  9.56521739],0
p9,1,0.781288,0.077084,[32  4] ; [30  3],[32.34782609  3.65217391] ; [29.65217391  3.34782609],0
a2,1,0.79435,0.067947,[ 8 29] ; [ 8 25],[ 8.45714286 28.54285714] ; [ 7.54285714 25.45714286],0
r4,1,0.810767,0.05733,[33  4] ; [30  3],[33.3  3.7] ; [29.7  3.3],0
d4,1,0.863424,0.02959,[33  4] ; [29  4],[32.77142857  4.22857143] ; [29.22857143  3.77142857],0
p1,1,0.906154,0.013898,[ 2 35] ; [ 2 31],[ 2.11428571 34.88571429] ; [ 1.88571429 31.11428571],0
b4,1,0.914726,0.011466,[24 13] ; [21 12],[23.78571429 13.21428571] ; [21.21428571 11.78571429],0
a6,1,0.922131,0.009555,[22 15] ; [20 13],[22.2 14.8] ; [19.8 13.2],0
r1,1,0.936903,0.006267,[30  7] ; [27  6],[30.12857143  6.87142857] ; [26.87142857  6.12857143],0
b2,1,0.943253,0.005067,[ 4 17] ; [ 3 12],[ 4.08333333 16.91666667] ; [ 2.91666667 12.08333333],0
b3,1,0.943253,0.005067,[ 4 17] ; [ 3 12],[ 4.08333333 16.91666667] ; [ 2.91666667 12.08333333],0
a5,1,0.95833,0.00273,[26 11] ; [23 10],[25.9 11.1] ; [23.1  9.9],0
u1,1,0.993636,6.4e-05,[ 9 28] ; [ 8 25],[ 8.98571429 28.01428571] ; [ 8.01428571 24.98571429],0
n3,1,1.0,0.0,[8 2] ; [4 1],[8. 2.] ; [4. 1.],0
n1,1,1.0,0.0,[2 8] ; [1 4],[2. 8.] ; [1. 4.],0
