Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,125.753082,[ 65 234] ; [127  43],[122.40511727 176.59488273] ; [ 69.59488273 100.40511727],1
n5,1,0.013555,6.095139,[224  83] ; [149  31],[235.13552361  71.86447639] ; [137.86447639  42.13552361],0
a5,1,0.016316,5.768451,[203 105] ; [138  43],[214.78118609  93.21881391] ; [126.21881391  54.78118609],0
a4,1,0.023242,5.150346,[115 191] ; [87 94],[126.92402464 179.07597536] ; [ 75.07597536 105.92402464],0
p4,1,0.025189,5.010863,[134 171] ; [98 82],[145.89690722 159.10309278] ; [86.10309278 93.89690722],0
v1,1,0.062124,3.479751,[132 168] ; [91 81],[141.73728814 158.26271186] ; [81.26271186 90.73728814],0
v2,1,0.068311,3.323136,[148 148] ; [101  71],[157.48717949 138.51282051] ; [91.51282051 80.48717949],0
p7,1,0.074151,3.18866,[142 159] ; [99 79],[151.44258873 149.55741127] ; [89.55741127 88.44258873],0
b3,1,0.091735,2.84366,[ 47 115] ; [47 75],[ 53.61971831 108.38028169] ; [40.38028169 81.61971831],0
b2,1,0.091735,2.84366,[ 47 115] ; [47 75],[ 53.61971831 108.38028169] ; [40.38028169 81.61971831],0
u3,1,0.09369,2.809794,[56 67] ; [21 13],[60.32484076 62.67515924] ; [16.67515924 17.32484076],0
d5,1,0.119467,2.424296,[237  71] ; [150  31],[243.75460123  64.24539877] ; [143.24539877  37.75460123],0
r3,1,0.134367,2.241306,[284  22] ; [174   7],[287.77823409  18.22176591] ; [170.22176591  10.77823409],0
v4,1,0.134367,2.241306,[284  22] ; [174   7],[287.77823409  18.22176591] ; [170.22176591  10.77823409],0
u2,1,0.143151,2.143761,[54 67] ; [20 14],[57.76774194 63.23225806] ; [16.23225806 17.76774194],0
p8,1,0.149778,2.074515,[121 184] ; [83 96],[128.55371901 176.44628099] ; [ 75.44628099 103.55371901],0
n1,1,0.15278,2.044272,[23 53] ; [19 25],[26.6 49.4] ; [15.4 28.6],0
r2,1,0.174941,1.840089,[276  27] ; [171  10],[279.83677686  23.16322314] ; [167.16322314  13.83677686],0
a8,1,0.198945,1.650104,[ 33 248] ; [ 26 136],[ 37.42437923 243.57562077] ; [ 21.57562077 140.42437923],0
p5,1,0.24764,1.336567,[ 19 287] ; [ 16 161],[ 22.17391304 283.82608696] ; [ 12.82608696 164.17391304],0
d4,1,0.34231,0.901763,[240  67] ; [148  33],[244.09016393  62.90983607] ; [143.90983607  37.09016393],0
b4,1,0.449333,0.572335,[186 122] ; [103  78],[182.02862986 125.97137014] ; [106.97137014  74.02862986],0
b5,1,0.526083,0.401953,[191 117] ; [107  74],[187.69734151 120.30265849] ; [110.30265849  70.69734151],0
b1,1,0.54526,0.365877,[104 204] ; [ 66 115],[107.07566462 200.92433538] ; [ 62.92433538 118.07566462],0
p1,1,0.565283,0.330638,[ 19 286] ; [  9 172],[ 17.57201646 287.42798354] ; [ 10.42798354 170.57201646],0
p2,1,0.573521,0.316826,[236  69] ; [144  37],[238.47736626  66.52263374] ; [141.52263374  39.47736626],0
d3,1,0.759544,0.093685,[200 108] ; [120  61],[201.55419223 106.44580777] ; [118.44580777  62.55419223],0
p11,1,0.7789,0.078822,[240  68] ; [143  38],[241.23517382  66.76482618] ; [141.76482618  39.23517382],0
s4,1,0.798379,0.065253,[ 51 253] ; [ 32 149],[ 52.02474227 251.97525773] ; [ 30.97525773 150.02474227],0
a1,1,0.807813,0.05917,[  9 299] ; [  6 175],[  9.44785276 298.55214724] ; [  5.55214724 175.44785276],0
n3,1,0.813886,0.055421,[56 22] ; [30 13],[55.43801653 22.56198347] ; [30.56198347 12.43801653],0
s1,1,0.899682,0.015892,[  8 296] ; [  5 172],[  8.21621622 295.78378378] ; [  4.78378378 172.21621622],0
a6,1,0.905916,0.013969,[206 102] ; [122  59],[206.59304703 101.40695297] ; [121.40695297  59.59304703],0
n2,1,0.906014,0.01394,[57 20] ; [33 11],[57.27272727 19.72727273] ; [32.72727273 11.27272727],0
a7,1,0.964137,0.002022,[216  91] ; [127  54],[215.7807377  91.2192623] ; [127.2192623  53.7807377],0
