Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.405875,[28  3] ; [20 35],[17.30232558 13.69767442] ; [30.69767442 24.30232558],1
a7,1,0.781412,0.076995,[20 12] ; [36 19],[20.59770115 11.40229885] ; [35.40229885 19.59770115],0
u3,1,0.799846,0.064286,[2 2] ; [8 6],[2.22222222 1.77777778] ; [7.77777778 6.22222222],0
u2,1,0.799846,0.064286,[2 2] ; [6 8],[1.77777778 2.22222222] ; [6.22222222 7.77777778],0
a8,1,0.806603,0.059932,[ 2 27] ; [ 3 51],[ 1.74698795 27.25301205] ; [ 3.25301205 50.74698795],0
p1,1,0.822489,0.050331,[ 4 28] ; [ 6 49],[ 3.67816092 28.32183908] ; [ 6.32183908 48.67816092],0
p5,1,0.846008,0.037719,[ 4 28] ; [ 6 48],[ 3.72093023 28.27906977] ; [ 6.27906977 47.72093023],0
s5,1,0.862314,0.030078,[ 8 21] ; [15 36],[ 8.3375 20.6625] ; [14.6625 36.3375],0
p4,1,0.914652,0.011486,[16 14] ; [30 25],[16.23529412 13.76470588] ; [29.76470588 25.23529412],0
b2,1,0.934983,0.006655,[ 8 12] ; [14 22],[ 7.85714286 12.14285714] ; [14.14285714 21.85714286],0
b3,1,0.934983,0.006655,[ 8 12] ; [14 22],[ 7.85714286 12.14285714] ; [14.14285714 21.85714286],0
b5,1,0.949606,0.003994,[20 12] ; [34 21],[19.86206897 12.13793103] ; [34.13793103 20.86206897],0
