Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,9e-06,19.777488,[18  1] ; [14 28],[9.96721311 9.03278689] ; [22.03278689 19.96721311],1
s7,1,0.367692,0.811449,[ 5 11] ; [ 8 32],[ 3.71428571 12.28571429] ; [ 9.28571429 30.71428571],0
n6,1,0.463635,0.537105,[10  8] ; [19 23],[8.7 9.3] ; [20.3 21.7],0
r4,1,0.477066,0.505563,[ 3 16] ; [ 4 38],[ 2.18032787 16.81967213] ; [ 4.81967213 37.18032787],0
s4,1,0.508543,0.437063,[ 4 15] ; [ 6 36],[ 3.1147541 15.8852459] ; [ 6.8852459 35.1147541],0
s6,1,0.520908,0.412096,[ 5 14] ; [ 8 34],[ 4.04918033 14.95081967] ; [ 8.95081967 33.04918033],0
v4,1,0.539169,0.377081,[12  7] ; [23 19],[10.90163934  8.09836066] ; [24.09836066 17.90163934],0
b4,1,0.539169,0.377081,[12  7] ; [23 19],[10.90163934  8.09836066] ; [24.09836066 17.90163934],0
p10,1,0.541968,0.371905,[ 9 10] ; [16 25],[ 7.91666667 11.08333333] ; [17.08333333 23.91666667],0
p8,1,0.557429,0.344176,[ 7 12] ; [12 29],[ 6.01666667 12.98333333] ; [12.98333333 28.01666667],0
b3,1,0.590536,0.289507,[5 9] ; [12 15],[5.80487805 8.19512195] ; [11.19512195 15.80487805],0
b2,1,0.590536,0.289507,[5 9] ; [12 15],[5.80487805 8.19512195] ; [11.19512195 15.80487805],0
r2,1,0.643241,0.214528,[12  5] ; [27 15],[11.23728814  5.76271186] ; [27.76271186 14.23728814],0
p6,1,0.663256,0.189592,[ 2 17] ; [ 6 35],[ 2.53333333 16.46666667] ; [ 5.46666667 35.53333333],0
p9,1,0.663719,0.189037,[ 7 11] ; [18 22],[ 7.75862069 10.24137931] ; [17.24137931 22.75862069],0
a1,1,0.687087,0.162257,[ 2 17] ; [ 6 36],[ 2.49180328 16.50819672] ; [ 5.50819672 36.49180328],0
p7,1,0.704494,0.143839,[ 5 11] ; [15 26],[ 5.61403509 10.38596491] ; [14.38596491 26.61403509],0
v3,1,0.71002,0.138257,[ 5 14] ; [ 9 32],[ 4.43333333 14.56666667] ; [ 9.56666667 31.43333333],0
b5,1,0.71687,0.131512,[10  9] ; [20 22],[9.3442623 9.6557377] ; [20.6557377 21.3442623],0
n3,1,0.728434,0.120554,[5 7] ; [11 12],[5.48571429 6.51428571] ; [10.51428571 12.48571429],0
b1,1,0.787881,0.072395,[12  7] ; [25 17],[11.52459016  7.47540984] ; [25.47540984 16.52459016],0
p4,1,0.805757,0.060469,[ 5 13] ; [13 29],[ 5.4 12.6] ; [12.6 29.4],0
v1,1,0.811487,0.056886,[ 6 13] ; [12 30],[ 5.60655738 13.39344262] ; [12.39344262 29.60655738],0
p11,1,0.811487,0.056886,[ 6 13] ; [12 30],[ 5.60655738 13.39344262] ; [12.39344262 29.60655738],0
u3,1,0.876697,0.024074,[2 4] ; [ 6 14],[1.84615385 4.15384615] ; [ 6.15384615 13.84615385],0
s8,1,0.878112,0.02352,[ 3 16] ; [ 6 36],[ 2.80327869 16.19672131] ; [ 6.19672131 35.80327869],0
p1,1,0.903091,0.014825,[ 2 17] ; [ 4 38],[ 1.86885246 17.13114754] ; [ 4.13114754 37.86885246],0
s1,1,0.903091,0.014825,[ 2 17] ; [ 4 38],[ 1.86885246 17.13114754] ; [ 4.13114754 37.86885246],0
s2,1,0.931706,0.007344,[ 3 16] ; [ 7 35],[ 3.1147541 15.8852459] ; [ 6.8852459 35.1147541],0
p12,1,0.933184,0.007029,[ 1 18] ; [ 2 40],[ 0.93442623 18.06557377] ; [ 2.06557377 39.93442623],0
s3,1,0.956075,0.003034,[ 5 14] ; [10 29],[ 4.9137931 14.0862069] ; [10.0862069 28.9137931],0
n5,1,0.96097,0.002395,[13  6] ; [29 13],[13.08196721  5.91803279] ; [28.91803279 13.08196721],0
