Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,26.706696,[63 81] ; [52 11],[80. 64.] ; [35. 28.],1
p11,1,0.360963,0.83454,[97 48] ; [38 25],[94.11057692 50.88942308] ; [40.88942308 22.11057692],0
v4,1,0.361753,0.831799,[127  18] ; [57  5],[128.88888889  16.11111111] ; [55.11111111  6.88888889],0
b5,1,0.365721,0.818151,[88 57] ; [34 29],[85.04807692 59.95192308] ; [36.95192308 26.04807692],0
b4,1,0.373175,0.793066,[92 53] ; [44 19],[94.80769231 50.19230769] ; [41.19230769 21.80769231],0
u2,1,0.375893,0.784091,[31 15] ; [13 10],[29.33333333 16.66666667] ; [14.66666667  8.33333333],0
d3,1,0.377998,0.777201,[114  31] ; [46 17],[111.53846154  33.46153846] ; [48.46153846 14.53846154],0
a8,1,0.38966,0.740004,[  9 126] ; [ 2 55],[  7.734375 127.265625] ; [ 3.265625 53.734375],0
d2,1,0.390112,0.738592,[62 83] ; [31 32],[64.83173077 80.16826923] ; [28.16826923 34.83173077],0
r4,1,0.417983,0.65598,[115  30] ; [53 10],[117.11538462  27.88461538] ; [50.88461538 12.11538462],0
a2,1,0.487374,0.482318,[ 22 123] ; [12 51],[ 23.70192308 121.29807692] ; [10.29807692 52.70192308],0
a4,1,0.566431,0.328692,[56 89] ; [27 36],[57.86057692 87.13942308] ; [25.13942308 37.86057692],0
n3,1,0.607768,0.263438,[30 13] ; [12  7],[29.12903226 13.87096774] ; [12.87096774  6.12903226],0
v2,1,0.656991,0.197199,[71 64] ; [31 32],[69.54545455 65.45454545] ; [32.45454545 30.54545455],0
d5,1,0.681052,0.168944,[121  24] ; [54  9],[121.99519231  23.00480769] ; [53.00480769  9.99519231],0
p7,1,0.689809,0.159293,[73 70] ; [33 28],[74.30392157 68.69607843] ; [31.69607843 29.30392157],0
u3,1,0.725339,0.123435,[28 18] ; [15  8],[28.66666667 17.33333333] ; [14.33333333  8.66666667],0
v3,1,0.727414,0.121499,[40 94] ; [17 45],[38.96938776 95.03061224] ; [18.03061224 43.96938776],0
d1,1,0.738886,0.111109,[91 54] ; [38 25],[89.92788462 55.07211538] ; [39.07211538 23.92788462],0
a3,1,0.740194,0.109956,[97 48] ; [40 22],[95.96618357 49.03381643] ; [41.03381643 20.96618357],0
p2,1,0.77052,0.085086,[104  40] ; [46 16],[104.85436893  39.14563107] ; [45.14563107 16.85436893],0
p8,1,0.951274,0.003734,[56 88] ; [24 37],[56.19512195 87.80487805] ; [23.80487805 37.19512195],0
n2,1,0.971497,0.001277,[25 17] ; [12  8],[25.06451613 16.93548387] ; [11.93548387  8.06451613],0
