Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,8.8e-05,15.373797,[35 15] ; [ 9 25],[26.19047619 23.80952381] ; [17.80952381 16.19047619],1
a2,1,0.503032,0.448534,[ 5 47] ; [ 5 30],[ 5.97701149 46.02298851] ; [ 4.02298851 30.97701149],0
b5,1,0.509565,0.434959,[29 23] ; [17 18],[27.49425287 24.50574713] ; [18.50574713 16.49425287],0
n5,1,0.577568,0.310183,[32 19] ; [24 11],[33.20930233 17.79069767] ; [22.79069767 12.20930233],0
p5,1,0.630591,0.231261,[ 3 48] ; [ 3 32],[ 3.55813953 47.44186047] ; [ 2.44186047 32.55813953],0
p11,1,0.631913,0.229476,[25 27] ; [15 20],[23.90804598 28.09195402] ; [16.09195402 18.90804598],0
n1,1,0.646796,0.209964,[ 7 19] ; [ 6 12],[ 7.68181818 18.31818182] ; [ 5.31818182 12.68181818],0
s8,1,0.655883,0.198563,[ 6 46] ; [ 3 32],[ 5.37931034 46.62068966] ; [ 3.62068966 31.37931034],0
s5,1,0.655883,0.198563,[ 6 46] ; [ 3 32],[ 5.37931034 46.62068966] ; [ 3.62068966 31.37931034],0
r1,1,0.668763,0.183052,[14 38] ; [ 8 27],[13.14942529 38.85057471] ; [ 8.85057471 26.14942529],0
a6,1,0.753413,0.098685,[22 30] ; [16 19],[22.71264368 29.28735632] ; [15.28735632 19.71264368],0
b3,1,0.762807,0.091082,[ 9 15] ; [ 8 16],[ 8.5 15.5] ; [ 8.5 15.5],0
b2,1,0.762807,0.091082,[ 9 15] ; [ 8 16],[ 8.5 15.5] ; [ 8.5 15.5],0
p12,1,0.797501,0.065835,[ 1 49] ; [ 1 34],[ 1.17647059 48.82352941] ; [ 0.82352941 34.17647059],0
s7,1,0.898724,0.016198,[ 9 39] ; [ 6 28],[ 8.7804878 39.2195122] ; [ 6.2195122 27.7804878],0
s4,1,0.91295,0.011951,[ 7 45] ; [ 5 30],[ 7.17241379 44.82758621] ; [ 4.82758621 30.17241379],0
v1,1,0.924225,0.009046,[16 35] ; [11 23],[16.2 34.8] ; [10.8 23.2],0
a3,1,0.934435,0.006768,[28 24] ; [18 16],[27.81395349 24.18604651] ; [18.18604651 15.81395349],0
b4,1,0.959459,0.002584,[30 22] ; [20 15],[29.88505747 22.11494253] ; [20.11494253 14.88505747],0
