Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,26.508111,[14 50] ; [19  4],[24.27586207 39.72413793] ; [ 8.72413793 14.27586207],1
n6,1,0.155571,2.016759,[39 24] ; [18  5],[41.75581395 21.24418605] ; [15.24418605  7.75581395],0
r2,1,0.181506,1.785252,[34 28] ; [15  6],[36.60240964 25.39759036] ; [12.39759036  8.60240964],0
a2,1,0.187654,1.735939,[ 7 58] ; [ 5 18],[ 8.86363636 56.13636364] ; [ 3.13636364 19.86363636],0
a5,1,0.189348,1.722683,[35 30] ; [16  7],[37.67045455 27.32954545] ; [13.32954545  9.67045455],0
v1,1,0.224765,1.473684,[18 45] ; [ 9 12],[20.25 42.75] ; [ 6.75 14.25],0
s3,1,0.277051,1.1815,[22 42] ; [10 11],[24.09411765 39.90588235] ; [ 7.90588235 13.09411765],0
u3,1,0.281077,1.161875,[ 8 17] ; [1 7],[ 6.81818182 18.18181818] ; [2.18181818 5.81818182],0
n4,1,0.304748,1.053299,[52 13] ; [16  7],[50.22727273 14.77272727] ; [17.77272727  5.22727273],0
s5,1,0.337943,0.918219,[ 8 57] ; [ 4 15],[ 9.28571429 55.71428571] ; [ 2.71428571 16.28571429],0
a1,1,0.339222,0.913371,[11 54] ; [ 2 21],[ 9.60227273 55.39772727] ; [ 3.39772727 19.60227273],0
a6,1,0.403966,0.696488,[33 32] ; [14  9],[34.71590909 30.28409091] ; [12.28409091 10.71590909],0
v3,1,0.414883,0.664764,[15 50] ; [ 7 15],[16.43678161 48.56321839] ; [ 5.56321839 16.43678161],0
n2,1,0.488313,0.480242,[23 12] ; [7 2],[23.86363636 11.13636364] ; [6.13636364 2.86363636],0
p1,1,0.520936,0.41204,[ 9 56] ; [ 2 21],[ 8.125 56.875] ; [ 2.875 20.125],0
d1,1,0.578967,0.307908,[24 41] ; [10 13],[25.11363636 39.88636364] ; [ 8.88636364 14.11363636],0
n3,1,0.598068,0.277919,[16 19] ; [5 4],[16.70454545 18.29545455] ; [4.29545455 4.70454545],0
d4,1,0.614277,0.253993,[40 24] ; [13 10],[38.98850575 25.01149425] ; [14.01149425  8.98850575],0
a7,1,0.640056,0.218669,[27 37] ; [11 12],[27.95402299 36.04597701] ; [10.04597701 12.95402299],0
s4,1,0.662719,0.190237,[12 53] ; [ 5 17],[12.70114943 52.29885057] ; [ 4.29885057 17.70114943],0
b4,1,0.693546,0.155274,[37 28] ; [12 11],[36.19318182 28.80681818] ; [12.80681818 10.19318182],0
a8,1,0.754919,0.097444,[ 4 56] ; [ 1 20],[ 3.7037037 56.2962963] ; [ 1.2962963 19.7037037],0
b2,1,0.765407,0.089035,[14 28] ; [ 6 10],[14.48275862 27.51724138] ; [ 5.51724138 10.48275862],0
b3,1,0.765407,0.089035,[14 28] ; [ 6 10],[14.48275862 27.51724138] ; [ 5.51724138 10.48275862],0
n1,1,0.808883,0.0585,[14 21] ; [4 5],[14.31818182 20.68181818] ; [3.68181818 5.31818182],0
a3,1,0.816695,0.05373,[40 24] ; [15  8],[40.45977011 23.54022989] ; [14.54022989  8.45977011],0
d2,1,0.833246,0.044327,[29 34] ; [10 13],[28.56976744 34.43023256] ; [10.43023256 12.56976744],0
d3,1,0.851481,0.035055,[31 34] ; [11 11],[31.37931034 33.62068966] ; [10.62068966 11.37931034],0
r1,1,0.96964,0.001449,[18 47] ; [ 6 16],[17.93103448 47.06896552] ; [ 6.06896552 15.93103448],0
