Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,8.3e-05,15.480616,[24 18] ; [37  2],[31.62962963 10.37037037] ; [29.37037037  9.62962963],1
u1,1,0.07861,3.093411,[ 1 41] ; [ 5 35],[ 3.07317073 38.92682927] ; [ 2.92682927 37.07317073],0
s4,1,0.087715,2.915822,[ 3 39] ; [ 8 32],[ 5.63414634 36.36585366] ; [ 5.36585366 34.63414634],0
v1,1,0.097324,2.748864,[14 27] ; [20 18],[17.64556962 23.35443038] ; [16.35443038 21.64556962],0
d1,1,0.124672,2.357622,[13 29] ; [19 21],[16.3902439 25.6097561] ; [15.6097561 24.3902439],0
u2,1,0.136519,2.216761,[7 8] ; [9 3],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
a4,1,0.154906,2.023264,[19 23] ; [12 28],[15.87804878 26.12195122] ; [15.12195122 24.87804878],0
d5,1,0.157014,2.002747,[25 17] ; [29 10],[28. 14.] ; [26. 13.],0
r2,1,0.18684,1.742358,[33  9] ; [34  4],[35.175  6.825] ; [31.825  6.175],0
b1,1,0.191105,1.709075,[27 15] ; [20 20],[24.07317073 17.92682927] ; [22.92682927 17.07317073],0
u3,1,0.193931,1.6875,[ 5 10] ; [7 5],[6.66666667 8.33333333] ; [5.33333333 6.66666667],0
a8,1,0.301992,1.065379,[ 6 34] ; [ 9 28],[ 7.79220779 32.20779221] ; [ 7.20779221 29.79220779],0
p6,1,0.322452,0.978977,[ 8 32] ; [11 26],[ 9.87012987 30.12987013] ; [ 9.12987013 27.87012987],0
v3,1,0.352332,0.865041,[12 29] ; [ 7 28],[10.25 30.75] ; [ 8.75 26.25],0
d2,1,0.392624,0.7308,[19 23] ; [14 25],[17.11111111 24.88888889] ; [15.88888889 23.11111111],0
a7,1,0.453532,0.56181,[25 17] ; [27 13],[26.63414634 15.36585366] ; [25.36585366 14.63414634],0
n1,1,0.456057,0.555556,[10  8] ; [5 7],[9. 9.] ; [6. 6.],0
s1,1,0.525896,0.402316,[ 1 39] ; [ 2 36],[ 1.53846154 38.46153846] ; [ 1.46153846 36.53846154],0
n4,1,0.54868,0.359687,[29 13] ; [30 10],[30.2195122 11.7804878] ; [28.7804878 11.2195122],0
p5,1,0.603219,0.270169,[ 2 39] ; [ 3 36],[ 2.5625 38.4375] ; [ 2.4375 36.5625],0
n3,1,0.625266,0.238535,[11  8] ; [8 4],[11.64516129  7.35483871] ; [7.35483871 4.64516129],0
a3,1,0.689427,0.159707,[27 14] ; [28 12],[27.83950617 13.16049383] ; [27.16049383 12.83950617],0
b4,1,0.829296,0.046485,[22 20] ; [20 20],[21.51219512 20.48780488] ; [20.48780488 19.51219512],0
a5,1,0.852492,0.034573,[25 17] ; [23 17],[24.58536585 17.41463415] ; [23.41463415 16.58536585],0
a2,1,0.92015,0.010049,[ 7 35] ; [ 7 33],[ 7.17073171 34.82926829] ; [ 6.82926829 33.17073171],0
p3,1,0.949267,0.004048,[10 31] ; [10 30],[10.12345679 30.87654321] ; [ 9.87654321 30.12345679],0
p12,1,0.971428,0.001283,[ 1 40] ; [ 1 38],[ 1.025 39.975] ; [ 0.975 38.025],0
a6,1,0.985775,0.000318,[29 13] ; [27 12],[29.03703704 12.96296296] ; [26.96296296 12.03703704],0
