Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,82.155661,[301 123] ; [ 56 123],[251.02487562 172.97512438] ; [105.97512438  73.02487562],1
u1,1,0.068802,3.311375,[ 97 331] ; [ 29 151],[ 88.69736842 339.30263158] ; [ 37.30263158 142.69736842],0
r3,1,0.070622,3.268495,[417   8] ; [171   8],[413.74172185  11.25827815] ; [174.25827815   4.74172185],0
b4,1,0.070633,3.268237,[242 186] ; [116  64],[252.01315789 175.98684211] ; [105.98684211  74.01315789],0
b5,1,0.075235,3.164935,[245 183] ; [117  63],[254.82894737 173.17105263] ; [107.17105263  72.82894737],0
b1,1,0.101522,2.681469,[168 260] ; [ 58 122],[159.09210526 268.90789474] ; [ 66.90789474 113.09210526],0
v2,1,0.11115,2.537793,[255 158] ; [94 78],[246.38803419 166.61196581] ; [102.61196581  69.38803419],0
v1,1,0.11805,2.443007,[250 170] ; [92 83],[241.41176471 178.58823529] ; [100.58823529  74.41176471],0
s4,1,0.118513,2.436864,[ 71 351] ; [ 21 157],[ 64.70666667 357.29333333] ; [ 27.29333333 150.70666667],0
v4,1,0.16406,1.9364,[414  10] ; [171   8],[411.34328358  12.65671642] ; [173.65671642   5.34328358],0
s2,1,0.18252,1.776988,[227 198] ; [83 92],[219.58333333 205.41666667] ; [90.41666667 84.58333333],0
n4,1,0.201059,1.634667,[349  78] ; [139  41],[343.28830313  83.71169687] ; [144.71169687  35.28830313],0
d1,1,0.211964,1.557963,[275 153] ; [106  74],[268.20394737 159.79605263] ; [112.79605263  67.20394737],0
a4,1,0.215817,1.531973,[208 218] ; [ 78 102],[201.04950495 224.95049505] ; [84.95049505 95.04950495],0
s3,1,0.227061,1.45918,[252 171] ; [96 81],[245.34 177.66] ; [102.66  74.34],0
d4,1,0.240478,1.377788,[368  58] ; [148  31],[363.3322314  62.6677686] ; [152.6677686  26.3322314],0
b3,1,0.264862,1.243166,[106 159] ; [34 67],[101.36612022 163.63387978] ; [38.63387978 62.36612022],0
b2,1,0.264862,1.243166,[106 159] ; [34 67],[101.36612022 163.63387978] ; [38.63387978 62.36612022],0
d3,1,0.282708,1.154026,[320 108] ; [127  53],[314.66447368 113.33552632] ; [132.33552632  47.66447368],0
s1,1,0.289622,1.121378,[ 10 413] ; [  7 171],[ 11.96505824 411.03494176] ; [  5.03494176 172.96505824],0
d2,1,0.303919,1.056921,[224 204] ; [85 93],[218.23762376 209.76237624] ; [90.76237624 87.23762376],0
n2,1,0.317946,0.997379,[55 17] ; [32 15],[52.63865546 19.36134454] ; [34.36134454 12.63865546],0
a7,1,0.374216,0.789617,[317 110] ; [139  40],[321.30693069 105.69306931] ; [134.69306931  44.30693069],0
d5,1,0.432618,0.615785,[362  65] ; [148  32],[358.76441516  68.23558484] ; [151.23558484  28.76441516],0
a6,1,0.548243,0.360475,[298 129] ; [130  50],[301.08072488 125.91927512] ; [126.91927512  53.08072488],0
n1,1,0.565322,0.330573,[23 48] ; [18 30],[24.46218487 46.53781513] ; [16.53781513 31.46218487],0
r2,1,0.608796,0.261932,[410  13] ; [173   7],[408.97014925  14.02985075] ; [174.02985075   5.97014925],0
u4,1,0.724122,0.124577,[  9 419] ; [  3 177],[  8.44736842 419.55263158] ; [  3.55263158 176.44736842],0
p12,1,0.726929,0.121951,[ 37 389] ; [ 14 165],[ 35.9107438 390.0892562] ; [ 15.0892562 163.9107438],0
u3,1,0.737257,0.112552,[57 38] ; [37 22],[57.98701299 37.01298701] ; [36.01298701 22.98701299],0
p1,1,0.799465,0.064536,[ 40 386] ; [ 18 161],[ 40.83966942 385.16033058] ; [ 17.16033058 161.83966942],0
u2,1,0.994736,4.4e-05,[54 41] ; [33 25],[54.01960784 40.98039216] ; [32.98039216 25.01960784],0
