Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000137,14.543274,[ 8 45] ; [16 13],[15.51219512 37.48780488] ; [ 8.48780488 20.51219512],1
d2,1,0.220799,1.49917,[20 33] ; [15 14],[22.62195122 30.37804878] ; [12.37804878 16.62195122],0
s1,1,0.222554,1.487824,[ 6 47] ; [ 1 28],[ 4.52439024 48.47560976] ; [ 2.47560976 26.52439024],0
a6,1,0.258582,1.276332,[26 27] ; [18 11],[28.43902439 24.56097561] ; [15.56097561 13.43902439],0
b5,1,0.258582,1.276332,[26 27] ; [18 11],[28.43902439 24.56097561] ; [15.56097561 13.43902439],0
p2,1,0.291092,1.114565,[32 21] ; [14 15],[29.73170732 23.26829268] ; [16.26829268 12.73170732],0
v1,1,0.370316,0.802605,[15 38] ; [11 18],[16.80487805 36.19512195] ; [ 9.19512195 19.80487805],0
n3,1,0.50482,0.444789,[15  7] ; [5 4],[14.19354839  7.80645161] ; [5.80645161 3.19354839],0
r2,1,0.536367,0.382314,[40 12] ; [24  5],[41.08641975 10.91358025] ; [22.91358025  6.08641975],0
r3,1,0.546278,0.364028,[45  8] ; [26  3],[45.8902439  7.1097561] ; [25.1097561  3.8902439],0
a7,1,0.631032,0.230663,[30 23] ; [18 11],[31.02439024 21.97560976] ; [16.97560976 12.02439024],0
p1,1,0.643934,0.213633,[ 3 49] ; [ 1 28],[ 2.56790123 49.43209877] ; [ 1.43209877 27.56790123],0
v4,1,0.671558,0.179785,[41 11] ; [24  5],[41.72839506 10.27160494] ; [23.27160494  5.72839506],0
b1,1,0.733436,0.11598,[29 24] ; [17 12],[29.73170732 23.26829268] ; [16.26829268 12.73170732],0
p7,1,0.771479,0.084356,[22 31] ; [13 16],[22.62195122 30.37804878] ; [12.37804878 16.62195122],0
n6,1,0.794985,0.067518,[24 29] ; [14 15],[24.56097561 28.43902439] ; [13.43902439 15.56097561],0
n1,1,0.816571,0.053804,[ 7 17] ; [3 6],[ 7.27272727 16.72727273] ; [2.72727273 6.27272727],0
r1,1,0.824491,0.049183,[36 17] ; [19 10],[35.54878049 17.45121951] ; [19.45121951  9.54878049],0
p10,1,0.855466,0.033178,[10 43] ; [ 5 24],[ 9.69512195 43.30487805] ; [ 5.30487805 23.69512195],0
a3,1,0.900625,0.015593,[30 23] ; [16 13],[29.73170732 23.26829268] ; [16.26829268 12.73170732],0
p6,1,0.907425,0.013523,[10 41] ; [ 6 23],[10.2 40.8] ; [ 5.8 23.2],0
u2,1,0.923096,0.009319,[12 11] ; [7 6],[12.13888889 10.86111111] ; [6.86111111 6.13888889],0
a4,1,0.962098,0.002258,[18 35] ; [10 19],[18.09756098 34.90243902] ; [ 9.90243902 19.09756098],0
