Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.9e-05,16.921985,[35 23] ; [ 92 197],[21.22766571 36.77233429] ; [105.77233429 183.22766571],1
b2,1,0.199221,1.648075,[ 7 23] ; [ 58 106],[10.05154639 19.94845361] ; [ 54.94845361 109.05154639],0
p10,1,0.202369,1.625197,[43 15] ; [188  99],[38.83478261 19.16521739] ; [192.16521739  94.83478261],0
n6,1,0.208344,1.582897,[47 12] ; [205  81],[43.09565217 15.90434783] ; [208.90434783  77.09565217],0
d5,1,0.211802,1.559064,[39 20] ; [214  75],[42.89367816 16.10632184] ; [210.10632184  78.89367816],0
d3,1,0.217801,1.5188,[39 20] ; [166 123],[34.75574713 24.24425287] ; [170.24425287 118.75574713],0
p1,1,0.239435,1.383919,[ 1 58] ; [ 15 272],[ 2.7283237 56.2716763] ; [ 13.2716763 273.7283237],0
d4,1,0.244371,1.355203,[41 18] ; [220  67],[44.50578035 14.49421965] ; [216.49421965  70.50578035],0
n1,1,0.335048,0.929286,[ 7 18] ; [35 56],[ 9.05172414 15.94827586] ; [32.94827586 58.05172414],0
a3,1,0.338889,0.914628,[35 24] ; [189  98],[38.19653179 20.80346821] ; [185.80346821 101.19653179],0
a7,1,0.347688,0.881879,[36 23] ; [194  94],[39.10662824 19.89337176] ; [190.89337176  97.10662824],0
n5,1,0.357265,0.847483,[34 25] ; [183 103],[37.11014493 21.88985507] ; [179.88985507 106.11014493],0
u3,1,0.396006,0.720421,[13 11] ; [45 56],[11.136 12.864] ; [46.864 54.136],0
p3,1,0.424902,0.636717,[ 9 50] ; [ 57 232],[11.18965517 47.81034483] ; [ 54.81034483 234.18965517],0
n3,1,0.458818,0.548776,[18  7] ; [57 32],[16.44736842  8.55263158] ; [58.55263158 30.44736842],0
p8,1,0.459998,0.545899,[14 44] ; [ 83 204],[16.30724638 41.69275362] ; [ 80.69275362 206.30724638],0
u1,1,0.47018,0.521553,[ 5 54] ; [ 34 256],[ 6.59312321 52.40687679] ; [ 32.40687679 257.59312321],0
p9,1,0.480641,0.497408,[43 14] ; [199  82],[40.81065089 16.18934911] ; [201.18934911  79.81065089],0
v4,1,0.492303,0.471488,[52  6] ; [246  39],[50.39067055  7.60932945] ; [247.60932945  37.39067055],0
p11,1,0.527365,0.399466,[38 21] ; [199  91],[40.06590258 18.93409742] ; [196.93409742  93.06590258],0
b5,1,0.527662,0.398892,[37 22] ; [169 121],[34.8252149 24.1747851] ; [171.1747851 118.8252149],0
a1,1,0.562035,0.336193,[ 2 57] ; [ 15 275],[ 2.8739255 56.1260745] ; [ 14.1260745 275.8739255],0
p2,1,0.668825,0.182979,[37 22] ; [189  99],[38.42651297 20.57348703] ; [187.57348703 100.42651297],0
v3,1,0.713593,0.134714,[17 41] ; [ 88 189],[18.17910448 39.82089552] ; [ 86.82089552 190.17910448],0
s8,1,0.741241,0.109039,[18 41] ; [ 82 207],[16.95402299 42.04597701] ; [ 83.04597701 205.95402299],0
v1,1,0.774893,0.081785,[22 37] ; [110 170],[22.97345133 36.02654867] ; [109.02654867 170.97345133],0
p12,1,0.800018,0.064173,[ 2 56] ; [ 12 276],[ 2.34682081 55.65317919] ; [ 11.65317919 276.34682081],0
r4,1,0.814534,0.055028,[46 13] ; [222  68],[45.30659026 13.69340974] ; [222.69340974  67.30659026],0
u2,1,0.851733,0.034935,[11 13] ; [47 51],[11.40983607 12.59016393] ; [46.59016393 51.40983607],0
p7,1,0.902646,0.014962,[22 36] ; [109 172],[22.41297935 35.58702065] ; [108.58702065 172.41297935],0
r3,1,0.955274,0.003145,[51  8] ; [248  38],[51.13333333  7.86666667] ; [247.86666667  38.13333333],0
n2,1,0.963628,0.002079,[17  8] ; [63 29],[17.09401709  7.90598291] ; [62.90598291 29.09401709],0
v2,1,0.970036,0.001411,[26 30] ; [126 147],[25.87234043 30.12765957] ; [126.12765957 146.87234043],0
r2,1,0.975603,0.000935,[52  6] ; [255  29],[52.06432749  5.93567251] ; [254.93567251  29.06432749],0
s1,1,0.989098,0.000187,[ 2 56] ; [ 10 277],[ 2.0173913 55.9826087] ; [  9.9826087 277.0173913],0
