Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2.6e-05,17.70011,[53 19] ; [20 35],[41.38582677 30.61417323] ; [31.61417323 23.38582677],1
p3,1,0.336978,0.921895,[18 53] ; [10 45],[15.77777778 55.22222222] ; [12.22222222 42.77777778],0
b1,1,0.346991,0.88443,[23 49] ; [22 33],[25.51181102 46.48818898] ; [19.48818898 35.51181102],0
r4,1,0.376988,0.7805,[56 16] ; [39 16],[53.85826772 18.14173228] ; [41.14173228 13.85826772],0
u2,1,0.38877,0.742785,[10  9] ; [22 12],[11.47169811  7.52830189] ; [20.52830189 13.47169811],0
p5,1,0.444658,0.584232,[ 3 68] ; [ 1 54],[ 2.25396825 68.74603175] ; [ 1.74603175 53.25396825],0
b2,1,0.492806,0.470394,[15 28] ; [10 13],[16.28787879 26.71212121] ; [ 8.71212121 14.28787879],0
b3,1,0.492806,0.470394,[15 28] ; [10 13],[16.28787879 26.71212121] ; [ 8.71212121 14.28787879],0
p11,1,0.498678,0.457749,[41 31] ; [28 27],[39.11811024 32.88188976] ; [29.88188976 25.11811024],0
p10,1,0.503116,0.448357,[39 33] ; [25 27],[37.16129032 34.83870968] ; [26.83870968 25.16129032],0
s8,1,0.51147,0.431058,[16 56] ; [15 40],[17.57480315 54.42519685] ; [13.42519685 41.57480315],0
p6,1,0.525375,0.403329,[ 9 62] ; [ 5 50],[ 7.88888889 63.11111111] ; [ 6.11111111 48.88888889],0
p8,1,0.555574,0.347426,[15 57] ; [ 9 45],[13.71428571 58.28571429] ; [10.28571429 43.71428571],0
n6,1,0.577541,0.310227,[37 35] ; [31 24],[38.5511811 33.4488189] ; [29.4488189 25.5511811],0
n1,1,0.607391,0.263992,[ 8 19] ; [ 7 12],[ 8.80434783 18.19565217] ; [ 6.19565217 12.80434783],0
r3,1,0.62292,0.241785,[66  6] ; [49  6],[65.19685039  6.80314961] ; [49.80314961  5.19685039],0
s3,1,0.638261,0.221024,[31 41] ; [21 33],[29.71428571 42.28571429] ; [22.28571429 31.71428571],0
s4,1,0.709618,0.138659,[15 57] ; [10 45],[14.17322835 57.82677165] ; [10.82677165 44.17322835],0
a1,1,0.724215,0.12449,[ 2 70] ; [ 1 54],[ 1.7007874 70.2992126] ; [ 1.2992126 53.7007874],0
p12,1,0.72693,0.12195,[ 2 69] ; [ 1 53],[ 1.704 69.296] ; [ 1.296 52.704],0
s1,1,0.734635,0.114898,[ 3 69] ; [ 3 52],[ 3.4015748 68.5984252] ; [ 2.5984252 52.4015748],0
n2,1,0.805348,0.060729,[16 11] ; [10  8],[15.6 11.4] ; [10.4  7.6],0
p9,1,0.807047,0.059652,[43 28] ; [32 19],[43.64754098 27.35245902] ; [31.35245902 19.64754098],0
p2,1,0.82394,0.049497,[42 30] ; [31 24],[41.38582677 30.61417323] ; [31.61417323 23.38582677],0
v4,1,0.882814,0.021728,[60 11] ; [47  8],[60.29365079 10.70634921] ; [46.70634921  8.29365079],0
s5,1,0.900779,0.015544,[17 51] ; [12 38],[16.71186441 51.28813559] ; [12.28813559 37.71186441],0
a8,1,0.926522,0.008505,[ 4 62] ; [ 3 50],[ 3.88235294 62.11764706] ; [ 3.11764706 49.88235294],0
p1,1,0.960266,0.002482,[ 5 66] ; [ 4 51],[ 5.07142857 65.92857143] ; [ 3.92857143 51.07142857],0
d3,1,0.976595,0.000861,[46 26] ; [35 20],[45.92125984 26.07874016] ; [35.07874016 19.92125984],0
u3,1,0.982563,0.000478,[12  7] ; [22 13],[11.96296296  7.03703704] ; [22.03703704 12.96296296],0
a7,1,0.992572,8.7e-05,[51 21] ; [39 16],[51.02362205 20.97637795] ; [38.97637795 16.02362205],0
