Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000201,13.823005,[ 9 24] ; [29 12],[16.94594595 16.05405405] ; [21.05405405 19.94594595],1
p1,1,0.781109,0.077214,[ 3 30] ; [ 3 38],[ 2.67567568 30.32432432] ; [ 3.32432432 37.67567568],0
r4,1,0.800108,0.064114,[25  8] ; [30 11],[24.52702703  8.47297297] ; [30.47297297 10.52702703],0
p12,1,0.818022,0.052941,[ 2 30] ; [ 2 38],[ 1.77777778 30.22222222] ; [ 2.22222222 37.77777778],0
r3,1,0.823054,0.050005,[31  2] ; [39  2],[31.21621622  1.78378378] ; [38.78378378  2.21621622],0
d2,1,0.856968,0.032484,[13 20] ; [17 24],[13.37837838 19.62162162] ; [16.62162162 24.37837838],0
s1,1,0.858603,0.031738,[ 1 31] ; [ 1 40],[ 0.87671233 31.12328767] ; [ 1.12328767 39.87671233],0
a1,1,0.876103,0.024308,[ 1 32] ; [ 1 40],[ 0.89189189 32.10810811] ; [ 1.10810811 39.89189189],0
a7,1,0.881929,0.02206,[22 11] ; [28 13],[22.2972973 10.7027027] ; [27.7027027 13.2972973],0
u2,1,0.905565,0.014074,[8 2] ; [7 2],[7.89473684 2.10526316] ; [7.10526316 1.89473684],0
n1,1,0.915759,0.011189,[4 7] ; [5 8],[4.125 6.875] ; [4.875 8.125],0
s5,1,0.934513,0.006752,[ 7 23] ; [ 9 31],[ 6.85714286 23.14285714] ; [ 9.14285714 30.85714286],0
s3,1,0.969021,0.001508,[15 18] ; [18 22],[14.91780822 18.08219178] ; [18.08219178 21.91780822],0
