Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,79.393883,[ 54 123] ; [263 109],[102.20218579  74.79781421] ; [214.79781421 157.20218579],1
u3,1,0.330057,0.948675,[45 22] ; [53 36],[42.08974359 24.91025641] ; [55.91025641 33.08974359],0
d3,1,0.358257,0.843995,[137  42] ; [299  75],[141.1283906  37.8716094] ; [294.8716094  79.1283906],0
d1,1,0.366707,0.814792,[106  73] ; [237 138],[110.82490975  68.17509025] ; [232.17509025 142.82490975],0
p1,1,0.436489,0.605496,[ 14 164] ; [ 37 336],[ 16.47549909 161.52450091] ; [ 34.52450091 338.47549909],0
b5,1,0.52184,0.410255,[120  59] ; [241 134],[116.64079422  62.35920578] ; [244.35920578 130.64079422],0
b2,1,0.530044,0.394308,[28 57] ; [ 86 148],[30.37617555 54.62382445] ; [ 83.62382445 150.37617555],0
b3,1,0.530044,0.394308,[28 57] ; [ 86 148],[30.37617555 54.62382445] ; [ 83.62382445 150.37617555],0
d2,1,0.587546,0.294193,[82 96] ; [182 193],[84.97649186 93.02350814] ; [179.02350814 195.97649186],0
d5,1,0.653931,0.200979,[153  26] ; [315  60],[151.21299639  27.78700361] ; [316.78700361  58.21299639],0
s3,1,0.664073,0.188614,[96 80] ; [208 160],[98.35294118 77.64705882] ; [205.64705882 162.35294118],0
n2,1,0.693988,0.154802,[35 13] ; [48 15],[35.89189189 12.10810811] ; [47.10810811 15.89189189],0
s2,1,0.704883,0.143442,[88 87] ; [193 178],[90.06410256 84.93589744] ; [190.93589744 180.06410256],0
s4,1,0.809209,0.058296,[ 29 149] ; [ 57 311],[ 28.03663004 149.96336996] ; [ 57.96336996 310.03663004],0
u2,1,0.814184,0.05524,[37 29] ; [51 37],[37.71428571 28.28571429] ; [50.28571429 37.71428571],0
u4,1,0.871641,0.026106,[  3 176] ; [  7 367],[  3.23688969 175.76311031] ; [  6.76311031 367.23688969],0
d4,1,0.90691,0.013674,[152  27] ; [317  58],[151.53610108  27.46389892] ; [317.46389892  57.53610108],0
