Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,1e-06,24.473939,[75 34] ; [ 9 30],[61.86486486 47.13513514] ; [22.13513514 16.86486486],1
s4,1,0.401502,0.703822,[17 91] ; [ 4 35],[15.42857143 92.57142857] ; [ 5.57142857 33.42857143],0
n1,1,0.491251,0.473785,[15 16] ; [4 7],[14.02380952 16.97619048] ; [4.97619048 6.02380952],0
p9,1,0.492422,0.47123,[88 20] ; [29  9],[86.54794521 21.45205479] ; [30.45205479  7.54794521],0
v1,1,0.493926,0.467962,[56 48] ; [18 20],[54.1971831 49.8028169] ; [19.8028169 18.1971831],0
u3,1,0.551552,0.354544,[19  9] ; [15 10],[17.96226415 10.03773585] ; [16.03773585  8.96226415],0
r4,1,0.566151,0.329166,[97 13] ; [33  6],[95.97315436 14.02684564] ; [34.02684564  4.97315436],0
p12,1,0.566206,0.329072,[12 98] ; [ 3 36],[11.0738255 98.9261745] ; [ 3.9261745 35.0738255],0
p6,1,0.572795,0.318029,[27 81] ; [ 8 31],[25.71428571 82.28571429] ; [ 9.28571429 29.71428571],0
p3,1,0.612894,0.255983,[62 47] ; [24 15],[63.33783784 45.66216216] ; [22.66216216 16.33783784],0
r3,1,0.614245,0.254039,[104   6] ; [36  3],[103.3557047   6.6442953] ; [36.6442953  2.3557047],0
b4,1,0.651641,0.203838,[66 44] ; [25 14],[67.18120805 42.81879195] ; [23.81879195 15.18120805],0
s8,1,0.712051,0.136237,[48 60] ; [16 23],[47.02040816 60.97959184] ; [16.97959184 22.02040816],0
u2,1,0.728062,0.120899,[17 11] ; [14 11],[16.37735849 11.62264151] ; [14.62264151 10.37735849],0
a8,1,0.779606,0.078306,[ 9 86] ; [ 4 32],[ 9.42748092 85.57251908] ; [ 3.57251908 32.42748092],0
v4,1,0.780811,0.07743,[103   7] ; [37  2],[103.3557047   6.6442953] ; [36.6442953  2.3557047],0
n6,1,0.790239,0.070756,[94 16] ; [34  5],[94.4966443 15.5033557] ; [33.5033557  5.4966443],0
b1,1,0.831894,0.04506,[43 67] ; [16 23],[43.55704698 66.44295302] ; [15.44295302 23.55704698],0
v3,1,0.939231,0.005812,[37 70] ; [12 22],[37.18439716 69.81560284] ; [11.81560284 22.18439716],0
p2,1,0.958223,0.002744,[87 23] ; [31  8],[87.11409396 22.88590604] ; [30.88590604  8.11409396],0
s5,1,0.962329,0.002231,[29 74] ; [10 25],[29.10869565 73.89130435] ; [ 9.89130435 25.10869565],0
p1,1,0.963529,0.002091,[11 99] ; [ 4 35],[11.0738255 98.9261745] ; [ 3.9261745 35.0738255],0
