Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,46.869554,[131  30] ; [78 95],[100.74550898  60.25449102] ; [108.25449102  64.74550898],1
b5,1,0.286443,1.136266,[89 75] ; [105  70],[93.85250737 70.14749263] ; [100.14749263  74.85250737],0
d4,1,0.310548,1.028342,[139  24] ; [142  33],[135.51183432  27.48816568] ; [145.48816568  29.51183432],0
b1,1,0.371336,0.79919,[68 96] ; [81 94],[72.08259587 91.91740413] ; [76.91740413 98.08259587],0
a6,1,0.43358,0.613213,[111  52] ; [126  49],[114.29289941  48.70710059] ; [122.70710059  52.29289941],0
s3,1,0.438286,0.600766,[98 64] ; [98 76],[94.5 67.5] ; [101.5  72.5],0
a8,1,0.442855,0.588875,[ 24 124] ; [ 21 139],[ 21.62337662 126.37662338] ; [ 23.37662338 136.62337662],0
s2,1,0.453357,0.562246,[89 73] ; [89 86],[85.56676558 76.43323442] ; [92.43323442 82.56676558],0
b2,1,0.544425,0.367399,[46 62] ; [44 70],[43.78378378 64.21621622] ; [46.21621622 67.78378378],0
b3,1,0.544425,0.367399,[46 62] ; [44 70],[43.78378378 64.21621622] ; [46.21621622 67.78378378],0
u3,1,0.581611,0.303638,[23 13] ; [29 21],[21.76744186 14.23255814] ; [30.23255814 19.76744186],0
u2,1,0.582931,0.30152,[21 14] ; [27 23],[19.76470588 15.23529412] ; [28.23529412 21.76470588],0
a4,1,0.612497,0.256555,[79 84] ; [80 95],[76.67751479 86.32248521] ; [82.32248521 92.67751479],0
p4,1,0.69977,0.148712,[133  31] ; [139  36],[131.58702065  32.41297935] ; [140.41297935  34.58702065],0
r2,1,0.722645,0.125973,[155   8] ; [163  10],[154.26785714   8.73214286] ; [163.73214286   9.26785714],0
d3,1,0.749916,0.101601,[116  48] ; [121  54],[114.65486726  49.34513274] ; [122.34513274  52.65486726],0
p6,1,0.779784,0.078177,[91 71] ; [94 78],[89.73053892 72.26946108] ; [95.26946108 76.73053892],0
s6,1,0.791084,0.070174,[112  47] ; [122  48],[113.0881459  45.9118541] ; [120.9118541  49.0881459],0
s1,1,0.818052,0.052923,[  4 159] ; [  5 170],[  4.34023669 158.65976331] ; [  4.65976331 170.34023669],0
p8,1,0.828821,0.046748,[122  41] ; [132  42],[122.85459941  40.14540059] ; [131.14540059  42.85459941],0
u1,1,0.845898,0.037774,[ 38 126] ; [ 39 136],[ 37.25073746 126.74926254] ; [ 39.74926254 135.25073746],0
a7,1,0.870959,0.026387,[117  46] ; [127  48],[117.66863905  45.33136095] ; [126.33136095  48.66863905],0
a2,1,0.893017,0.018087,[ 47 117] ; [ 49 126],[ 46.44247788 117.55752212] ; [ 49.55752212 125.44247788],0
n3,1,0.929018,0.007935,[15  4] ; [24  6],[15.12244898  3.87755102] ; [23.87755102  6.12244898],0
d2,1,0.963685,0.002073,[83 81] ; [89 86],[83.20943953 80.79056047] ; [88.79056047 86.20943953],0
b4,1,0.98557,0.000327,[92 72] ; [98 77],[91.91740413 72.08259587] ; [98.08259587 76.91740413],0
n1,1,0.990097,0.000154,[ 7 12] ; [11 19],[ 6.97959184 12.02040816] ; [11.02040816 18.97959184],0
