Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000148,14.392809,[93 22] ; [14 16],[84.86206897 30.13793103] ; [22.13793103  7.86206897],1
v1,1,0.31229,1.020966,[61 53] ; [12 16],[58.6056338 55.3943662] ; [14.3943662 13.6056338],0
r3,1,0.333609,0.934836,[109   6] ; [27  3],[107.86206897   7.13793103] ; [28.13793103  1.86206897],0
p8,1,0.35036,0.872152,[44 68] ; [ 9 21],[41.8028169 70.1971831] ; [11.1971831 18.8028169],0
a4,1,0.375538,0.785256,[48 69] ; [15 15],[50.14285714 66.85714286] ; [12.85714286 17.14285714],0
p10,1,0.376583,0.781828,[92 22] ; [22  8],[90.25 23.75] ; [23.75  6.25],0
b4,1,0.383674,0.758898,[65 52] ; [14 16],[62.87755102 54.12244898] ; [16.12244898 13.87755102],0
s1,1,0.392364,0.731604,[  9 107] ; [ 1 29],[  7.94520548 108.05479452] ; [ 2.05479452 27.94520548],0
n5,1,0.397716,0.715221,[82 33] ; [19 11],[80.10344828 34.89655172] ; [20.89655172  9.10344828],0
a5,1,0.398339,0.713336,[87 30] ; [20 10],[85.16326531 31.83673469] ; [21.83673469  8.16326531],0
d4,1,0.414124,0.666929,[93 23] ; [26  4],[94.54794521 21.45205479] ; [24.45205479  5.54794521],0
d5,1,0.480574,0.49756,[92 24] ; [22  8],[90.57534247 25.42465753] ; [23.42465753  6.57534247],0
n4,1,0.49265,0.470732,[90 26] ; [25  5],[91.36986301 24.63013699] ; [23.63013699  6.36986301],0
u2,1,0.522903,0.408163,[12  9] ; [4 5],[11.2  9.8] ; [4.8 4.2],0
s4,1,0.567461,0.32695,[29 87] ; [ 6 24],[27.80821918 88.19178082] ; [ 7.19178082 22.80821918],0
r2,1,0.575842,0.313006,[109   5] ; [27  2],[108.41958042   5.58041958] ; [27.58041958  1.41958042],0
a1,1,0.58292,0.301538,[  5 112] ; [ 2 28],[  5.57142857 111.42857143] ; [ 1.42857143 28.57142857],0
p1,1,0.637849,0.221567,[ 11 106] ; [ 2 28],[ 10.34693878 106.65306122] ; [ 2.65306122 27.34693878],0
d1,1,0.645012,0.212247,[64 53] ; [15 15],[62.87755102 54.12244898] ; [16.12244898 13.87755102],0
u1,1,0.655889,0.198556,[23 94] ; [ 7 23],[23.87755102 93.12244898] ; [ 6.12244898 23.87755102],0
u3,1,0.681867,0.168032,[17  6] ; [6 3],[16.53125  6.46875] ; [6.46875 2.53125],0
p2,1,0.716996,0.131389,[82 35] ; [20 10],[81.18367347 35.81632653] ; [20.81632653  9.18367347],0
p6,1,0.756546,0.096112,[28 85] ; [ 8 21],[28.64788732 84.35211268] ; [ 7.35211268 21.64788732],0
p3,1,0.772813,0.083346,[32 85] ; [ 9 21],[32.63265306 84.36734694] ; [ 8.36734694 21.63265306],0
n3,1,0.843778,0.038834,[22 11] ; [7 3],[22.25581395 10.74418605] ; [6.74418605 3.25581395],0
v3,1,0.847357,0.037053,[49 64] ; [12 17],[48.54225352 64.45774648] ; [12.45774648 16.54225352],0
p5,1,0.897888,0.016469,[  7 109] ; [ 2 28],[  7.15068493 108.84931507] ; [ 1.84931507 28.15068493],0
p11,1,0.940155,0.005636,[85 32] ; [22  8],[85.16326531 31.83673469] ; [21.83673469  8.16326531],0
a8,1,0.9501,0.003916,[20 85] ; [ 5 22],[19.88636364 85.11363636] ; [ 5.11363636 21.88636364],0
d3,1,0.958959,0.002648,[69 47] ; [18 12],[69.12328767 46.87671233] ; [17.87671233 12.12328767],0
d2,1,0.991024,0.000127,[54 62] ; [14 16],[54.02739726 61.97260274] ; [13.97260274 16.02739726],0
n2,1,1.0,0.0,[27  6] ; [9 2],[27.  6.] ; [9. 2.],0
