Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.004585,8.036218,[40  7] ; [13 11],[35.08450704 11.91549296] ; [17.91549296  6.08450704],0
s5,1,0.250243,1.321949,[ 6 41] ; [ 1 23],[ 4.63380282 42.36619718] ; [ 2.36619718 21.63380282],0
a5,1,0.288844,1.125,[14 34] ; [10 14],[16. 32.] ; [ 8. 16.],0
p10,1,0.32433,0.971405,[30 18] ; [11 11],[28.11428571 19.88571429] ; [12.88571429  9.11428571],0
d2,1,0.344465,0.893744,[11 37] ; [ 8 16],[12.66666667 35.33333333] ; [ 6.33333333 17.66666667],0
b1,1,0.40393,0.696594,[21 27] ; [13 11],[22.66666667 25.33333333] ; [11.33333333 12.66666667],0
b4,1,0.404475,0.694981,[25 23] ; [10 14],[23.33333333 24.66666667] ; [11.66666667 12.33333333],0
v1,1,0.45675,0.553846,[12 36] ; [ 8 16],[13.33333333 34.66666667] ; [ 6.66666667 17.33333333],0
a6,1,0.504821,0.444788,[22 26] ; [13 11],[23.33333333 24.66666667] ; [11.66666667 12.33333333],0
s8,1,0.538167,0.378947,[11 37] ; [ 4 20],[10. 38.] ; [ 5. 19.],0
a3,1,0.605577,0.266667,[17 31] ; [10 14],[18. 30.] ; [ 9. 15.],0
d1,1,0.61209,0.257143,[ 1 47] ; [ 1 23],[ 1.33333333 46.66666667] ; [ 0.66666667 23.33333333],0
u3,1,0.653977,0.200923,[ 9 22] ; [5 9],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
a7,1,0.681985,0.1679,[20 27] ; [ 9 15],[19.1971831 27.8028169] ; [ 9.8028169 14.1971831],0
v2,1,0.693168,0.155677,[11 37] ; [ 6 16],[11.65714286 36.34285714] ; [ 5.34285714 16.65714286],0
n3,1,0.711011,0.137269,[13  4] ; [7 3],[12.59259259  4.40740741] ; [7.40740741 2.59259259],0
a2,1,0.716005,0.132353,[ 3 45] ; [ 1 23],[ 2.66666667 45.33333333] ; [ 1.33333333 22.66666667],0
d3,1,0.767223,0.087622,[ 9 37] ; [ 4 20],[ 8.54285714 37.45714286] ; [ 4.45714286 19.54285714],0
r2,1,0.810756,0.057337,[34 13] ; [18  6],[34.42253521 12.57746479] ; [17.57746479  6.42253521],0
s4,1,0.828483,0.046936,[ 9 39] ; [ 4 20],[ 8.66666667 39.33333333] ; [ 4.33333333 19.66666667],0
a4,1,0.833232,0.044335,[ 9 39] ; [ 5 19],[ 9.33333333 38.66666667] ; [ 4.66666667 19.33333333],0
n2,1,0.952092,0.00361,[10  7] ; [6 4],[10.07407407  6.92592593] ; [5.92592593 4.07407407],0
p5,1,0.971672,0.001261,[ 2 46] ; [ 1 22],[ 2.02816901 45.97183099] ; [ 0.97183099 22.02816901],0
n4,1,1.0,0.0,[28 20] ; [14 10],[28. 20.] ; [14. 10.],0
