Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1.8e-05,18.426112,[46 22] ; [25 53],[33.06849315 34.93150685] ; [37.93150685 40.06849315],1
s3,1,0.370771,0.801079,[36 33] ; [34 42],[33.31034483 35.68965517] ; [36.68965517 39.31034483],0
p7,1,0.42951,0.624149,[26 42] ; [34 42],[28.33333333 39.66666667] ; [31.66666667 44.33333333],0
n6,1,0.457534,0.551921,[49 18] ; [54 26],[46.94557823 20.05442177] ; [56.05442177 23.94557823],0
n1,1,0.481361,0.495779,[ 8 11] ; [10 21],[ 6.84 12.16] ; [11.16 19.84],0
p1,1,0.568357,0.32544,[ 7 62] ; [ 6 74],[ 6.02013423 62.97986577] ; [ 6.97986577 73.02013423],0
n3,1,0.57921,0.307514,[13  5] ; [20 11],[12.12244898  5.87755102] ; [20.87755102 10.12244898],0
p9,1,0.605409,0.266915,[49 18] ; [54 24],[47.59310345 19.40689655] ; [55.40689655 22.59310345],0
s1,1,0.683263,0.166475,[ 4 63] ; [ 6 72],[ 4.62068966 62.37931034] ; [ 5.37931034 72.62068966],0
u2,1,0.721236,0.127312,[11 12] ; [23 30],[10.28947368 12.71052632] ; [23.71052632 29.28947368],0
p2,1,0.730788,0.118389,[45 24] ; [50 30],[43.99328859 25.00671141] ; [51.00671141 28.99328859],0
a1,1,0.829581,0.046328,[ 4 65] ; [ 4 76],[ 3.70469799 65.29530201] ; [ 4.29530201 75.70469799],0
b5,1,0.871618,0.026116,[38 31] ; [43 37],[37.51006711 31.48993289] ; [43.48993289 36.51006711],0
p12,1,0.879057,0.023154,[ 2 66] ; [ 2 77],[ 1.85034014 66.14965986] ; [ 2.14965986 76.85034014],0
s4,1,0.9326,0.007153,[11 58] ; [13 66],[11.18918919 57.81081081] ; [12.81081081 66.18918919],0
