Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,71.328173,[162  97] ; [ 34 131],[119.72641509 139.27358491] ; [76.27358491 88.72641509],1
a1,1,0.203258,1.618807,[ 17 248] ; [  6 161],[ 14.1087963 250.8912037] ; [  8.8912037 158.1087963],0
r3,1,0.215379,1.5349,[256   8] ; [157   9],[253.5627907  10.4372093] ; [159.4372093   6.5627907],0
s8,1,0.256598,1.287018,[141 121] ; [80 86],[135.28504673 126.71495327] ; [85.71495327 80.28504673],0
s5,1,0.28134,1.160603,[110 149] ; [ 61 103],[104.70212766 154.29787234] ; [66.29787234 97.70212766],0
a4,1,0.293536,1.103331,[125 139] ; [70 96],[119.72093023 144.27906977] ; [75.27906977 90.72093023],0
u4,1,0.306203,1.046984,[  7 258] ; [  2 165],[  5.52083333 259.47916667] ; [  3.47916667 163.52083333],0
s3,1,0.407429,0.686289,[152 110] ; [103  63],[156.09813084 105.90186916] ; [98.90186916 67.09813084],0
n3,1,0.407583,0.68584,[32 10] ; [23 11],[30.39473684 11.60526316] ; [24.60526316  9.39473684],0
p2,1,0.460082,0.545694,[236  28] ; [152  14],[238.21395349  25.78604651] ; [149.78604651  16.21395349],0
v4,1,0.477892,0.50367,[254   9] ; [159   8],[252.60232558  10.39767442] ; [160.39767442   6.60232558],0
a8,1,0.495144,0.465329,[ 47 191] ; [ 26 127],[ 44.43478261 193.56521739] ; [ 28.56521739 124.43478261],0
r4,1,0.495765,0.463989,[246  19] ; [152  15],[244.14351852  20.85648148] ; [153.85648148  13.14351852],0
n2,1,0.527737,0.398746,[34  7] ; [27  8],[32.90789474  8.09210526] ; [28.09210526  6.90789474],0
d5,1,0.576992,0.311123,[223  41] ; [136  29],[220.92307692  43.07692308] ; [138.07692308  26.92307692],0
p5,1,0.595168,0.282345,[ 47 218] ; [ 26 139],[ 44.98837209 220.01162791] ; [ 28.01162791 136.98837209],0
n4,1,0.68084,0.169182,[238  27] ; [147  19],[236.71693735  28.28306265] ; [148.28306265  17.71693735],0
p12,1,0.706794,0.1415,[ 25 238] ; [ 14 152],[ 23.90909091 239.09090909] ; [ 15.09090909 150.90909091],0
b2,1,0.71848,0.129954,[ 69 108] ; [42 60],[ 70.41935484 106.58064516] ; [40.58064516 61.41935484],0
b3,1,0.71848,0.129954,[ 69 108] ; [42 60],[ 70.41935484 106.58064516] ; [40.58064516 61.41935484],0
u3,1,0.727395,0.121517,[32 27] ; [27 26],[31.08035714 27.91964286] ; [27.91964286 25.08035714],0
s6,1,0.759982,0.093333,[187  73] ; [118  43],[188.36104513  71.63895487] ; [116.63895487  44.36104513],0
p4,1,0.764998,0.089356,[194  69] ; [121  46],[192.6627907  70.3372093] ; [122.3372093  44.6627907],0
s2,1,0.792633,0.069113,[146 117] ; [90 76],[144.68065268 118.31934732] ; [91.31934732 74.68065268],0
r2,1,0.840793,0.040352,[248  13] ; [157   9],[247.55269321  13.44730679] ; [157.44730679   8.55269321],0
p6,1,0.856581,0.032663,[136 128] ; [87 79],[136.91162791 127.08837209] ; [86.08837209 79.91162791],0
p8,1,0.860227,0.031006,[184  77] ; [115  50],[183.19014085  77.80985915] ; [115.80985915  49.19014085],0
s1,1,0.908943,0.013081,[  6 257] ; [  4 159],[  6.17370892 256.82629108] ; [  3.82629108 159.17370892],0
n6,1,0.963641,0.002078,[238  25] ; [150  16],[237.86480186  25.13519814] ; [150.13519814  15.86480186],0
u2,1,0.972208,0.001214,[31 26] ; [29 24],[31.09090909 25.90909091] ; [28.90909091 24.09090909],0
b5,1,0.984523,0.000376,[151 114] ; [95 72],[150.90277778 114.09722222] ; [95.09722222 71.90277778],0
p1,1,0.994251,5.2e-05,[ 24 241] ; [ 15 151],[ 23.97911833 241.02088167] ; [ 15.02088167 150.97911833],0
