Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.014144,6.020067,[ 9 36] ; [14 16],[13.8 31.2] ; [ 9.2 20.8],0
b4,1,0.685989,0.163461,[27 19] ; [19 11],[27.84210526 18.15789474] ; [18.15789474 11.84210526],0
d4,1,0.70778,0.140504,[34 11] ; [23  6],[34.66216216 10.33783784] ; [22.33783784  6.66216216],0
n5,1,0.715493,0.132852,[31 15] ; [19 11],[30.26315789 15.73684211] ; [19.73684211 10.26315789],0
b5,1,0.747002,0.104067,[29 17] ; [20 10],[29.65789474 16.34210526] ; [19.34210526 10.65789474],0
a1,1,0.748493,0.102802,[ 4 42] ; [ 2 28],[ 3.63157895 42.36842105] ; [ 2.36842105 27.63157895],0
v2,1,0.758639,0.094414,[25 20] ; [16 11],[25.625 19.375] ; [15.375 11.625],0
a2,1,0.7743,0.082228,[ 8 38] ; [ 6 24],[ 8.47368421 37.52631579] ; [ 5.52631579 24.47368421],0
p3,1,0.782064,0.076524,[16 30] ; [11 18],[16.56 29.44] ; [10.44 18.56],0
s3,1,0.801406,0.063266,[37  9] ; [24  5],[37.41333333  8.58666667] ; [23.58666667  5.41333333],0
p7,1,0.834041,0.043899,[19 24] ; [14 16],[19.43835616 23.56164384] ; [13.56164384 16.43835616],0
p11,1,0.896428,0.016945,[30 16] ; [20 10],[30.26315789 15.73684211] ; [19.73684211 10.26315789],0
b3,1,0.902995,0.014854,[10 20] ; [ 7 13],[10.2 19.8] ; [ 6.8 13.2],0
b2,1,0.902995,0.014854,[10 20] ; [ 7 13],[10.2 19.8] ; [ 6.8 13.2],0
a8,1,0.917461,0.01074,[ 5 40] ; [ 3 26],[ 4.86486486 40.13513514] ; [ 3.13513514 25.86486486],0
d1,1,0.92118,0.009791,[24 22] ; [16 14],[24.21052632 21.78947368] ; [15.78947368 14.21052632],0
r3,1,0.980126,0.000621,[43  3] ; [28  2],[42.97368421  3.02631579] ; [28.02631579  1.97368421],0
p4,1,0.994877,4.1e-05,[19 27] ; [12 17],[19.01333333 26.98666667] ; [11.98666667 17.01333333],0
n2,1,1.0,0.0,[12  3] ; [8 2],[12.  3.] ; [8. 2.],0
s1,1,1.0,0.0,[ 6 39] ; [ 4 26],[ 6. 39.] ; [ 4. 26.],0
