Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.6e-05,15.935906,[317 144] ; [74  8],[331.95395948 129.04604052] ; [59.04604052 22.95395948],1
v4,1,0.682946,0.166828,[451  15] ; [82  2],[451.59636364  14.40363636] ; [81.40363636  2.59636364],0
r4,1,0.704722,0.143606,[447  21] ; [81  3],[447.65217391  20.34782609] ; [80.34782609  3.65217391],0
d4,1,0.712225,0.136065,[387  75] ; [69 15],[385.84615385  76.15384615] ; [70.15384615 13.84615385],0
p10,1,0.726943,0.121937,[394  68] ; [72 11],[395.03119266  66.96880734] ; [70.96880734 12.03119266],0
r2,1,0.752144,0.099739,[451  14] ; [82  2],[451.44808743  13.55191257] ; [81.55191257  2.44808743],0
b5,1,0.753592,0.098537,[276 192] ; [48 36],[274.69565217 193.30434783] ; [49.30434783 34.69565217],0
p5,1,0.773066,0.083156,[ 66 396] ; [11 73],[ 65.15384615 396.84615385] ; [11.84615385 72.15384615],0
n6,1,0.816882,0.053618,[423  43] ; [76  7],[423.55919854  42.44080146] ; [75.44080146  7.55919854],0
b1,1,0.825613,0.048546,[189 279] ; [35 49],[189.91304348 278.08695652] ; [34.08695652 49.91304348],0
a4,1,0.827304,0.047594,[226 238] ; [42 42],[226.91970803 237.08029197] ; [41.08029197 42.91970803],0
u1,1,0.866488,0.028265,[102 366] ; [19 65],[102.58695652 365.41304348] ; [18.41304348 65.58695652],0
p12,1,0.907418,0.013525,[ 46 417] ; [ 8 76],[ 45.70749543 417.29250457] ; [ 8.29250457 75.70749543],0
p2,1,0.920769,0.009893,[395  70] ; [71 13],[394.69945355  70.30054645] ; [71.30054645 12.69945355],0
d5,1,0.942174,0.005262,[386  79] ; [70 14],[386.2295082  78.7704918] ; [69.7704918 14.2295082],0
p11,1,0.95797,0.002777,[380  88] ; [68 16],[379.82608696  88.17391304] ; [68.17391304 15.82608696],0
d1,1,0.96173,0.002302,[294 174] ; [53 31],[294.19565217 173.80434783] ; [52.80434783 31.19565217],0
p1,1,0.985879,0.000313,[ 44 421] ; [ 8 76],[ 44.04371585 420.95628415] ; [ 7.95628415 76.04371585],0
