Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000388,12.588301,[ 6 29] ; [106 109],[15.68 19.32] ; [ 96.32 118.68],1
s4,1,0.11168,2.530283,[ 8 27] ; [ 27 185],[ 4.95951417 30.04048583] ; [ 30.04048583 181.95951417],0
a8,1,0.116336,2.46597,[ 1 32] ; [ 24 172],[ 3.60262009 29.39737991] ; [ 21.39737991 174.60262009],0
p1,1,0.116429,2.464716,[ 1 34] ; [ 25 191],[ 3.62549801 31.37450199] ; [ 22.37450199 193.62549801],0
v2,1,0.14183,2.157994,[11 23] ; [ 94 111],[14.93723849 19.06276151] ; [ 90.06276151 114.93723849],0
d4,1,0.181865,1.78232,[23 12] ; [164  51],[26.18  8.82] ; [160.82  54.18],0
s5,1,0.198693,1.651952,[ 5 30] ; [ 49 154],[ 7.94117647 27.05882353] ; [ 46.05882353 156.94117647],0
n6,1,0.199989,1.642456,[28  7] ; [189  26],[30.38  4.62] ; [186.62  28.38],0
p6,1,0.209642,1.573897,[ 3 32] ; [ 36 177],[ 5.50403226 29.49596774] ; [ 33.49596774 179.50403226],0
u2,1,0.238858,1.387323,[4 9] ; [33 35],[5.9382716 7.0617284] ; [31.0617284 36.9382716],0
p5,1,0.281341,1.160601,[ 1 34] ; [ 17 197],[ 2.53012048 32.46987952] ; [ 15.46987952 198.53012048],0
p2,1,0.291729,1.111623,[21 14] ; [149  67],[23.70517928 11.29482072] ; [146.29482072  69.70517928],0
p11,1,0.311617,1.02381,[22 13] ; [154  62],[24.54183267 10.45816733] ; [151.45816733  64.54183267],0
r3,1,0.356377,0.850621,[28  7] ; [184  30],[29.79919679  5.20080321] ; [182.20080321  31.79919679],0
a2,1,0.396818,0.717948,[ 6 29] ; [ 51 165],[ 7.94820717 27.05179283] ; [ 49.05179283 166.94820717],0
a1,1,0.401401,0.704125,[ 1 34] ; [ 14 202],[ 2.09163347 32.90836653] ; [ 12.90836653 203.09163347],0
p8,1,0.41302,0.670089,[ 7 28] ; [ 57 158],[ 8.96 26.04] ; [ 55.04 159.96],0
a3,1,0.457716,0.551475,[22 13] ; [148  66],[23.89558233 11.10441767] ; [146.10441767  67.89558233],0
n2,1,0.47997,0.498931,[14  7] ; [47 16],[15.25  5.75] ; [45.75 17.25],0
s1,1,0.491411,0.473435,[ 1 34] ; [ 12 200],[ 1.84210526 33.15789474] ; [ 11.15789474 200.84210526],0
v1,1,0.624033,0.240239,[14 21] ; [ 92 115],[15.33057851 19.66942149] ; [ 90.66942149 116.33057851],0
b4,1,0.639437,0.219479,[23 12] ; [133  83],[21.75298805 13.24701195] ; [134.24701195  81.75298805],0
b5,1,0.65782,0.196183,[21 14] ; [138  78],[22.17131474 12.82868526] ; [136.82868526  79.17131474],0
b1,1,0.725268,0.123501,[13 22] ; [ 87 129],[13.94422311 21.05577689] ; [ 86.05577689 129.94422311],0
u3,1,0.799387,0.064587,[7 6] ; [34 34],[6.58024691 6.41975309] ; [34.41975309 33.58024691],0
v4,1,0.858159,0.03194,[31  4] ; [189  27],[30.67729084  4.32270916] ; [189.32270916  26.67729084],0
p9,1,0.859791,0.031202,[26  8] ; [165  47],[26.39837398  7.60162602] ; [164.60162602  47.39837398],0
a6,1,0.911801,0.012269,[23 12] ; [144  72],[23.28685259 11.71314741] ; [143.71314741  72.28685259],0
b2,1,0.929707,0.007782,[ 6 10] ; [51 81],[6.16216216 9.83783784] ; [50.83783784 81.16216216],0
b3,1,0.929707,0.007782,[ 6 10] ; [51 81],[6.16216216 9.83783784] ; [50.83783784 81.16216216],0
u4,1,0.978896,0.0007,[ 1 34] ; [  6 210],[ 0.97609562 34.02390438] ; [  6.02390438 209.97609562],0
