Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2.5e-05,17.785778,[48 27] ; [71  6],[58.71710526 16.28289474] ; [60.28289474 16.71710526],1
b4,1,0.148705,2.085489,[40 36] ; [50 28],[44.41558442 31.58441558] ; [45.58441558 32.41558442],0
n5,1,0.155206,2.020323,[47 28] ; [40 38],[42.64705882 32.35294118] ; [44.35294118 33.64705882],0
p8,1,0.164067,1.936331,[14 60] ; [22 55],[17.64238411 56.35761589] ; [18.35761589 58.64238411],0
u3,1,0.166904,1.910534,[11 21] ; [16 15],[13.71428571 18.28571429] ; [13.28571429 17.71428571],0
s8,1,0.169914,1.8837,[10 65] ; [17 61],[13.23529412 61.76470588] ; [13.76470588 64.23529412],0
b3,1,0.199951,1.642732,[17 29] ; [13 39],[14.08163265 31.91836735] ; [15.91836735 36.08163265],0
b2,1,0.199951,1.642732,[17 29] ; [13 39],[14.08163265 31.91836735] ; [15.91836735 36.08163265],0
s6,1,0.263812,1.24864,[27 48] ; [35 43],[30.39215686 44.60784314] ; [31.60784314 46.39215686],0
n1,1,0.294345,1.099639,[16 23] ; [ 8 20],[13.97014925 25.02985075] ; [10.02985075 17.97014925],0
r2,1,0.30124,1.068696,[59 14] ; [67 10],[61.32 11.68] ; [64.68 12.32],0
s5,1,0.306541,1.045519,[10 64] ; [15 61],[12.33333333 61.66666667] ; [12.66666667 63.33333333],0
s4,1,0.315312,1.008292,[11 65] ; [ 7 69],[ 9. 67.] ; [ 9. 67.],0
p12,1,0.317258,1.000218,[ 1 75] ; [ 3 74],[ 1.9869281 74.0130719] ; [ 2.0130719 74.9869281],0
a5,1,0.319036,0.992893,[46 30] ; [41 37],[42.93506494 33.06493506] ; [44.06493506 33.93506494],0
u4,1,0.323637,0.97419,[ 1 75] ; [ 3 75],[ 1.97402597 74.02597403] ; [ 2.02597403 75.97402597],0
a2,1,0.380453,0.769238,[18 58] ; [14 64],[15.79220779 60.20779221] ; [16.20779221 61.79220779],0
u1,1,0.45577,0.556264,[13 63] ; [10 68],[11.35064935 64.64935065] ; [11.64935065 66.35064935],0
a6,1,0.488329,0.480206,[43 32] ; [49 29],[45.09803922 29.90196078] ; [46.90196078 31.09803922],0
s2,1,0.491551,0.47313,[18 58] ; [22 55],[19.86928105 56.13071895] ; [20.13071895 56.86928105],0
b5,1,0.532409,0.389792,[45 31] ; [50 28],[46.88311688 29.11688312] ; [48.11688312 29.88311688],0
a4,1,0.596813,0.27983,[31 43] ; [36 42],[32.61842105 41.38157895] ; [34.38157895 43.61842105],0
a7,1,0.599176,0.276241,[46 29] ; [44 33],[44.40789474 30.59210526] ; [45.59210526 31.40789474],0
s7,1,0.626096,0.237392,[18 52] ; [22 53],[19.31034483 50.68965517] ; [20.68965517 54.31034483],0
a8,1,0.659863,0.19369,[ 8 61] ; [10 61],[ 8.87142857 60.12857143] ; [ 9.12857143 61.87142857],0
s3,1,0.680721,0.169316,[27 46] ; [31 46],[28.22666667 44.77333333] ; [29.77333333 47.22666667],0
d2,1,0.685208,0.164322,[36 38] ; [40 37],[37.24503311 36.75496689] ; [38.75496689 38.24503311],0
d3,1,0.713426,0.134879,[43 32] ; [47 31],[44.11764706 30.88235294] ; [45.88235294 32.11764706],0
n4,1,0.723213,0.125435,[46 29] ; [50 28],[47.05882353 27.94117647] ; [48.94117647 29.05882353],0
d5,1,0.723782,0.124898,[52 23] ; [52 26],[50.98039216 24.01960784] ; [53.01960784 24.98039216],0
d1,1,0.736918,0.112854,[34 42] ; [37 41],[35.03896104 40.96103896] ; [35.96103896 42.03896104],0
u2,1,0.817609,0.053186,[14 18] ; [14 16],[14.4516129 17.5483871] ; [13.5483871 16.4516129],0
p4,1,0.822985,0.050045,[19 56] ; [21 57],[19.60784314 55.39215686] ; [20.39215686 57.60784314],0
v3,1,0.903119,0.014816,[20 51] ; [21 56],[19.66891892 51.33108108] ; [21.33108108 55.66891892],0
p5,1,0.977727,0.000779,[ 1 74] ; [ 1 77],[ 0.98039216 74.01960784] ; [ 1.01960784 76.98039216],0
a3,1,0.998242,5e-06,[44 29] ; [47 31],[43.99337748 29.00662252] ; [47.00662252 30.99337748],0
p1,1,1.0,0.0,[ 4 72] ; [ 4 72],[ 4. 72.] ; [ 4. 72.],0
