Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.000847,11.134399,[ 4 22] ; [5 1],[ 7.3125 18.6875] ; [1.6875 4.3125],1
s2,1,0.277988,1.176898,[ 8 33] ; [ 5 10],[ 9.51785714 31.48214286] ; [ 3.48214286 11.51785714],0
r3,1,0.2967,1.088968,[26 15] ; [11  3],[27.58181818 13.41818182] ; [9.41818182 4.58181818],0
n5,1,0.30085,1.070425,[28 13] ; [8 7],[26.35714286 14.64285714] ; [9.64285714 5.35714286],0
a4,1,0.423587,0.640342,[ 7 34] ; [ 4 11],[ 8.05357143 32.94642857] ; [ 2.94642857 12.05357143],0
p8,1,0.427691,0.629085,[14 26] ; [7 8],[15.27272727 24.72727273] ; [5.72727273 9.27272727],0
b5,1,0.428782,0.626119,[24 17] ; [7 8],[22.69642857 18.30357143] ; [8.30357143 6.69642857],0
u1,1,0.450279,0.569949,[ 1 40] ; [ 1 14],[ 1.46428571 39.53571429] ; [ 0.53571429 14.46428571],0
p11,1,0.476496,0.506871,[23 18] ; [10  5],[24.16071429 16.83928571] ; [8.83928571 6.16071429],0
b2,1,0.53621,0.382609,[ 8 16] ; [2 7],[ 7.27272727 16.72727273] ; [2.72727273 6.27272727],0
b3,1,0.53621,0.382609,[ 8 16] ; [2 7],[ 7.27272727 16.72727273] ; [2.72727273 6.27272727],0
n3,1,0.558185,0.342857,[10  6] ; [4 4],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
d5,1,0.606697,0.265013,[16 25] ; [7 8],[16.83928571 24.16071429] ; [6.16071429 8.83928571],0
p3,1,0.633278,0.227642,[11 30] ; [ 5 10],[11.71428571 29.28571429] ; [ 4.28571429 10.71428571],0
a7,1,0.672487,0.178707,[19 22] ; [6 9],[18.30357143 22.69642857] ; [6.69642857 8.30357143],0
s3,1,0.676734,0.173826,[13 27] ; [ 4 11],[12.36363636 27.63636364] ; [ 4.63636364 10.36363636],0
p5,1,0.701741,0.146667,[ 4 36] ; [ 1 14],[ 3.63636364 36.36363636] ; [ 1.36363636 13.63636364],0
n4,1,0.727511,0.121409,[24 17] ; [8 7],[23.42857143 17.57142857] ; [8.57142857 6.42857143],0
r4,1,0.730396,0.118749,[10 31] ; [ 3 12],[ 9.51785714 31.48214286] ; [ 3.48214286 11.51785714],0
d3,1,0.769537,0.085838,[12 29] ; [ 5 10],[12.44642857 28.55357143] ; [ 4.55357143 10.44642857],0
n2,1,0.769698,0.085714,[9 7] ; [5 3],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
d2,1,0.800075,0.064136,[ 7 34] ; [ 3 12],[ 7.32142857 33.67857143] ; [ 2.67857143 12.32142857],0
v4,1,0.853802,0.033955,[23 18] ; [8 7],[22.69642857 18.30357143] ; [8.30357143 6.69642857],0
a6,1,0.947219,0.004382,[16 25] ; [6 9],[16.10714286 24.89285714] ; [5.89285714 9.10714286],0
s4,1,0.967544,0.001656,[ 8 33] ; [ 3 12],[ 8.05357143 32.94642857] ; [ 2.94642857 12.05357143],0
n1,1,1.0,0.0,[ 6 10] ; [3 5],[ 6. 10.] ; [3. 5.],0
